doi,organism,indication,confidence
10.1016/s0022-3999(98)00120-2,human,not_applicable,high
10.1016/s0022-3999(99)00063-x,human,not_applicable,high
10.1016/s0022-3999(99)00013-6,human,not_applicable,high
10.1016/s0022-3999(99)00077-x,human,not_applicable,high
10.1016/s0024-3205(01)01001-3,human,not_applicable,high
10.1016/s0022-510x(97)00200-1,human,not_applicable,high
10.1016/s0031-9384(02)00808-9,human,not_applicable,high
10.1016/s0031-9384(97)00539-8,animal,not_applicable,high
10.1016/s0033-3182(97)71443-9,human,treatment,high
10.1016/s0033-3182(90)72185-8,human,not_applicable,high
10.1016/s0048-9697(00)00777-4,human,not_applicable,high
10.1016/s0091-6749(96)70290-7,human,treatment,high
10.1016/s0140-6736(00)04198-2,human,treatment,high
10.1016/s0091-6749(98)70090-9,human,not_applicable,high
10.1016/s0140-6736(11)60096-2,human,treatment,high
10.1016/s0140-6736(01)06961-6,human,not_applicable,high
10.1016/s0022-510x(99)00243-9,human,not_applicable,high
10.1016/s0140-6736(12)60025-7,human,treatment,high
10.1016/s0140-6736(15)01223-4,human,not_applicable,high
10.1016/s0140-6736(04)15794-2,human,not_applicable,high
10.1016/s0140-6736(16)00270-1,human,not_applicable,high
10.1016/s0140-6736(16)32589-2,human,treatment,high
10.1016/s0140-6736(80)92552-0,human,not_applicable,high
10.1016/s0140-6736(95)90525-1,human,treatment,high
10.1016/s0140-6736(17)30577-9,human,treatment,high
10.1016/s0140-6736(96)91345-8,human,treatment,high
10.1016/s0140-6736(98)08320-2,human,not_applicable,high
10.1016/s0140-6736(98)04074-4,human,treatment,high
10.1016/s0147-9571(01)00012-1,human,treatment,high
10.1016/s0140-6736(95)92537-6,human,not_applicable,high
10.1016/s0162-3109(96)00125-7,other,not_applicable,high
10.1016/s0163-4453(98)94099-3,human,not_applicable,high
10.1016/s0163-8343(97)80315-5,human,treatment,high
10.1016/s0163-4453(89)91150-x,human,not_applicable,high
10.1016/s0165-0327(97)00101-8,human,not_applicable,high
10.1016/s0163-8343(01)00154-2,human,treatment,high
10.1016/s0165-0327(97)00134-1,human,not_applicable,high
10.1016/s0163-8343(98)00036-x,human,not_applicable,high
10.1016/s0165-0327(98)00118-9,human,not_applicable,high
10.1016/s0165-0327(98)00163-3,human,not_applicable,high
10.1016/s0165-0327(98)00169-4,human,not_applicable,high
10.1016/s0165-0327(98)00218-3,human,not_applicable,high
10.1016/s0165-1781(00)00148-7,human,not_applicable,high
10.1016/s0165-1781(97)00141-8,human,not_applicable,high
10.1016/s0165-1781(00)00219-5,human,not_applicable,high
10.1016/s0165-1838(98)00177-5,human,not_applicable,high
10.1016/s0165-5728(01)00400-3,human,not_applicable,high
10.1016/s0165-5728(97)00032-5,human,not_applicable,high
10.1016/s0193-953x(05)70031-9,unclear,not_applicable,high
10.1016/s0165-1781(03)00185-9,human,not_applicable,high
10.1016/s0165-5876(02)00039-3,human,not_applicable,high
10.1016/s0254-6272(09)60007-8,human,treatment,high
10.1016/s0193-953x(05)70292-6,human,treatment,high
10.1016/s0272-7358(99)00031-8,human,not_applicable,high
10.1016/s0254-6272(15)30152-7,human,treatment,high
10.1016/s0254-6272(09)60026-1,human,treatment,high
10.1016/s0277-9536(00)00117-9,human,not_applicable,high
10.1016/s0277-9536(03)00157-6,other,not_applicable,high
10.1016/s0277-9536(00)00302-6,human,not_applicable,high
10.1016/s0277-9536(02)00515-4,unclear,not_applicable,high
10.1016/s0277-9536(02)00420-3,human,not_applicable,high
10.1016/s0300-2977(00)00030-9,human,not_applicable,high
10.1016/s0301-0511(01)00092-8,human,not_applicable,high
10.1016/s0301-0511(01)00120-x,human,not_applicable,high
10.1016/s0304-3940(02)01058-3,human,not_applicable,high
10.1016/s0304-3959(98)00134-1,human,not_applicable,high
10.1016/s0306-4530(00)00044-5,human,not_applicable,high
10.1016/s0306-4530(03)00026-x,human,not_applicable,high
10.1016/s0306-4530(99)00028-1,human,not_applicable,high
10.1016/s0306-4530(99)00035-9,human,not_applicable,high
10.1016/s0306-9877(02)00294-3,human,treatment,high
10.1016/s0306-4530(03)00104-5,human,treatment,high
10.1016/s0306-9877(02)00321-3,other,not_applicable,high
10.1016/s0306-4530(97)00002-4,human,not_applicable,high
10.1016/s0306-9877(03)00016-1,unclear,not_applicable,high
10.1016/s0306-9877(03)00062-8,other,not_applicable,high
10.1016/s0306-9877(02)00353-5,other,not_applicable,high
10.1016/s0306-9877(03)00096-3,other,not_applicable,high
10.1016/s0306-9877(02)00332-8,human,not_applicable,high
10.1016/s0306-9877(03)00185-3,other,not_applicable,high
10.1016/s0306-9877(03)00103-8,human,not_applicable,high
10.1016/s0306-9877(96)90001-8,unclear,not_applicable,high
10.1016/s0306-9877(03)00331-1,human,treatment,high
10.1016/s0344-0338(89)80299-7,human,not_applicable,high
10.1016/s0361-9230(01)00478-6,human,not_applicable,high
10.1016/s0889-857x(05)70180-0,human,not_applicable,high
10.1016/s0399-8320(09)71521-0,human,not_applicable,high
10.1016/s0889-857x(05)70270-2,human,not_applicable,high
10.1016/s0891-5849(00)00419-6,human,not_applicable,high
10.1016/s0889-857x(05)70272-6,human,not_applicable,high
10.1016/s0924-9338(00)94661-3,animal,not_applicable,medium
10.1016/s0924-9338(00)94855-7,unclear,unclear,low
10.1016/s0924-9338(10)71019-1,human,treatment,high
10.1016/s0387-7604(99)00111-4,human,not_applicable,high
10.1016/s0924-9338(10)71020-8,human,treatment,high
10.1016/s0924-9338(11)73278-3,human,not_applicable,high
10.1016/s0924-9338(13)76145-5,human,treatment,high
10.1016/s0924-9338(12)74396-1,human,not_applicable,high
10.1016/s0924-9338(14)78232-x,human,not_applicable,high
10.1016/s0924-9338(99)80033-9,unclear,not_applicable,high
10.1016/s0924-9338(13)76148-0,human,treatment,high
10.1016/s0924-9338(99)80035-2,human,not_applicable,medium
10.1016/s0924-9338(99)80036-4,human,not_applicable,medium
10.1016/s0924-9338(99)80037-6,human,treatment,high
10.1016/s0924-9338(99)80040-6,human,not_applicable,medium
10.1016/s0928-4680(03)00007-5,human,treatment,high
10.1016/s0924-9338(99)80455-6,human,not_applicable,medium
10.1016/s0960-8966(03)00042-7,human,not_applicable,high
10.1016/s0960-8966(98)00021-2,human,not_applicable,high
10.1016/s1047-2797(00)00083-1,human,not_applicable,high
10.1016/s1047-2797(00)00119-8,human,not_applicable,high
10.1016/s1079-2104(98)90366-3,human,not_applicable,high
10.1016/s1081-1206(10)62229-6,human,not_applicable,high
10.1016/s0966-6362(00)00105-3,human,not_applicable,high
10.1016/s1081-1206(10)62595-1,human,treatment,high
10.1016/s1087-0792(99)90020-5,human,not_applicable,high
10.1016/s1090-3801(02)00044-7,human,treatment,high
10.1016/s1081-1206(10)63129-8,human,not_applicable,high
10.1016/s1090-3801(98)90006-4,human,treatment,high
10.1016/s1096-6374(98)80036-1,human,not_applicable,high
10.1016/s1096-6374(98)80037-3,human,treatment,high
10.1016/s1096-2190(99)00017-7,human,not_applicable,high
10.1016/s1240-1307(00)88835-4,unclear,not_applicable,high
10.1016/s1365-6937(15)30071-x,human,not_applicable,high
10.1016/s1386-6532(06)70010-5,human,not_applicable,high
10.1016/s1047-2797(97)00203-2,human,not_applicable,high
10.1016/s1386-6532(99)00079-7,human,not_applicable,high
10.1016/s1386-6532(06)70011-7,human,not_applicable,high
10.1016/s1388-2457(00)00444-2,human,not_applicable,high
10.1016/s1521-6942(03)00033-0,human,not_applicable,high
10.1016/s1388-2457(99)00144-3,human,not_applicable,high
10.1016/s1389-9457(00)00028-9,human,not_applicable,high
10.1016/s1566-0702(03)00155-3,human,not_applicable,high
10.1016/s1697-2600(14)70041-9,human,not_applicable,high
10.1016/s2215-0366(14)00069-8,human,treatment,high
10.1016/s2215-0366(15)00317-x,human,treatment,high
10.1017/cbo9780511543845.022,human,not_applicable,high
10.1017/cts.2023.488,human,not_applicable,high
10.1017/cbo9780511722240.004,unclear,not_applicable,high
10.1017/ipm.2020.40,unclear,not_applicable,high
10.1016/s2215-0366(17)30126-8,human,treatment,high
10.1017/cbo9780511549700.003,human,treatment,high
10.1017/neu.2017.35,human,treatment,high
10.1017/neu.2024.10,human,not_applicable,high
10.1017/s0029665122001057,human,treatment,high
10.1017/s0022172400064718,human,not_applicable,high
10.1017/s0033291700025629,unclear,not_applicable,high
10.1017/s003329170002225x,human,not_applicable,high
10.1017/s0033291700020456,human,not_applicable,high
10.1017/s0033291700027811,human,not_applicable,high
10.1017/s0033291700035923,human,not_applicable,high
10.1017/s0033291700026453,human,not_applicable,high
10.1017/s0033291700037417,human,not_applicable,high
10.1017/s0033291700037818,human,not_applicable,high
10.1017/s0033291700037429,human,not_applicable,high
10.1017/s0033291701003610,human,not_applicable,high
10.1017/s0033291702006086,human,not_applicable,high
10.1017/s0033291701004664,human,not_applicable,high
10.1017/s0033291701003580,human,not_applicable,high
10.1017/s0033291702005834,human,not_applicable,high
10.1017/s0033291700038277,unclear,not_applicable,low
10.1017/s0033291702006529,human,not_applicable,high
10.1017/s0033291703001302,human,not_applicable,high
10.1017/s0033291700013210,other,not_applicable,high
10.1017/s0033291705005052,human,not_applicable,high
10.1017/s0033291704213204,other,not_applicable,high
10.1017/s0033291703008791,human,treatment,high
10.1017/s0033291705005210,human,not_applicable,high
10.1017/s0033291702006980,human,not_applicable,high
10.1017/s0033291705006975,human,not_applicable,high
10.1017/s0033291703008274,human,not_applicable,high
10.1017/s0033291705006926,human,not_applicable,high
10.1017/s0033291706007975,human,not_applicable,high
10.1017/s0033291706008099,human,not_applicable,high
10.1017/s0033291707001602,human,not_applicable,high
10.1017/s0033291707001444,human,not_applicable,high
10.1017/s0033291708003450,human,not_applicable,high
10.1017/s0033291707001560,human,not_applicable,high
10.1017/s0033291707001900,human,not_applicable,high
10.1017/s0033291708004960,human,not_applicable,high
10.1017/s0033291709005601,human,not_applicable,high
10.1017/s0033291709990390,human,treatment,high
10.1017/s003329170999153x,human,treatment,high
10.1017/s0033291709992054,human,not_applicable,high
10.1017/s0033291710000504,human,not_applicable,high
10.1017/s0033291713000020,human,treatment,high
10.1017/s0033291712000979,human,not_applicable,high
10.1017/s0033291709992212,human,treatment,high
10.1017/s0033291712001936,human,not_applicable,high
10.1017/s003329171000139x,human,prevention,high
10.1017/s003329171300127x,human,not_applicable,high
10.1017/s0033291712000232,human,treatment,high
10.1017/s003329171300130x,human,not_applicable,medium
10.1017/s0033291713001281,human,not_applicable,high
10.1017/s0033291713001268,human,not_applicable,high
10.1017/s0033291713001311,human,treatment,high
10.1017/s0033291713002006,human,treatment,high
10.1017/s0033291713002468,human,prevention,high
10.1017/s0033291713002201,human,treatment,high
10.1017/s0033291715000288,human,treatment,high
10.1017/s0033291716002890,human,not_applicable,high
10.1017/s0033291720002470,human,not_applicable,high
10.1017/s0033291720001774,human,not_applicable,high
10.1017/s0033291716003615,human,not_applicable,high
10.1017/s0033291722002471,human,treatment,high
10.1017/s0033291723001885,human,not_applicable,high
10.1017/s0033291723003148,human,treatment,high
10.1017/s0033291723003355,human,not_applicable,high
10.1017/s0033291722000526,human,not_applicable,high
10.1017/s0033291723003690,human,treatment,high
10.1017/s003329172500100x,human,not_applicable,high
10.1017/s0033291725100603,human,not_applicable,high
10.1017/s0033291796004035,human,not_applicable,high
10.1017/s0033291797004893,unclear,not_applicable,high
10.1017/s0033291715002366,other,not_applicable,high
10.1017/s0033291797006260,human,not_applicable,high
10.1017/s0033291796004357,human,not_applicable,high
10.1017/s0033291798008265,human,not_applicable,medium
10.1017/s003329179800748x,human,not_applicable,high
10.1017/s0033291799001816,human,not_applicable,high
10.1017/s0033291799002500,human,not_applicable,high
10.1017/s0033291799003001,human,not_applicable,high
10.1017/s0033291799003189,human,not_applicable,high
10.1017/s0266462311000213,human,not_applicable,high
10.1017/s0790966700005218,human,not_applicable,high
10.1017/s0033291797005370,unclear,not_applicable,high
10.1017/s0924270800035870,human,not_applicable,high
10.1017/s081651220002722x,human,not_applicable,high
10.1017/s096719942000057x,animal,not_applicable,high
10.1017/s1037291100001515,human,not_applicable,high
10.1017/s1041610223003733,human,treatment,high
10.1017/s1092852900014358,unclear,not_applicable,high
10.1017/s1092852900014383,human,treatment,high
10.1017/s1121189x00007089,human,not_applicable,high
10.1017/s1352465801004052,human,treatment,high
10.1017/s1092852900014395,human,not_applicable,high
10.1017/s1092852900022604,human,not_applicable,high
10.1017/s1352465804001109,human,treatment,high
10.1017/s1352465800015241,human,treatment,high
10.1017/s1352465805002092,human,treatment,high
10.1017/s135246580400181x,human,treatment,high
10.1017/s1352465810000792,human,treatment,high
10.1017/s1352465811000373,unclear,unclear,low
10.1017/s1352465816000631,human,not_applicable,high
10.1017/s1352465814000290,other,not_applicable,high
10.1017/s135246581500017x,human,treatment,high
10.1017/s1352465811000543,human,treatment,high
10.1017/s1352465817000108,human,treatment,high
10.1017/s1352465819000110,human,treatment,high
10.1017/s1352465817000261,human,not_applicable,high
10.1017/s1352465819000390,human,not_applicable,high
10.1017/s135246581700025x,human,treatment,high
10.1017/s1352465820000193,human,not_applicable,high
10.1017/s1352465899273067,human,treatment,high
10.1017/s1352465825100945,human,treatment,high
10.1017/s135561779845505x,human,not_applicable,high
10.1017/s1355617721000643,human,treatment,high
10.1017/s1360641700272481,human,not_applicable,medium
10.1017/s1355617701733024,human,not_applicable,high
10.1017/s146239949700001x,other,not_applicable,high
10.1017/s146342361000037x,human,treatment,high
10.1017/s1360641798291763,human,not_applicable,high
10.1017/s1754470x20000525,human,not_applicable,high
10.1017/s1355617704101124,human,not_applicable,high
10.1017/s1355617704102178,human,not_applicable,high
10.1017/s1463423613000145,human,not_applicable,high
10.1017/s1463423613000121,human,treatment,high
10.1017/s1754470x2400045x,human,not_applicable,high
10.1017/upo9780987073051.020,other,not_applicable,high
10.1021/acsptsci.5c00229,other,treatment,high
10.1021/acschemneuro.4c00444,human,not_applicable,high
10.1021/acs.biochem.3c00433,other,not_applicable,high
10.1021/cen-09436-notw3,human,not_applicable,high
10.1021/cen-10233-reactions,unclear,not_applicable,high
10.1021/cen-09718-scicon10,human,not_applicable,high
10.1023/a:1005577823045,human,not_applicable,high
10.1021/cen-10230-cover,unclear,not_applicable,high
10.1023/a:1014248301721,human,not_applicable,high
10.1023/a:1015635113159,human,not_applicable,high
10.1023/a:1020423124675,human,not_applicable,high
10.1023/a:1020510718013,human,not_applicable,high
10.1023/a:1018726713470,human,not_applicable,high
10.1023/a:1020475108745,human,treatment,high
10.1023/a:1020595709352,human,not_applicable,high
10.1023/a:1018788427100,human,not_applicable,high
10.1023/a:1020558917955,human,not_applicable,high
10.1023/a:1014328319297,human,not_applicable,high
10.1023/a:1024176016962,human,not_applicable,high
10.1023/a:1026459027453,human,not_applicable,high
10.1023/a:1027314713231,human,not_applicable,high
10.1023/a:1027389907780,human,not_applicable,high
10.1023/b:apbi.0000026635.03016.ef,human,treatment,high
10.1024/0040-5930.64.10.567,human,treatment,high
10.1024/0040-5930/a001092,human,treatment,high
10.1023/b:boli.0000016637.43041.a3,human,not_applicable,high
10.1024/0300-9831.79.4.250,human,not_applicable,high
10.1024//1422-4917.30.2.135,human,not_applicable,medium
10.1023/a:1027330616073,human,not_applicable,high
10.1024/86371-000,other,not_applicable,high
10.1026/0942-5403/a000456,human,not_applicable,high
10.1024/86282-000,human,not_applicable,high
10.1027/0269-8803/a000088,human,treatment,high
10.1027/1015-5759.13.3.164,human,not_applicable,high
10.1027/1015-5759/a000281,human,not_applicable,high
10.1027/2698-1866/a000076,human,not_applicable,high
10.1034/j.1600-0447.2002.01300.x,human,not_applicable,high
10.1034/j.1600-0447.2001.00017.x,human,not_applicable,high
10.1034/j.1601-5215.2002.140207.x,human,treatment,high
10.1034/j.1600-0463.2003.1110504.x,human,not_applicable,high
10.1034/j.1601-5215.2002.140306.x,human,not_applicable,high
10.1034/j.1601-5215.2003.00029.x,human,treatment,high
10.1034/j.1601-5215.2003.00033.x,human,not_applicable,high
10.1034/j.1601-5215.2003.00045.x,human,not_applicable,high
10.1037//1076-8998.4.1.63,human,not_applicable,high
10.1037/0022-006x.76.1.163,human,treatment,high
10.1037/0278-6133.27.3.369,human,not_applicable,high
10.1037/0894-4105.18.2.232,human,not_applicable,high
10.1037/10300-000,other,not_applicable,high
10.1037/0894-4105.21.4.507,human,not_applicable,high
10.1037/a0020052,human,treatment,high
10.1037/a0024118,human,treatment,high
10.1037/a0033561,human,treatment,high
10.1037/bul0000473,human,not_applicable,high
10.1037/a0032084,human,not_applicable,high
10.1037/a0022595,human,not_applicable,high
10.1037/h0085818,other,not_applicable,high
10.1037/hea0000086,human,treatment,high
10.1037/hea0000341,human,not_applicable,high
10.1037/ccp0000085,human,treatment,high
10.1037//0003-066x.52.9.973,human,not_applicable,high
10.1037/hea0000299,human,not_applicable,high
10.1037/hea0000422,human,not_applicable,high
10.1037/hea0001346,human,treatment,high
10.1037/hea0000621,human,not_applicable,high
10.1037/men0000220,human,not_applicable,high
10.1037/met0000154,other,not_applicable,high
10.1037/neu0000025,human,not_applicable,high
10.1037/neu0000982,human,not_applicable,high
10.1037/neu0000550,human,not_applicable,high
10.1037/str0000324,human,treatment,high
10.1037/rep0000285,human,not_applicable,high
10.1038/362458a0,other,not_applicable,high
10.1038/mp.2015.29,human,not_applicable,high
10.1038/ajg.2010.159,human,not_applicable,high
10.1038/npre.2010.4669.1,other,not_applicable,high
10.1038/nrendo.2011.153,human,not_applicable,high
10.1038/nrn3087,unclear,not_applicable,high
10.1038/npre.2012.6847.1,other,not_applicable,high
10.1038/s41380-025-03108-8,human,not_applicable,high
10.1038/s41380-021-01148-4,human,treatment,high
10.1038/nrurol.2010.77,other,not_applicable,high
10.1038/s41380-026-03608-1,human,not_applicable,high
10.1038/s41398-022-02046-1,other,not_applicable,high
10.1038/s41419-025-08162-2,other,not_applicable,high
10.1038/s41467-022-32507-6,human,not_applicable,high
10.1038/s41467-022-33784-x,unclear,not_applicable,high
10.1038/s41467-024-45107-3,human,not_applicable,high
10.1038/s41467-025-64538-0,human,not_applicable,high
10.1038/s41467-025-56428-2,human,not_applicable,high
10.1038/s41591-022-01810-6,human,not_applicable,high
10.1038/s41591-025-03788-3,human,not_applicable,high
10.1038/s41467-025-56427-3,human,treatment,high
10.1038/s41598-017-18585-3,human,not_applicable,high
10.1038/s41598-017-15383-9,human,not_applicable,high
10.1038/s41598-018-20941-w,human,not_applicable,high
10.1038/s41598-018-23238-0,human,not_applicable,high
10.1038/s41598-019-39060-1,human,not_applicable,high
10.1038/s41598-019-47966-z,human,not_applicable,high
10.1038/s41598-019-46249-x,other,not_applicable,high
10.1038/s41598-018-28477-9,human,not_applicable,high
10.1038/s41598-019-55473-4,human,not_applicable,high
10.1038/s41598-020-58506-5,other,not_applicable,high
10.1038/s41598-020-62157-x,human,not_applicable,high
10.1038/s41598-020-75406-w,other,not_applicable,high
10.1038/s41598-020-76438-y,human,not_applicable,high
10.1038/s41598-020-62771-9,human,not_applicable,high
10.1038/s41598-020-77105-y,other,not_applicable,high
10.1038/s41598-021-86425-6,other,not_applicable,high
10.1038/s41598-021-83660-9,other,not_applicable,high
10.1038/s41598-021-87018-z,human,prevention,high
10.1038/s41598-021-04764-w,human,not_applicable,high
10.1038/s41598-021-89834-9,human,not_applicable,high
10.1038/s41598-021-95087-3,human,not_applicable,high
10.1038/s41598-023-32581-w,human,not_applicable,high
10.1038/s41598-023-29329-x,human,not_applicable,high
10.1038/s41598-023-28955-9,human,not_applicable,high
10.1038/s41598-023-40364-6,other,not_applicable,high
10.1038/s41598-023-49402-9,human,not_applicable,high
10.1038/s41598-024-52368-x,human,not_applicable,high
10.1038/s41598-024-75651-3,human,not_applicable,high
10.1038/s41598-025-21230-z,other,not_applicable,high
10.1038/s41598-025-16438-y,human,not_applicable,high
10.1038/s41598-025-09379-z,human,not_applicable,high
10.1038/s41598-025-86609-4,human,not_applicable,high
10.1038/s41598-025-27564-y,human,not_applicable,high
10.1038/s41598-025-91324-1,human,not_applicable,high
10.1038/s41598-025-85217-6,other,not_applicable,high
10.1038/s41598-026-40848-1,human,not_applicable,high
10.1038/s41598-026-46965-1,human,not_applicable,high
10.1038/s41598-026-51666-w,human,not_applicable,high
10.1038/s41598-025-93313-w,animal,not_applicable,high
10.1038/s43856-024-00669-7,human,not_applicable,high
10.1038/s43856-025-00827-5,human,not_applicable,high
10.1038/s41746-025-01939-x,human,not_applicable,high
10.1038/s44321-025-00258-8,human,not_applicable,high
10.1038/s44294-025-00120-9,human,not_applicable,high
10.1038/s44324-025-00079-w,human,not_applicable,high
10.1038/sj.jhh.1001517,human,not_applicable,high
10.1038/sj.npp.1301005,human,not_applicable,high
10.1038/srep19171,human,not_applicable,high
10.1038/srep34990,human,not_applicable,high
10.1038/srep37846,human,treatment,high
10.1038/tp.2015.208,human,not_applicable,high
10.1038/tp.2016.184,human,not_applicable,high
10.1038/tp.2017.44,human,not_applicable,high
10.1039/c6mb00600k,human,not_applicable,high
10.1039/c8an01437j,other,not_applicable,high
10.1039/d2mo00124a,human,not_applicable,high
10.1038/s41598-026-49131-9,human,not_applicable,high
10.1042/bcj20220016,human,treatment,high
10.1039/d4fo04195j,animal,treatment,high
10.1042/bcj20220154,other,not_applicable,high
10.1042/bio03902010,human,not_applicable,high
10.1042/bsr20180242,other,not_applicable,high
10.1042/bst20170503,other,not_applicable,high
10.1042/cs078034p,human,not_applicable,medium
10.1042/cs084046p,human,not_applicable,high
10.1042/cs0870655,human,not_applicable,high
10.1042/cs088025pb,human,not_applicable,high
10.1038/tpj.2016.53,human,treatment,high
10.1042/cs0900295,human,not_applicable,high
10.1042/cs20020279,human,not_applicable,high
10.1042/cs20020354,human,not_applicable,high
10.1042/cs20070274,human,not_applicable,high
10.1042/cs20030246,human,not_applicable,high
10.1042/cs20090055,human,not_applicable,high
10.1042/cs20090327,human,not_applicable,high
10.1042/cs20110200,human,not_applicable,high
10.1042/cs20110241,human,not_applicable,high
10.1042/cs20171330,other,not_applicable,high
10.1042/cs20160200,other,not_applicable,high
10.1046/j.1360-0443.2001.9611159.x,other,not_applicable,high
10.1046/j.1365-2222.2003.01745.x,other,not_applicable,high
10.1046/j.1365-2249.2003.02149.x,other,not_applicable,high
10.1046/j.1365-2249.2002.01912.x,human,not_applicable,high
10.1046/j.1365-2265.1998.00418.x,human,not_applicable,high
10.1046/j.1365-2265.1999.00856.x,human,not_applicable,high
10.1046/j.1365-2265.2001.01341.x,human,treatment,high
10.1046/j.1365-2265.2000.01049.x,human,not_applicable,high
10.1046/j.1365-2281.2001.00321.x,human,not_applicable,high
10.1046/j.1365-2281.1999.00154.x,human,not_applicable,high
10.1046/j.1365-2362.1997.1120664.x,other,not_applicable,high
10.1046/j.1365-2648.2001.00628.x,other,not_applicable,high
10.1046/j.1365-2648.2001.01767.x,human,not_applicable,high
10.1046/j.1365-2362.2002.01058.x,human,treatment,high
10.1046/j.1365-2796.1999.00478.x,human,treatment,high
10.1046/j.1365-2362.1998.00373.x,human,not_applicable,high
10.1046/j.1365-2370.2001.00235.x,human,not_applicable,high
10.1046/j.1365-2796.1999.00479.x,human,not_applicable,high
10.1046/j.1365-2796.1999.00513.x,human,not_applicable,high
10.1046/j.1365-2796.2000.00695.x,human,treatment,high
10.1046/j.1365-2796.2001.00890.x,human,not_applicable,high
10.1046/j.1440-0979.1999.00145.x,human,not_applicable,high
10.1046/j.1440-1614.1999.00532.x,human,treatment,high
10.1046/j.1365-2648.2003.02934.x,human,not_applicable,high
10.1046/j.1440-1614.2000.0716b.x,unclear,not_applicable,high
10.1046/j.1440-1614.2002.01017.x,other,not_applicable,high
10.1046/j.1440-1614.2001.00888.x,human,not_applicable,high
10.1046/j.1440-1754.2002.00786.x,human,treatment,high
10.1046/j.1440-1819.2003.01132.x,human,not_applicable,high
10.1046/j.1440-1665.2003.00559.x,human,treatment,high
10.1046/j.1440-1630.2003.00336.x,human,not_applicable,high
10.1046/j.1467-0658.2000.00065.x,human,not_applicable,high
10.1046/j.1533-2500.2002.02003.x,other,not_applicable,high
10.1046/j.1440-1665.2003.00569.x,human,not_applicable,high
10.1046/j.1601-5215.2003.00050.x,human,treatment,high
10.1046/j.1475-097x.2003.00511.x,human,not_applicable,high
10.1051/medsci/2026036,human,not_applicable,high
10.1046/j.1468-1331.1999.610063.x,human,not_applicable,high
10.1053/berh.2001.0191,human,not_applicable,high
10.1053/berh.2000.0113,unclear,not_applicable,medium
10.1053/gast.2002.32392,human,not_applicable,high
10.1053/sarh.2001.27738,human,not_applicable,high
10.1053/sarh.2000.9201,human,not_applicable,high
10.1054/homp.2002.0009,human,treatment,high
10.1053/sarh.2002.34608,human,not_applicable,high
10.1053/berh.1999.0032,human,not_applicable,high
10.1054/mehy.1998.0780,human,not_applicable,high
10.1054/mehy.1998.0822,other,not_applicable,high
10.1054/mehy.1999.0964,human,not_applicable,high
10.1054/mehy.2001.1325,other,not_applicable,high
10.1054/mehy.1998.0825,other,not_applicable,high
10.1055/a-0802-9175,human,not_applicable,high
10.1055/a-0596-7981,human,not_applicable,high
10.1054/mehy.2001.1507,human,treatment,high
10.1054/mehy.2001.1306,other,not_applicable,high
10.1055/a-1849-8953,human,not_applicable,high
10.1055/a-1935-6399,human,not_applicable,medium
10.1055/a-1956-0321,human,not_applicable,high
10.1055/a-1935-6658,other,not_applicable,high
10.1055/a-2197-6479,human,not_applicable,high
10.1055/a-2212-2344,unclear,not_applicable,high
10.1055/a-2231-5381,human,treatment,high
10.1055/a-1767-7695,other,not_applicable,high
10.1055/a-2230-6195,human,not_applicable,high
10.1055/a-2323-4108,human,treatment,high
10.1055/a-1972-9450,human,treatment,high
10.1055/a-2323-9507,human,not_applicable,high
10.1055/a-2445-8593,human,treatment,high
10.1055/a-2628-2844,unclear,not_applicable,high
10.1055/a-2678-7739,human,treatment,high
10.1055/a-2701-7947,unclear,not_applicable,high
10.1055/a-2773-9655,human,treatment,high
10.1055/a-2818-3438,human,treatment,high
10.1055/a-2823-6976,human,not_applicable,high
10.1055/a-2866-9127,human,not_applicable,high
10.1055/s-0029-1234284,human,treatment,high
10.1055/s-0031-1287654,human,not_applicable,high
10.1055/s-0031-1296741,human,treatment,high
10.1055/s-0032-1327706,unclear,not_applicable,high
10.1055/s-0034-1395804,human,treatment,high
10.1055/s-0035-1557320,human,treatment,high
10.1055/s-0035-1564060,human,treatment,high
10.1055/s-0042-121259,human,treatment,high
10.1055/s-0043-100651,human,not_applicable,high
10.1055/s-0042-120962,unclear,not_applicable,high
10.1055/s-2000-9429,human,not_applicable,high
10.1055/s-2001-12681,unclear,not_applicable,high
10.1055/s-0044-1778972,human,not_applicable,high
10.1055/s-2005-865120,other,not_applicable,high
10.1055/s-0035-1557385,human,not_applicable,high
10.1055/s-2005-872939,human,treatment,high
10.1055/s-2006-945639,human,not_applicable,high
10.1055/s-2007-1015121,human,not_applicable,high
10.1055/s-2007-964888,human,not_applicable,high
10.1055/s-2006-946706,human,treatment,high
10.1055/s-2007-978690,human,not_applicable,high
10.1055/s-2007-996379,unclear,not_applicable,high
10.1056/id199811010000020,human,treatment,high
10.1056/id200012210000013,unclear,not_applicable,low
10.1055/s-2008-1040876,human,not_applicable,high
10.1056/id200910210000002,unclear,not_applicable,medium
10.1056/jn200309050000008,human,not_applicable,high
10.1056/jn200410210000007,human,not_applicable,high
10.1056/jn200610310000006,human,prevention,medium
10.1056/jp199509010000017,human,not_applicable,medium
10.1056/jn200412300000004,unclear,not_applicable,medium
10.1056/jp199511010000004,human,not_applicable,high
10.1056/jp199601010000020,human,not_applicable,medium
10.1056/jp199606010000006,human,treatment,high
10.1056/jp199604010000010,human,not_applicable,high
10.1056/jp199709010000016,human,treatment,high
10.1056/jp200107260000004,human,not_applicable,high
10.1056/jp200305070000005,human,not_applicable,high
