doi,drug_class,drug_name,confidence
10.1038/s41598-026-51666-w,other,hand grip strength assessment,high
10.1038/s43856-025-00827-5,other,not applicable,high
10.1038/sj.jhh.1001517,other,not applicable,high
10.1038/s43856-024-00669-7,other,not applicable,high
10.1038/sj.npp.1301005,other,none,high
10.1038/srep34990,other,none,high
10.1038/srep19171,other,unspecified,high
10.1038/srep37846,other,acupuncture and moxibustion,high
10.1038/tp.2015.208,other,unspecified,high
10.1038/tp.2017.44,other,not applicable,high
10.1038/tp.2016.184,other,unspecified,high
10.1039/c8an01437j,other,single-cell raman microspectroscopy,high
10.1039/c6mb00600k,other,none - observational study,high
10.1039/d4fo04195j,supplement,sweet corn cob polysaccharide selenium nanoparticles,high
10.1039/d2mo00124a,other,unspecified,high
10.1038/tpj.2016.53,other,clonidine,high
10.1042/bio03902010,other,unspecified,high
10.1042/bcj20220154,other,unspecified,low
10.1042/bst20170503,other,not applicable,high
10.1042/cs084046p,other,unspecified,low
10.1042/cs078034p,other,unspecified,low
10.1042/bcj20220016,other,anticoagulant therapy (unspecified),medium
10.1042/cs088025pb,other,unspecified,high
10.1042/cs0870655,other,none,high
10.1042/bsr20180242,other,metformin and compound 991,high
10.1042/cs0900295,other,none,high
10.1042/cs20020354,other,unspecified,high
10.1042/cs20020279,other,none,high
10.1042/cs20090055,other,none,high
10.1042/cs20090327,other,none,high
10.1042/cs20030246,other,unspecified,high
10.1042/cs20110241,other,none,high
10.1042/cs20110200,other,none,high
10.1042/cs20160200,other,exercise,high
10.1046/j.1360-0443.2001.9611159.x,other,unspecified,low
10.1046/j.1365-2222.2003.01745.x,other,none,high
10.1046/j.1365-2249.2002.01912.x,other,not applicable,high
10.1042/cs20171330,other,unspecified,high
10.1042/cs20070274,other,none,high
10.1046/j.1365-2249.2003.02149.x,other,none,high
10.1046/j.1365-2265.1998.00418.x,other,unspecified,high
10.1046/j.1365-2265.2000.01049.x,other,unspecified,high
10.1046/j.1365-2265.1999.00856.x,other,synacthen,high
10.1046/j.1365-2281.2001.00321.x,other,none,high
10.1046/j.1365-2281.1999.00154.x,other,none,high
10.1046/j.1365-2362.1997.1120664.x,other,unspecified,high
10.1046/j.1365-2362.1998.00373.x,supplement,l-arginine,high
10.1046/j.1365-2370.2001.00235.x,other,none,high
10.1046/j.1365-2648.2001.00628.x,other,not applicable,high
10.1046/j.1365-2648.2001.01767.x,other,none,high
10.1046/j.1365-2648.2003.02934.x,other,not applicable,high
10.1046/j.1365-2265.2001.01341.x,anti-inflammatory,hydrocortisone,high
10.1046/j.1365-2796.1999.00513.x,other,unspecified,low
10.1046/j.1365-2362.2002.01058.x,supplement,melatonin,high
10.1046/j.1365-2796.2001.00890.x,other,none,high
10.1046/j.1440-0979.1999.00145.x,other,not applicable,high
10.1046/j.1440-1614.2000.0716b.x,other,unspecified,low
10.1046/j.1365-2796.1999.00478.x,anti-inflammatory,hydrocortisone and fludrocortisone,high
10.1046/j.1365-2796.2000.00695.x,other,hydrocortisone and fludrocortisone,high
10.1046/j.1440-1614.2002.01017.x,other,unspecified,high
10.1046/j.1440-1665.2003.00569.x,other,none,high
10.1046/j.1440-1614.2001.00888.x,other,none,high
10.1046/j.1440-1630.2003.00336.x,other,occupational therapy,low
10.1046/j.1440-1614.1999.00532.x,other,nefazodone,high
10.1046/j.1365-2796.1999.00479.x,anti-inflammatory,hydrocortisone and fludrocortisone,medium
10.1046/j.1440-1754.2002.00786.x,rehabilitation,multidisciplinary inpatient programme,high
10.1046/j.1440-1665.2003.00559.x,rehabilitation,multidisciplinary inpatient rehabilitation programme,high
10.1046/j.1440-1819.2003.01132.x,other,none,high
10.1046/j.1468-1331.1999.610063.x,other,none,high
10.1046/j.1475-097x.2003.00511.x,other,acetylcholine,high
10.1046/j.1467-0658.2000.00065.x,rehabilitation,rehabilitation programme,high
10.1046/j.1533-2500.2002.02003.x,other,none,high
10.1051/medsci/2026036,other,unspecified,low
10.1053/berh.1999.0032,other,unspecified,high
10.1053/berh.2000.0113,other,biopsychosocial model,low
10.1053/gast.2002.32392,other,none,high
10.1053/berh.2001.0191,other,unspecified,low
10.1053/sarh.2000.9201,device,capnography head-up tilt test (chutt),high
10.1053/sarh.2002.34608,other,none,high
10.1053/sarh.2001.27738,other,none,high
10.1054/mehy.1998.0780,other,unspecified,high
10.1054/homp.2002.0009,other,"homeopathic phosphate salts (cobaltum phosphoricum, calcium phosphoricum, cadmium phosphoricum)",high
10.1046/j.1601-5215.2003.00050.x,anti-inflammatory,glucocorticoids,high
10.1054/mehy.1998.0825,other,unspecified,low
10.1054/mehy.1998.0822,other,unspecified,high
10.1054/mehy.2001.1306,other,unspecified,low
10.1054/mehy.1999.0964,other,unspecified,low
10.1054/mehy.2001.1325,other,unspecified,high
10.1054/mehy.2001.1507,supplement,omega-3 fatty acids,high
10.1055/a-1849-8953,other,unspecified,high
10.1055/a-1767-7695,other,unspecified,low
10.1055/a-0802-9175,other,unspecified,high
10.1055/a-1935-6399,other,unspecified,low
10.1055/a-1935-6658,other,unspecified,low
10.1055/a-1972-9450,other,homeopathy,low
10.1055/a-1956-0321,other,unspecified,low
10.1055/a-0596-7981,other,gabapentin and pregabalin,high
10.1055/a-2231-5381,respiratory_therapy,breathing exercises,medium
10.1055/a-2230-6195,other,unspecified,low
10.1055/a-2212-2344,other,unspecified,low
10.1055/a-2323-9507,other,none,high
10.1055/a-2323-4108,psychological,multimodal treatment (telemedicine and home visits),medium
10.1055/a-2445-8593,device,therapeutic apheresis,high
10.1055/a-2678-7739,device,double filtration plasmapheresis,high
10.1055/a-2701-7947,other,unspecified,low
10.1055/a-2628-2844,other,unspecified,low
10.1055/a-2773-9655,psychological,online patient education program,high
10.1055/a-2823-6976,rehabilitation,outpatient post-covid rehabilitation,high
10.1055/a-2818-3438,rehabilitation,pacing,high
10.1055/a-2866-9127,other,none,high
10.1055/s-0029-1234284,supplement,rhodiola shr-5 extract,high
10.1055/s-0031-1287654,other,unspecified,low
10.1055/s-0031-1296741,supplement,folinic acid,high
10.1055/s-0032-1327706,other,unspecified,high
10.1055/s-0034-1395804,supplement,rhodiola rosea (rhodiolan® 200),high
10.1055/a-2197-6479,other,none,high
10.1055/s-0042-121259,psychological,psychotherapy,medium
10.1055/s-0035-1564060,device,venous sinus stenting,high
10.1055/s-0042-120962,other,unspecified,low
10.1055/s-0035-1557385,other,unspecified,high
10.1055/s-0043-100651,psychological,psychosocial intervention,low
10.1055/s-0035-1557320,psychological,cognitive behavioral therapy with biofeedback,high
10.1055/s-0044-1778972,other,unspecified,high
10.1055/s-2000-9429,other,unspecified,low
10.1055/s-2005-865120,other,none,high
10.1055/s-2001-12681,other,unspecified,high
10.1055/s-2006-945639,other,unspecified,low
10.1055/s-2005-872939,other,pc (homeopathic remedy for cfs),low
10.1055/s-2007-1015121,other,none,high
10.1055/s-2007-996379,other,unspecified,high
10.1055/s-2007-978690,other,unspecified,low
10.1055/s-2008-1040876,other,unspecified,low
10.1055/s-2007-964888,other,exercise testing,high
10.1056/id200012210000013,other,unspecified,low
10.1056/id200910210000002,other,unspecified,low
10.1056/jn200309050000008,other,none,high
10.1056/jn200410210000007,other,unspecified,high
10.1055/s-2006-946706,other,bupropion,high
10.1056/jn200610310000006,other,none,low
10.1056/jp199509010000017,other,unspecified,low
10.1056/id199811010000020,anti-inflammatory,hydrocortisone,high
10.1056/jp199511010000004,other,none,high
10.1056/jn200412300000004,other,unspecified,high
10.1056/jp199601010000020,other,unspecified,low
10.1056/jp199709010000016,exercise,graded aerobic exercise,medium
10.1056/jp199604010000010,other,unspecified,low
10.1056/jp200004010000019,other,unspecified,low
10.1056/jp200106210000013,other,unspecified,low
10.1056/jp200912140000004,other,unspecified,low
10.1056/jp200107260000004,other,unspecified,high
10.1056/jp201103210000005,psychological,cognitive-behavior therapy,high
10.1056/jp200305070000005,other,none,high
10.1056/jw198808230000005,other,unspecified,low
10.1056/jp199606010000006,psychological,fluoxetine,high
10.1056/jw199102120000005,other,none,high
10.1056/jw199205120000006,other,unspecified,low
10.1056/jw199304130000001,other,unspecified,low
10.1056/jw199511070000003,other,unspecified,high
10.1056/jw199410120000003,other,unspecified,low
10.1056/jw199511070000004,other,unspecified,high
10.1056/jw199602090000002,psychological,cognitive behavioral therapy,high
10.1056/jp200111150000002,other,hydrocortisone,high
10.1056/jw199708120000007,immunomodulator,immunoglobulin,high
10.1056/jw199810060000006,anti-inflammatory,low-dose hydrocortisone,high
10.1056/jw201103010000004,rehabilitation,cognitive-behavioral therapy,high
10.1056/jw200910220000001,other,unspecified,low
10.1056/nejm-jw.na37816,other,unspecified,low
10.1056/nejm-jw.na37817,other,unspecified,high
10.1056/jw200002220000002,other,unspecified,high
10.1056/nejm-jw.na44320,other,unspecified,high
10.1056/nejm-jw.na40492,other,none,low
10.1056/nejm-jw.na43613,immunomodulator,interleukin-1 blocker,high
10.1056/nejm-jw.na46472,psychological,cognitive behavioral therapy,high
10.1056/nejm-jw.na48830,immunomodulator,rituximab,high
10.1056/nejm-jw.na49222,other,unspecified,low
10.1056/nejm195708222570801,other,unspecified,low
10.1056/nejm195708222570802,other,unspecified,low
10.1056/nejm198812293192602,antiviral,acyclovir,high
10.1056/pa200211120000004,other,unspecified,low
10.1056/nejm198812293192608,other,unspecified,low
10.1056/nejm198907203210310,antiviral,acyclovir,high
10.1056/pa200806250000003,other,not_applicable,high
10.1056/pa201201250000003,other,not_applicable,high
10.1056/pa201205090000002,psychological,internet intervention,high
10.1057/9781137467324_11,other,none,high
10.1057/9781137467324_14,other,unspecified,low
10.1057/9781137467324_3,psychological,cognitive behaviour therapy,high
10.1057/9781137467324_15,other,not applicable,high
10.1057/9781137467324_13,other,none,high
10.1057/9781137467324_10,other,not applicable,high
10.1057/9781137467324_7,other,not applicable,high
10.1057/9781137467324_4,other,none,high
10.1057/9781137467324_5,other,none,high
10.1057/9781137467324_8,other,not applicable,high
10.1057/9781137467324_9,other,not applicable,high
10.1057/9781137467324_12,other,none,high
10.1063/1.2759765,other,none,high
10.1067/mai.2003.1615,other,exercise challenge,high
10.1063/5.0026633,other,none,high
10.1057/9781137467324,other,not applicable,high
10.1067/mpd.2002.127496,other,none - observational study,high
10.1067/moe.2000.107363,other,none,high
10.1071/ah23106,other,none,high
10.1071/hc19041,other,none,high
10.1067/mpd.2002.122725,other,none,high
10.1067/mhn.2002.129038,other,none,high
10.1071/py02030,other,unspecified,low
10.1071/py09063,psychological,mindfulness-based stress reduction,high
10.1071/py09023,other,none,high
10.1071/py99020,other,none,high
10.1073/pnas.1007944107,other,unspecified,high
10.1073/pnas.0913650107,other,unspecified,high
10.1073/pnas.1012441107,other,unspecified,high
10.1073/pnas.1012930107,other,none,high
10.1073/pnas.1012780107,other,not applicable,high
10.1073/pnas.1119641109,other,unspecified,high
10.1073/pnas.1607571113,other,unspecified,high
10.1073/pnas.1616261113,other,unspecified,low
10.1073/pnas.1615143113,other,unspecified,high
10.1073/pnas.1618447114,other,unspecified,high
10.1073/pnas.1618984114,other,unspecified,high
10.1073/pnas.1710519114,other,unspecified,high
10.1073/pnas.1703858114,other,unspecified,low
10.1073/pnas.1712475114,other,unspecified,low
10.1073/pnas.1901274116,other,nanoelectronics assay,high
10.1073/pnas.1714011114,other,none,high
10.1073/pnas.2302738120,other,unspecified,high
10.1073/pnas.1006901107,other,none,high
10.1073/pnas.2415119121,other,unspecified,low
10.1073/pnas.2426874122,other,unspecified,low
10.1073/pnas.2507345122,other,circulating cell-free rna analysis,high
10.1073/pnas.88.7.2922,other,none - diagnostic study,high
10.1074/jbc.m201263200,other,unspecified,high
10.1075/ni.13.1.03bul,other,unspecified,low
10.1076/clin.15.2.210.1896,other,unspecified,high
10.1073/pnas.2426564122,other,metformin,high
10.1076/jcen.20.2.144.1160,other,none,high
10.1076/clin.12.4.503.7237,other,unspecified,high
10.1080/00029157.2003.10403556,other,unspecified,high
10.1076/jcen.21.5.709.875,other,unspecified,high
10.1073/pnas.2024358118,other,unspecified,high
10.1078/1438-4639-00103,psychological,"interdisciplinary therapeutic approach (self-help, acupuncture, psychosomatic group interventions)",high
10.1080/00039890209601419,other,none,high
10.1080/00039899909602493,other,none,high
10.1080/00207411.1990.11449173,other,unspecified,low
10.1080/00050069908257428,other,not applicable,high
10.1080/00048670802534432,other,none,high
10.1080/00140138808966801,rehabilitation,enhanced habitual activity,medium
10.1080/00207450390200026,other,unspecified,low
10.1080/00325481.1994.11945923,other,unspecified,low
10.1080/00207454.2019.1663189,neurostimulation,repetitive transcranial magnetic stimulation (rtms),high
10.1080/00325481.1992.11701326,other,unspecified,low
10.1080/00365520701580397,other,unspecified,high
10.1080/00335630.2023.2291895,other,none,high
10.1080/00365521.2023.2173533,other,rituximab,low
10.1080/00913847.1989.11709812,other,unspecified,low
10.1080/00913847.1989.11709813,other,unspecified,low
10.1080/00926230701866232,other,not applicable,high
10.1080/00926230903065179,other,unspecified,low
10.1080/01421590801946970,other,none,high
10.1080/00325481.1991.11700814,anti-inflammatory,nonsteroidal anti-inflammatory drugs,medium
10.1080/01443619965174,other,none,high
10.1080/0092623x.2013.864370,other,none,high
10.1080/01459740.2001.9966180,other,none,high
10.1080/01621459.2013.830071,other,unspecified,high
10.1080/016128400247979,other,none,high
10.1080/01688639708403744,other,none,high
10.1080/01688639608408290,other,none - observational study,high
10.1080/01926187.2011.642651,psychological,family and partner support,medium
10.1080/02667363.2011.629461,psychological,self-management psychology education,high
10.1080/02668734.2012.678644,psychological,cognitive behavioural therapy,high
10.1080/02691728.2023.2171748,other,not applicable,high
10.1080/0266736990150305,other,not_applicable,high
10.1080/028134300453377,other,none,high
10.1080/02699052.2025.2575479,other,unspecified,high
10.1080/02813430500254034,other,not applicable,high
10.1080/02813432.2023.2235609,psychological,cognitive behavioral therapy,medium
10.1080/030097400750001798,other,unspecified,high
10.1080/02813432.2026.2637743,other,unspecified,high
10.1080/0306988031000147884,psychological,professional support group facilitation,high
10.1080/03007995.2023.2242244,other,unspecified,high
10.1080/03630240802131965,other,unspecified,high
10.1080/03069885.2014.987725,psychological,group-based education programme,high
10.1080/07315724.2000.10718934,supplement,magnesium,high
10.1080/073993300245249,other,none,high
10.1080/07399330600803741,other,unspecified,high
10.1080/07399330600803766,other,unspecified,high
10.1080/073993300245258,other,none,high
10.1080/07399332.2012.684816,other,none,high
10.1080/07399332.2014.962139,other,unspecified,high
10.1080/07399330050082263,other,unspecified,high
10.1080/07399332.2019.1663195,other,unspecified,low
10.1080/07399332.2021.1925900,other,none,high
10.1080/07399332.2018.1521811,other,not applicable,high
10.1080/07399332.2022.2043862,other,unspecified,high
10.1080/07481187.2020.1776789,other,none,high
10.1080/07407709908571322,other,none,high
10.1080/07481187.2022.2132551,other,not applicable,high
10.1080/07420528.2024.2380020,other,not applicable,high
10.1080/07853890.2019.1683601,other,none,high
10.1080/07853890.2023.2208372,other,not applicable,high
10.1080/08039488.2018.1493747,other,unspecified,high
10.1080/08854726.2010.492713,psychological,forgiveness enhancement,high
10.1080/08039488.2024.2332442,other,not applicable,high
10.1080/08870440290029575,other,unspecified,high
10.1080/08870440701619957,other,not applicable,high
10.1080/08870440701757393,psychological,qualitative interview and analysis,low
10.1080/08870440802403863,other,none,high
10.1080/08870440903494191,other,not applicable,high
10.1080/08870446.2012.721882,other,none,high
10.1080/08870446.2010.519769,other,not applicable,high
10.1080/08870446.2016.1167209,other,none,high
10.1080/08870446.2013.863885,other,unspecified,high
10.1080/08870440108405506,other,unspecified,high
10.1080/08870446.2023.2220009,other,none,high
10.1080/08870446.2019.1579331,other,none,high
10.1080/08870449208404293,other,unspecified,high
10.1080/08870448908400373,other,unspecified,high
10.1080/08916930701197273,other,unspecified,high
10.1080/08870449908407340,other,no intervention studied,high
10.1080/08870449808407452,other,none,high
10.1080/08870449808406134,other,none,high
10.1080/08916930902736663,other,unspecified,high
10.1080/08923970802391525,immunomodulator,hochu-ekki-to (tj-41) combined with interferon-gamma,high
10.1080/08964280903521370,other,not applicable,high
10.1080/08964289.1995.9933737,other,unspecified,low
10.1080/08995601003638892,other,none,high
10.1080/08989575.2016.1138359,other,none,high
10.1080/08964289.1996.9933767,neurostimulation,eeg neurofeedback,high
10.1080/09540261.2016.1191448,psychological,yoga,high
10.1080/09084282.2011.595448,rehabilitation,cognitive rehabilitation,high
10.1080/09540260600583015,supplement,eicosapentaenoic acid (epa),high
10.1080/09540260600581852,other,membrane phospholipid and fatty acid intervention,low
10.1080/09084282.2013.771264,other,none,high
10.1080/09593980490424950,other,questionnaire validation study,high
10.1080/09553002.2018.1422871,other,unspecified,high
10.1080/09638230021000058346,psychological,coping and optimism intervention,high
10.1080/09638230124091,other,none,high
10.1080/09593980701429406,rehabilitation,breathing retraining,high
10.1080/09593985.2017.1331481,psychological,pain neuroscience education,high
10.1080/09638230500136548,psychological,cognitive behavioural therapy,high
10.1080/09638239917274,other,none,high
10.1080/09638230500076165,other,none,high
10.1080/09638230500136621,other,unspecified,high
10.1080/09638280802652015,other,n/a,high
10.1080/09638230500136571,rehabilitation,employment-focused rehabilitation,high
10.1080/09638288.2018.1481149,other,not applicable,high
10.1080/09638288.2017.1383518,other,not applicable,high
10.1080/09638280701654518,psychological,art-making (leisure-based arts and crafts),high
10.1080/09638288.2018.1499822,rehabilitation,guided graded exercise self-help,high
10.1080/09638288.2021.1949049,exercise,graded exercise therapy,high
10.1080/09687599.2012.669107,other,none,high
10.1080/09638288.2022.2059112,exercise,graded exercise therapy,high
10.1080/09638288.2022.2043462,other,not applicable,high
10.1080/09687599.2025.2492653,other,none,high
10.1080/09638288.2022.2135776,rehabilitation,activity pacing,high
10.1080/09687599.2013.796876,other,not applicable,high
10.1080/10284150310001640356,other,unspecified,high
10.1080/10253890601130823,other,not applicable,high
10.1080/09638230500136308,exercise,graded exercise therapy,high
10.1080/10284150400004148,supplement,essential fatty acids,medium
10.1080/10304312.2013.794190,other,virtual reality support intervention,low
10.1080/10573320802092039,other,nurse-delivered nonpharmacologic intervention,high
10.1080/10550887.2025.2541133,other,unspecified,high
10.1080/10503307.2010.535571,psychological,cognitive behaviour therapy (cbt),high
10.1080/10582450802161838,other,none,high
10.1080/10582450801960255,other,unspecified,low
10.1080/10833196.2017.1300624,other,physical activity measurement,high
10.1080/10582450802479784,other,unspecified,low
10.1080/10810730.2024.2369810,other,none,high
10.1080/10615806.2014.888060,other,none,high
10.1080/10833196.2025.2459537,exercise,"powerlifting exercises (back squat, bench press, deadlift)",high
10.1080/10833196.2017.1327131,rehabilitation,gravitational deconditioning rehabilitation,medium
10.1080/10852352.2014.973233,other,none,high
10.1080/10852352.2014.973235,other,none,high
10.1080/10852352.2014.973238,other,none,high
10.1080/10852352.2014.973237,other,not applicable,high
10.1080/10852352.2014.973239,other,none,high
10.1080/10911359.2012.707896,other,activity logs,low
10.1080/10852352.2014.973242,other,not applicable,high
10.1080/109158199225116,other,unspecified,low
10.1080/10852352.2014.973240,other,none,high
10.1080/10911359.2015.1011256,other,not applicable,low
10.1080/10926771.2011.566035,other,none,high
10.1080/11038128.2018.1455895,other,none,high
10.1080/11038128.2023.2200580,other,none,high
10.1080/13543784.2023.2242773,other,"multiple drugs (rintatolimod, lty-100, treamid, metformin)",low
10.1080/13548506.2011.582124,other,none,high
10.1080/13548500701335698,other,none,high
10.1080/1354850310001604568,other,none,high
10.1080/135468098396099,other,none,high
10.1080/13548506.2014.951370,psychological,acceptance and commitment therapy,high
10.1080/13548506.2023.2195670,other,none,high
10.1080/13548506.2025.2495891,other,none,high
10.1080/13548506.2025.2606183,other,not applicable,high
10.1080/13590840050000852,other,none,high
10.1080/13557850500138613,psychological,coping strategy intervention,high
10.1080/13590840120103085,immunomodulator,thymic protein a,high
10.1080/13590849961690,other,unspecified,low
10.1080/13590840400010284,other,none,high
10.1080/13590840600681751,supplement,vitamin and mineral supplementation,medium
10.1080/13590840310001642003,supplement,"fish oil, vitamin b2, pantothenate, molybdenum, epsom salt, vitamin b6, zinc, magnesium, n-acetyl cysteine, vitamin c",medium
10.1080/13590849961492,other,none,high
10.1080/13603110903045996,other,none,high
10.1080/13590849961834,other,"multitherapeutic approach (wheat-free diet, nutritional supplementation, homoeopathic treatment, psychotherapy)",medium
10.1080/13623699808409384,other,unspecified,low
10.1080/13648470.1998.9964567,other,unspecified,low
10.1080/13648470.1999.9964583,other,not applicable,high
10.1080/13803390490510095,other,none,high
10.1080/1369118x.2012.656139,other,none - not a drug/treatment study,high
10.1080/13803395.2016.1230180,other,none,high
10.1080/13803395.2012.668176,other,validity indicator profile,low
10.1080/13854040802441135,other,unspecified,high
10.1080/14427591.2013.804619,other,none,high
10.1080/1464936042000317730,other,unspecified,high
10.1080/14680777.2019.1595694,other,not applicable,high
10.1080/14733140600711955,psychological,multi convergent therapy,high
10.1080/14737159.2020.1681976,other,diagnostic blood test,low
10.1080/14733140701526294,rehabilitation,counselling and residential rehabilitation courses,high
10.1080/14768320600774595,other,none,high
10.1080/14768320600976224,other,none,high
10.1080/14737175.2025.2516097,other,unspecified,low
10.1080/14780887.2011.616621,other,not applicable,high
10.1080/14768320701246469,other,none,high
10.1080/15438620500222562,other,none,high
10.1080/15438620601184331,other,none,high
10.1080/15438629609512057,other,none,high
10.1080/15502783.2025.2517278,supplement,creatine,high
10.1080/15592294.2018.1549769,other,unspecified,high
10.1080/17402520600568252,other,unspecified,high
10.1080/16506070410025823,psychological,cognitive behaviour therapy,high
10.1080/17468840701680413,other,none,high
10.1080/17405904.2013.829114,other,none,high
10.1080/17482631.2020.1764830,psychological,cognitive behavioural therapy,high
10.1080/15622970701310971,other,cognitive behavioural therapy,low
10.1080/1744666x.2022.2116002,other,unspecified,high
10.1080/17482631.2022.2146244,other,none,high
10.1080/17482631.2023.2223420,other,unspecified,high
10.1080/17482631.2025.2595829,psychological,cognitive behavioural therapy,high
10.1080/17513758.2012.704083,other,none,high
10.1080/17843286.1994.11718404,other,unspecified,high
10.1080/17533010903495306,other,art-making intervention,high
10.1080/17843286.2016.1165396,other,none,high
10.1080/17843286.2016.1196862,other,unspecified,high
10.1080/19404159909546606,other,none,low
10.1080/19371910802053232,other,none,high
10.1080/20013078.2018.1453730,other,unspecified,high
10.1080/21548331.1997.11443513,other,unspecified,low
10.1080/19490976.2016.1256524,other,unspecified,low
10.1080/21641846.2012.733602,rehabilitation,energy envelope intervention,high
10.1080/21507740.2013.796325,other,unspecified,low
10.1080/21507740.2013.806376,psychological,person-centered care / self-management,medium
10.1080/21635781.2016.1175980,other,none,high
10.1080/17843286.2016.1200816,other,methylphenidate,high
10.1080/21641846.2013.774556,other,not applicable,high
10.1080/21641846.2013.795085,other,unspecified,high
10.1080/21641846.2013.812831,other,none,high
10.1080/21641846.2013.838444,other,none,high
10.1080/21641846.2013.860779,other,not applicable,high
10.1080/21641846.2013.828960,other,none,high
10.1080/21641846.2014.892755,other,none,high
10.1080/21641846.2014.906066,other,not applicable,high
10.1080/21641846.2013.862993,other,not applicable,high
10.1080/21641846.2013.843255,psychological,stress management skills,high
10.1080/21641846.2014.928014,other,not applicable,high
10.1080/21641846.2014.904066,rehabilitation,home-based self-management program,high
10.1080/21641846.2014.935607,other,none,high
10.1080/21641846.2014.978110,other,depual symptom questionnaire,low
10.1080/21641846.2014.993873,psychological,cognitive behavioural therapy with graded exercise therapy and pacing,high
10.1080/21641846.2014.978109,other,unspecified,high
10.1080/21641846.2015.1004831,other,not applicable,high
10.1080/21641846.2015.1017344,other,not applicable,high
10.1080/21641846.2015.1023652,other,not applicable,high
10.1080/21641846.2015.1024003,other,not applicable,high
10.1080/21641846.2015.1024004,other,unspecified,high
10.1080/21641846.2015.1033271,other,none,high
10.1080/21641846.2015.1035519,other,coping strategies and psychological interventions,high
10.1080/21641846.2015.1041336,other,not_applicable,high
10.1080/21641846.2015.1090816,other,unspecified,high
10.1080/21641846.2015.1051291,other,not applicable,high
10.1080/21641846.2015.1091152,other,unspecified,high
10.1080/21641846.2015.1039289,other,none,high
10.1080/21641846.2015.1106176,other,none,high
10.1080/21641846.2015.1097102,other,complementary and alternative medicine (unspecified),low
10.1080/21641846.2015.1124520,other,n/a,high
10.1080/21641846.2015.1126026,other,not applicable,high
10.1080/21641846.2015.1126025,other,"citalopram, fentanyl, low-dose stimulants, bupropion",low
10.1080/21641846.2016.1167470,other,none,high
10.1080/21641846.2016.1160598,other,unspecified,high
10.1080/21641846.2016.1206176,other,unspecified,high
10.1080/21641846.2016.1205876,psychological,fatigue self-management,high
10.1080/21641846.2016.1200884,psychological,cognitive-behavior therapy,high
10.1080/21641846.2016.1207400,other,none,high
10.1080/21641846.2016.1217666,psychological,self-management,medium
10.1080/21641846.2016.1236588,other,none,high
10.1080/21641846.2016.1222699,psychological,cognitive behavioural therapy for insomnia (cbt-i),high
10.1080/21641846.2016.1247971,other,unspecified,low
10.1080/21641846.2017.1259724,rehabilitation,graded exercise therapy,high
10.1080/21641846.2016.1250862,other,none,high
10.1080/21641846.2017.1273863,other,none,high
10.1080/21641846.2017.1287546,other,unspecified,high
10.1080/21641846.2017.1280114,other,none,high
10.1080/21641846.2017.1278634,psychological,self-management intervention,high
10.1080/21641846.2017.1297280,other,none,high
10.1080/21641846.2017.1288629,psychological,cognitive behaviour therapy,high
10.1080/21641846.2017.1299077,other,none,high
10.1080/21641846.2017.1321166,other,acute exercise,high
10.1080/21641846.2017.1299079,other,not applicable,high
10.1080/21641846.2017.1299358,rehabilitation,graded exercise therapy,high
10.1080/21641846.2017.1311824,other,none,high
10.1080/21641846.2017.1322236,other,none,high
10.1080/21641846.2017.1322235,other,unspecified,high
10.1080/21641846.2017.1323576,other,not applicable,high
10.1080/21641846.2017.1333185,other,not applicable,high
10.1080/21641846.2017.1335237,other,none,high
10.1080/21641846.2017.1362750,other,unspecified,high
10.1080/21641846.2017.1353578,other,n/a,high
10.1080/21641846.2017.1362780,other,not applicable,low
10.1080/21641846.2018.1384095,other,none,high
10.1080/21641846.2018.1389336,other,none,high
10.1080/21641846.2018.1426086,other,not applicable,high
10.1080/21641846.2018.1419553,other,not_applicable,high
10.1080/21641846.2017.1343171,psychological,cognitive behavioral self-management,high
10.1080/21641846.2018.1426371,other,none (observational study),high
10.1080/21641846.2018.1453265,other,not applicable,low
10.1080/21641846.2018.1494530,other,n/a,high
10.1080/21641846.2018.1453919,other,none,high
10.1080/21641846.2018.1503125,other,unspecified,high
10.1080/21641846.2018.1515583,other,none,high
10.1080/21641846.2018.1488525,other,none,high
10.1080/21641846.2019.1580855,other,unspecified,high
10.1080/21641846.2018.1524216,other,not applicable,high
10.1080/21641846.2019.1600825,other,none,high
10.1080/21641846.2019.1629760,psychological,acceptance-based coping,high
10.1080/21641846.2019.1652417,other,none,high
10.1080/21641846.2019.1653471,other,not applicable,high
10.1080/21641846.2019.1675856,rehabilitation,post-exercise autonomic assessment,low
10.1080/21641846.2019.1687117,other,not applicable,high
10.1080/21641846.2020.1751455,exercise,group aquatic exercise,high
10.1080/21641846.2020.1718292,other,none,high
10.1080/21641846.2020.1757809,other,not applicable,high
10.1080/21641846.2020.1793058,other,none,high
10.1080/21641846.2020.1816879,other,not applicable,high
10.1080/21641846.2020.1827503,other,none,high
10.1080/21641846.2019.1692770,other,low-dose naltrexone,high
10.1080/21641846.2020.1845287,other,none,high
10.1080/21641846.2021.1876613,other,unspecified,high
10.1080/21641846.2021.1878716,other,none,high
10.1080/21641846.2020.1848262,exercise,graded exercise therapy,high
10.1080/21641846.2021.1890347,other,unspecified,low
10.1080/21641846.2021.1905415,other,not applicable,high
10.1080/21641846.2021.1915131,other,none,high
10.1080/21641846.2021.1935373,psychological,lightning process,high
10.1080/21641846.2021.1922140,other,none,high
10.1080/21641846.2021.1950406,psychological,online support groups,high
