doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics
10.4103/0974-8490.138251,abstract_only,no,no,other,not_applicable,yes,,preclinical|animal model|oxidative stress|herbal extract
10.1016/s0022-3999(02)00458-0,abstract_only,yes,no,case_control,not_applicable,no,,childhood experiences|parenting|risk factors|case-control study
10.1016/j.bbi.2015.09.013,abstract_only,yes,yes,retrospective_cohort,phase_2,no,,autoantibodies | rituximab | B-cell depletion | autonomic dysfunction | biomarkers
10.1016/j.cryobiol.2023.05.003,abstract_only,yes,yes,case_series,not_applicable,no,,whole-body cryotherapy | static stretching | fatigue | cognitive function | autonomic nervous system
10.1093/ofid/ofag209,abstract_only,yes,no,cross_sectional,not_applicable,yes,,biomarkers|extracellular vesicles|immune dysregulation|mitochondrial dysfunction
10.1542/peds.2023-062570,abstract_only,no,no,other,not_applicable,yes,review,long COVID | pediatric | narrative review | PASC | mechanisms
10.1007/978-1-4612-4508-7_36,abstract_only,no,no,other,not_applicable,yes,review,EBV|infectious mononucleosis|chronic fatigue syndrome|review
pmid_18300582,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS pathogenesis | immune dysfunction | oxidative stress | autoantibodies
10.1007/bf02688676,abstract_only,yes,yes,case_series,not_applicable,no,,nutritional supplements | symptom management | observational follow-up
10.1093/hmg/4.4.751,abstract_only,yes,no,case_series,not_applicable,yes,case_series,mitochondrial DNA | skeletal muscle | pathophysiology
pmid_19602651,abstract_only,yes,no,other,not_applicable,yes,review,far-infrared sauna | chronic fatigue syndrome | literature review
10.1016/s0163-8343(01)00154-2,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,cognitive behavioral therapy | CBT | chronic fatigue syndrome | CFS | treatment outcomes
10.1515/teb-2025-0017,abstract_only,yes,yes,rct,not_applicable,no,,active video gaming | pacing | physical activity | feasibility study | quality of life
10.1371/journal.pcbi.1000273,abstract_only,yes,no,other,not_applicable,yes,editorial,HPA axis | cortisol | computational modeling | theoretical treatment framework | ME/CFS
10.1109/hhbe.2011.6027994,abstract_only,no,no,other,not_applicable,yes,,in vitro study | HHV-6 | antiviral | basic science
10.1037/0894-4105.21.4.507,abstract_only,yes,no,case_control,not_applicable,no,,cognitive dysfunction | neuropsychological assessment | illness onset | twin study
10.1093/rheumatology/35.5.471,abstract_only,no,no,other,not_applicable,yes,review,Sjogren's syndrome | seronegative | diagnostic criteria
10.1128/cvi.00391-12,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,XMRV serology | diagnostic assay development | ME/CFS etiology
pmid_23550241,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS diagnosis | patient-centered care | management guidance
10.1093/abm/16.3.228,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,fatigue patterns | mood assessment | diurnal rhythms | observational
10.1017/s0033291723003148,abstract_only,yes,no,other,not_applicable,yes,review,CBT | meta-analysis | ME/CFS | fatigue | individual patient data
10.1017/s1355617704101124,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,cognitive impairment | information processing | working memory | psychiatric comorbidity
10.1136/jnnp.55.1.85-b,abstract_only,no,no,other,not_applicable,yes,editorial,editorial|commentary|ME/CFS
pmid_25786052,abstract_only,yes,no,other,not_applicable,yes,review,inflammatory hypothesis | mood spectrum | fibromyalgia | chronic fatigue syndrome | pathophysiology
pmid_21234277,abstract_only,yes,no,cross_sectional,not_applicable,no,,immunology | Th1/Th2 shift | immune markers | symptom severity | sleep | cortisol
10.1186/s12883-022-02763-6,abstract_only,yes,no,other,not_applicable,yes,protocol,genetics|GWAS|ME/CFS etiology|recruitment|DNA sampling
10.3390/s23115330,abstract_only,yes,no,cross_sectional,not_applicable,yes,,autonomic dysregulation | heart rate variability | differential diagnosis | biomarker
10.1136/bmj.c1099,abstract_only,yes,no,case_control,not_applicable,yes,editorial,ME/CFS|XMRV|retrovirus|etiology|controversy
10.1080/1464936042000317730,abstract_only,no,no,other,not_applicable,yes,review,emotional geography | qualitative research | long-term illness experience
10.1016/0022-3999(96)00131-6,abstract_only,yes,no,other,not_applicable,yes,review,cognitive dysfunction | cognitive complaints | memory | depression overlap
10.1016/j.amjmed.2024.05.020,abstract_only,yes,no,other,not_applicable,yes,editorial,long COVID|multidisciplinary clinic|chronic fatigue syndrome|veterans affairs|rehabilitation
10.1253/circrep.cr-22-0114,abstract_only,yes,no,cross_sectional,not_applicable,no,,orthostatic intolerance | chronotropic incompetence | POTS | cardiovascular dysfunction | diagnostic characterization
10.1101/2020.02.20.958249,abstract_only,yes,yes,rct,phase_2,no,,ME/CFS|intranasal mechanical stimulation|vagus nerve|neuro-immune interface|immune activation
10.1590/s0104-59702010000200002,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS etiology | cerebralization | neuroimaging | philosophy of medicine
10.1136/bmjpo-2018-000299,abstract_only,yes,no,other,not_applicable,yes,other,qualitative|coping|online resources|adolescent
10.1136/bmjopen-2015-010277,abstract_only,yes,no,cross_sectional,not_applicable,yes,,quality of care | healthcare coordination | patient satisfaction
10.5772/28521,abstract_only,yes,no,other,not_applicable,yes,editorial,CFS etiology | viral infections | research perspective
10.1016/j.clinthera.2019.02.014,abstract_only,yes,no,case_series,not_applicable,yes,editorial,ME/CFS diagnosis | disease heterogeneity | clinical classification | patient subgroups
10.1080/00039890209601419,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,ME/CFS prevalence | Gulf War veterans | epidemiology
10.2174/1874196700902010020,abstract_only,yes,no,cross_sectional,not_applicable,yes,,subgrouping | actigraphy | symptom severity | patient phenotypes
10.1300/j092v01n02_03,abstract_only,yes,no,cross_sectional,not_applicable,no,,cognitive dysfunction | immunology | cell-mediated immunity | cytokines | neopterin
10.14300/mnnc.2016.11059,abstract_only,yes,yes,case_series,not_applicable,no,,ME/CFS|energotropic therapy|connective tissue dysplasia|pediatric|mitochondrial metabolism
10.1249/01.mss.0000981104.11713.e0,abstract_only,yes,no,cross_sectional,not_applicable,no,,exercise physiology | post-exertional malaise | ventilatory response | pathophysiology
10.1186/1742-4690-8-12,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,ME/CFS|XMRV|serology|PCR testing|viral etiology
10.1097/00001504-200303000-00014,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|chronic fatigue syndrome|somatoform disorder|pediatric|review
10.26226/morressier.5b5f2d47b56e9b003813d9f8,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,childhood CFS | occupational therapy | service outcomes | remission | medication use
10.15584/ejcem.2018.3.11,abstract_only,no,no,other,not_applicable,yes,review,fatigue|fMRI|neuroimaging
10.36401/iddb-23-4,abstract_only,yes,no,other,not_applicable,yes,review,digital twins | computational methods | biomarker discovery | synthetic data
10.1111/apha.14122,abstract_only,yes,no,not_applicable,not_applicable,yes,review,ME/CFS pathophysiology | skeletal muscle | metabolic disturbances | diagnostic perspectives
10.1101/2021.04.20.21255804,abstract_only,yes,no,other,not_applicable,yes,protocol,ACT|acceptability|feasibility|qualitative|protocol
10.1017/s1352465801004052,abstract_only,yes,yes,case_series,not_applicable,no,,cognitive behavior therapy|telephone-based treatment|home-based intervention|CFS/ME
10.1371/journal.pone.0197811,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,post-exertional malaise|symptom characterization|ME/CFS diagnosis|patient experience
10.7759/cureus.90494,abstract_only,yes,yes,case_series,not_applicable,no,,ME/CFS|thoracic outlet syndrome|surgical treatment|case report|symptom improvement
10.17116/jnevro202312305138,abstract_only,no,no,other,not_applicable,yes,review,fatigue | cognitive dysfunction | asthenia
10.1590/s1516-44462007000500005,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|depression|HPA axis|biological overlap|narrative review
10.12047/j.cjap.5633.2018.078,abstract_only,yes,no,cross_sectional,not_applicable,no,,metabolomics|exercise response|biomarkers|urine metabolites|arginine-proline metabolism
10.2165/00007256-199621010-00004,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|exercise|treatment|review
10.1159/000164104,abstract_only,yes,no,case_series,not_applicable,yes,case_series,virology|stealth virus|CSF culture|etiology
10.1159/000026511,abstract_only,no,no,not_applicable,not_applicable,yes,,chemical intolerance | neopterin | somatization | inflammatory markers
10.1016/j.jcv.2020.104334,abstract_only,no,no,other,not_applicable,yes,review,enterovirus | in vitro study | antiviral drugs
10.1037/10300-000,abstract_only,no,no,other,not_applicable,yes,guideline,guidebook|education|health-related disorders
10.1016/j.jpsychores.2007.03.003,abstract_only,no,no,other,not_applicable,yes,review,publication trends | bibliometric analysis | CFS research patterns
10.1300/j092v08n01_02,abstract_only,yes,no,other,not_applicable,yes,review,immunotherapy | cytokines | immune response | CFS etiology | therapeutic interventions
10.1177/1359105308088525,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS | fibromyalgia | comorbidity | Gulf War veterans | phenomenology
10.1177/17423953251347108,abstract_only,yes,no,observational_cohort,not_applicable,no,,ME/CFS|Long COVID|post-infectious illness|comparative study|symptom burden
10.1111/j.1467-9566.2009.1168_1.x,abstract_only,no,no,other,not_applicable,yes,review,book review | contested illness | medical sociology | power and diagnosis
10.1111/papt.12118,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,health anxiety | depression | screening | CFS/ME comorbidity
pmid_1821821,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS etiology | disease model | review
10.1080/10852352.2014.973238,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,case definition | exclusionary criteria | symptom assessment | DePaul Symptom Questionnaire
10.1097/00002281-200103000-00005,abstract_only,no,no,other,not_applicable,yes,review,fibromyalgia | chronic fatigue syndrome | chronic pain | epidemiology
10.6084/m9.figshare.5091091.v1,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS | d-lactic acidosis | symptom comparison | systematic review
10.12968/bjha.2009.3.5.42368,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS definition | healthcare workers | clinical importance
10.2196/17768,abstract_only,yes,yes,rct,phase_2,no,,internet-delivered therapy | cognitive behavioral therapy | adolescents | remote treatment delivery | web-based intervention
10.1016/s0022-3999(02)00525-1,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,psychiatric_comorbidity|functional_impairment|personality_disorder
10.5334/ijic.icic23628,abstract_only,no,no,other,not_applicable,yes,editorial,integrative healthcare | ME/CFS | long COVID
10.1080/21641846.2021.1969800,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS|student experiences|qualitative study|psychosocial impact|university support
10.3390/ijms26209997,abstract_only,yes,no,other,not_applicable,yes,review,microbiome | gut-brain-immune axis | ME/CFS | narrative review
10.1109/apcit65661.2025.11411515,abstract_only,yes,no,other,not_applicable,yes,review,CFS diagnosis | machine learning | severity classification | AI prognosis
10.1016/j.jpsychores.2004.03.005,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,perceived stigma | functional somatic syndromes | chronic fatigue syndrome | medical conditions
10.1016/s0022-3999(01)00247-1,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,premorbid_lifestyle|action-proneness|etiological_factors|CFS|fibromyalgia
10.1370/afm.250266,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,medication use | retrospective chart review | clinical practice patterns
10.56367/oag-046-11332,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS | common data elements | standardization | research methodology
10.1080/09638230021000058346,abstract_only,yes,no,cross_sectional,not_applicable,yes,other,coping styles | optimism | social support | psychological factors | observational cross-sectional
10.1017/s1352465810000792,abstract_only,yes,yes,rct,not_applicable,yes,secondary_analysis,therapeutic alliance | psychotherapy | CFS/ME | treatment mechanisms
10.3389/conf.fimmu.2013.02.01010,abstract_only,no,no,unclear,not_applicable,yes,editorial,dendritic cells|monocytes|immune response
10.1097/00006842-199601000-00007,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS|MCS|psychiatric comorbidity|neuropsychology|cross-sectional comparison
10.1016/0306-9877(88)90146-6,abstract_only,yes,no,other,not_applicable,yes,editorial,etiology | rubella vaccine | chronic fatigue syndrome | virology | immunization
10.1108/s1479-354720190000011028,abstract_only,no,no,other,not_applicable,yes,editorial,narrative_analysis|blog_study|patient_perspectives|illness_narratives
10.1136/bmj.l639,abstract_only,yes,no,other,not_applicable,yes,editorial,PACE trial | chronic fatigue syndrome | research integrity | commentary
10.3390/jcm14113802,abstract_only,yes,yes,case_series,phase_1,no,,plasmapheresis|IVIG|autoantibodies|beta-adrenergic receptors|quality of life
10.1080/08989575.2016.1138359,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS | social support | qualitative research | virtual communities | identity
10.1101/2025.04.15.25325899,abstract_only,yes,no,other,not_applicable,yes,review,genetic analysis | deep learning | biomarkers | genomics
10.1016/j.mito.2016.10.007,abstract_only,yes,no,case_series,not_applicable,yes,,mitochondrial dysfunction | case study | genetic analysis | biomarkers
10.1016/0006-3223(92)90087-g,abstract_only,yes,yes,case_series,not_applicable,no,,bupropion|antidepressant|open trial|fluoxetine-resistant|neuroendocrine
pmid_7824153,abstract_only,yes,no,cross_sectional,not_applicable,no,,ME/CFS|Epstein-Barr virus|viral infection|etiology|Desert Storm
10.1016/j.heliyon.2023.e15595,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS epidemiology | patient survey | disease characteristics | triggering events | symptom burden
pmid_25617880,abstract_only,yes,yes,observational_cohort,not_applicable,no,,autoimmune responses|oxidative stress|nutraceuticals|ME/CFS biomarkers|clinical outcomes
10.1249/01.mss.0001161516.33476.0b,abstract_only,yes,no,case_series,not_applicable,no,,cognitive decline|post-exertional malaise|cardiopulmonary testing|exercise assessment
10.1007/s00380-009-1206-6,abstract_only,yes,no,observational_cohort,not_applicable,no,,oxidative_stress|vitamin_E|biomarker|disease_severity
10.1128/jcm.33.6.1660-1661.1995,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,HHV-6|HHV-7|viral reactivation|pathophysiology
10.1371/journal.pone.0307484,abstract_only,yes,yes,rct,phase_3,no,,rituximab|cyclophosphamide|immunomodulation|B-cell depletion|long-term outcomes
10.1300/j092v05n03_16,abstract_only,yes,no,cross_sectional,not_applicable,yes,,mycoplasma detection | PCR assay | diagnostic study | CFS etiology
10.4103/0970-9290.104965,abstract_only,no,no,other,not_applicable,yes,review,temporomandibular disorder | functional somatic syndromes | chronic fatigue syndrome
10.1007/s44470-026-00079-7,abstract_only,yes,no,case_control,not_applicable,yes,observational,sleep quality | actigraphy | case-control study | symptom characterization
10.1177/0003065118798043,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational_study_no_intervention,emotional regulation | psychological assessment | CFS-depression comorbidity | defensive mechanisms
10.1192/j.eurpsy.2025.189,abstract_only,no,no,other,not_applicable,yes,editorial,ADHD | hypermobility | mast cell activation | dysautonomia
10.1038/s41598-020-62771-9,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,diagnostic criteria | systemic hyperalgesia | pressure pain thresholds | GWI | fibromyalgia
10.1159/000528827,abstract_only,yes,yes,rct,phase_2,no,,Yijinjing qigong | complementary medicine | fatigue | sleep quality | randomized controlled trial
10.1055/s-0029-1234284,abstract_only,yes,no,other,not_applicable,yes,review,adaptogens|Rhodiola|fatigue|systematic review|herbal medicine
10.1300/j092v11n02_07,abstract_only,yes,no,other,not_applicable,yes,review,RNase L|innate immunity|pathophysiology|review article
10.1186/s12967-026-07708-y,abstract_only,yes,no,cross_sectional,not_applicable,yes,,functional connectivity | fMRI | cognitive fatigue | biomarkers | neuroimaging
10.1007/s10067-014-2793-x,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,diagnostic criteria | symptom assessment | CFS vs ME | comorbidity
10.1056/jw199410120000003,abstract_only,no,no,unclear,not_applicable,yes,review,CFS|fibromyalgia|MCS|clinical-comparison
10.1186/s12967-026-07807-w,abstract_only,yes,no,other,not_applicable,yes,review,brain-gut axis | electroacupuncture | vagal stimulation | microbiome | neuroinflammation
10.3389/fpubh.2020.00420,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,economic burden | cost of illness | healthcare utilization | Australia
10.31979/etd.qn62-mwjz,abstract_only,yes,no,other,not_applicable,no,,biomarker|RBC biomechanics|microvascular oxygenation|microfluidic analysis|diagnostic research
pmid_7839498,abstract_only,yes,no,cross_sectional,not_applicable,no,,immune function | cytokines | viral antibodies | immunological markers
10.7326/afed201704180,abstract_only,yes,yes,rct,phase_2,no,,chronic fatigue syndrome|cytokine inhibition|anakinra|interleukin-1 receptor antagonist|randomized controlled trial
10.3390/jcm12134348,abstract_only,no,no,cross_sectional,not_applicable,yes,,post-COVID|exercise intolerance|cardiopulmonary testing|long-COVID
10.1586/17512433.2016.1172960,abstract_only,yes,yes,rct,phase_2_3,no,,rintatolimod|dsRNA|TLR3 agonist|interferon|randomized controlled trial
10.3389/fmed.2021.688486,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS etiology | enterovirus | literature review | pathophysiology
10.1111/j.1440-1819.2009.01954.x,abstract_only,yes,yes,observational_cohort,not_applicable,no,,ME/CFS|psychiatric comorbidity|treatment outcomes|follow-up study|prospective cohort
pmid_21576403,abstract_only,yes,no,cross_sectional,not_applicable,no,,immunology|cytokines|XMRV|biomarkers|diagnostic
10.1093/oso/9780198801740.003.0051,abstract_only,yes,no,other,not_applicable,yes,review,ME/CFS definition | diagnostic criteria | post-infection syndrome | symptom overview
10.1056/nejm-jw.na37816,abstract_only,no,no,other,not_applicable,yes,editorial,CFS overview | news article
10.1016/j.ibneur.2023.04.005,abstract_only,yes,no,cross_sectional,not_applicable,no,,orthostatic intolerance | chronotropic incompetence | autonomic dysfunction | tilt testing | cardiovascular physiology
10.1093/oxfordjournals.aje.a009562,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,CFS case definition | symptom factor analysis | epidemiology
10.1371/journal.pone.0195111,abstract_only,yes,no,cross_sectional,not_applicable,yes,,postural control | balance | biomechanics
10.1371/journal.pone.0017287,abstract_only,no,no,not_applicable,not_applicable,yes,,CFS biomarkers | CSF proteomics | diagnostic study
10.1111/cpsp.12093,abstract_only,yes,no,other,not_applicable,yes,review,psychosocial factors | significant other responses | systematic review
10.1016/s0306-4530(03)00104-5,abstract_only,yes,yes,non_randomized_trial,phase_2,no,,DHEA|hydrocortisone|HPA axis|hormonal dysfunction|biomarkers
10.63282/3050-922x.ijeret-v1i4p102,abstract_only,yes,no,other,not_applicable,yes,review,physical_therapy|exercise|CFS_management
10.1186/1472-6920-9-70,abstract_only,no,no,other,not_applicable,yes,editorial,medical education | continuing education | health professional training
10.1086/319362,abstract_only,yes,no,other,not_applicable,yes,review,web resources | information review | CFS and fibromyalgia websites
10.1093/qjmed/hcs085,abstract_only,yes,no,cross_sectional,not_applicable,no,,autonomic dysfunction | blood pressure variability | biomarker | diagnostic utility
10.1177/03080226241249279,abstract_only,yes,no,cross_sectional,not_applicable,yes,observational_study,occupational therapy | time-use assessment | ME/CFS | activity patterns | quality of life
10.1186/s12967-023-04587-5,abstract_only,yes,no,other,not_applicable,yes,review,pacing|energy management|scoping review|ME/CFS|long COVID
10.1186/s12967-019-1797-3,abstract_only,yes,no,retrospective_cohort,not_applicable,no,,ME/CFS epidemiology | IBD comorbidity | risk factors
10.1080/21641846.2021.1976560,abstract_only,no,no,other,not_applicable,yes,editorial,conference report | ME/CFS research
10.1136/bmj.306.6886.1161,abstract_only,yes,no,case_control,not_applicable,no,,sleep disorders | polysomnography | fatigue | case-control study | sleep efficiency
10.3390/pathophysiology29020016,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,autoimmunity|biomarkers|ME/CFS pathophysiology
10.1097/01.cnj.0000306004.27747.ce,abstract_only,no,no,other,not_applicable,yes,editorial,ME/CFS awareness | nursing education
10.1249/01.mss.0000538712.91111.69,abstract_only,yes,no,cross_sectional,not_applicable,no,,fat oxidation|aerobic capacity|exercise physiology|metabolic dysfunction
10.1016/j.coviro.2024.101437,abstract_only,yes,no,other,not_applicable,yes,review,virome|viral_triggers|pathogenesis|biomarkers
10.1016/s0021-9258(19)31562-5,abstract_only,no,no,other,not_applicable,yes,editorial,RNase L | 2-5A pathway | erratum
10.1080/13557850500138613,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,coping strategies | fatigue management | ethnicity | psychosocial factors
10.1136/bmj.r977,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS | rehabilitation | belief reframing | expert care
pmid_35438855,abstract_only,yes,no,other,not_applicable,yes,guideline,diagnosis|access to care|healthcare barriers|professional knowledge gaps
10.1177/1742395317703175,abstract_only,yes,no,other,not_applicable,yes,review,content analysis | media representation | chronic fatigue syndrome | public perception | news media
10.1016/j.jpsychores.2006.04.002,abstract_only,yes,no,cross_sectional,not_applicable,yes,,ME/CFS diagnosis | Gulf War syndrome | cross-sectional study | fatigue epidemiology
10.3390/ijerph182010614,abstract_only,yes,no,observational_cohort,not_applicable,no,,ME/CFS|life stressors|symptom exacerbation|longitudinal cohort|work stress
10.1177/1044207309346310,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS diagnosis | case definition | commentary
pmid_9474823,abstract_only,yes,no,cross_sectional,not_applicable,yes,editorial,GP management | prevalence survey | diagnostic attitudes
10.3109/00313028609059457,abstract_only,yes,no,cross_sectional,not_applicable,yes,,blood rheology | ME/CFS pathophysiology | microcirculation | biomarkers
10.1001/amajethics.2021.519,abstract_only,no,no,other,not_applicable,yes,editorial,clinical_care|diagnosis|patient_narratives
10.1002/jclp.20551,abstract_only,yes,yes,case_series,not_applicable,no,,CBT|graded activity|behavioral outcomes|actigraphy|fatigue impact
10.1056/jn200610310000006,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS|post-infectious|etiology
10.3920/bm2017.0125,abstract_only,yes,no,other,not_applicable,yes,review,probiotics|CFS|microbiota|systematic review
10.1080/21641846.2017.1353578,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,diagnostic criteria|prevalence comparison|epidemiology|CFS definition
10.1378/chest.123.4.998,abstract_only,yes,no,cross_sectional,not_applicable,no,,immune_activation | bronchial_hyperresponsiveness | immunophenotyping | T_cells | CFS_pathophysiology
pmid_24084413,abstract_only,no,no,other,not_applicable,yes,guideline,soft tissue pain | fibromyalgia | CRPS | chronic fatigue | rehabilitation medicine
10.11477/mf.1416201164,abstract_only,yes,no,other,not_applicable,yes,review,neuroimaging | brain biomarkers | PET | MRI | neuroinflammation
pmid_28339438,abstract_only,yes,no,case_control,not_applicable,no,,autonomic dysfunction | exercise response | pain | post-exertional malaise | physiology
10.1007/s11136-023-03498-8,abstract_only,yes,no,cross_sectional,not_applicable,yes,review,quality of life | health utilities | assessment instruments | EQ-5D | AQoL
10.1046/j.1365-2796.1999.00479.x,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS etiology | immune function | viral pathogens | hydrocortisone treatment discussion
10.1371/journal.pone.0157199,abstract_only,no,no,other,not_applicable,yes,editorial,correction|erratum
10.22606/mcmr.2017.11005,abstract_only,yes,no,cross_sectional,not_applicable,yes,editorial,healthcare access | patient experience | ME/CFS specialist care
10.1080/20013078.2018.1453730,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,biomarkers|extracellular vesicles|diagnostic study
10.31254/sportmed.3202,abstract_only,yes,yes,case_series,phase_1,no,,ketogenic diet|metabolic intervention|exercise tolerance|feasibility study
10.1097/cpt.0000000000000317,abstract_only,no,no,other,not_applicable,yes,editorial,editorial|cardiopulmonary physical therapy|ME/CFS mention
10.1152/ajpregu.00071.2024,abstract_only,yes,yes,other,phase_2,no,,orthostatic intolerance|POTS|phenylephrine|cerebral autoregulation|neurocognition
10.1016/0887-2333(94)90233-x,abstract_only,no,no,other,not_applicable,yes,,metal allergy | MELISA assay | dental restorations | chronic fatigue mentioned
10.1097/tp.0b013e31820cfd7b,abstract_only,no,no,other,not_applicable,yes,,transplantation | organ donation | disease transmission | infectious disease
10.3390/healthcare8030211,abstract_only,yes,no,case_series,not_applicable,yes,editorial,ME/CFS | pediatric | severe ME | case reports | clinical management
pmid_11271868,abstract_only,no,no,rct,not_applicable,yes,,chronic fatigue | primary care | CBT | counselling
10.4049/jimmunol.212.supp.1075.5069,abstract_only,yes,no,other,not_applicable,yes,review,CD8+ T cells|epigenetics|immune dysfunction|gene expression|ME/CFS pathology
10.3389/fimmu.2023.1178882,abstract_only,yes,no,other,not_applicable,yes,review,energy metabolism | B cell dysfunction | mitochondrial dysfunction | mechanistic study
10.1111/bjhp.12644,abstract_only,yes,no,other,not_applicable,yes,review,psychometric validation | cognitive-behavioral responses | questionnaire development | transdiagnostic measure
10.4236/ape.2020.102013,abstract_only,yes,yes,cross_sectional,not_applicable,no,,exercise physiology | heart rate thresholds | pacing | anaerobic threshold | post-exertional malaise
10.1007/s11136-014-0819-0,abstract_only,yes,no,other,not_applicable,yes,review,recovery definition | normative data | CFS diagnostic criteria | SF-36 measurement
10.1136/jcp.2006.042754,abstract_only,yes,no,other,not_applicable,yes,guideline,ME/CFS definition | clinical guidelines | Canadian consensus definition
10.1016/j.ijbiomac.2016.08.042,abstract_only,yes,yes,other,not_applicable,no,,herbal medicine | polysaccharide | animal model | metabolomics | TCA cycle
10.1093/cid/civ699,abstract_only,no,no,other,not_applicable,yes,editorial,Lyme disease | CFS comparison | editorial
10.1086/313908,abstract_only,yes,no,case_control,not_applicable,no,,HHV-6|HHV-7|viral infection|serology|etiology
10.13703/j.0255-2930.20230603-k0003,abstract_only,yes,yes,non_randomized_trial,not_applicable,no,,electroacupuncture | CFS treatment | fMRI neuroimaging | anxiety comorbidity | depression comorbidity
10.1057/9781137467324_5,abstract_only,no,no,other,not_applicable,yes,editorial,history | philosophy of medicine | neurasthenia | medical classification
10.1007/s12529-022-10111-8,abstract_only,yes,yes,rct,phase_3,no,,CBT|fatigue|response shift|CFS|RCT
10.1080/21641846.2021.1935373,abstract_only,yes,no,other,not_applicable,yes,review,Lightning Process | CBT | paediatric ME/CFS | theoretical comparison
10.1017/s0033291723003690,abstract_only,yes,yes,non_randomized_trial,not_applicable,no,,ME/CFS|cognitive behavioral therapy|fMRI|brain connectivity|pain and fatigue
10.1192/bjp.184.2.142,abstract_only,yes,yes,rct,not_applicable,no,,graded activity|patient education|cognitive behavioral intervention|CFS treatment|long-term outcomes
10.1016/s0306-4530(97)00002-4,abstract_only,yes,no,cross_sectional,not_applicable,yes,,serotonin | HPA axis | neuroendocrine | pathophysiology
10.1097/00004691-199503000-00009,abstract_only,yes,no,cross_sectional,not_applicable,yes,,neurophysiology|ERP|P300|cognitive dysfunction|diagnostic biomarker
10.1111/j.1475-3588.2004.00101.x,abstract_only,yes,yes,case_series,not_applicable,no,,childhood ME/CFS|cognitive-behavioral therapy|uncontrolled outcome study|symptom severity|school attendance
10.3390/ijms24076022,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS etiology | radiation exposure | theoretical model | bystander effects
10.1136/medhum-2019-011743,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS | illness-focused care | commentary
10.1016/j.jpsychores.2020.110154,abstract_only,yes,no,cross_sectional,not_applicable,no,,physical activity patterns | actigraphy | patient stratification | CFS classification
10.1177/17423953221101606,abstract_only,yes,no,cross_sectional,not_applicable,yes,,cytokine network analysis | immune dysfunction | pediatric ME/CFS | biomarker discovery
10.31219/osf.io/pa75u,abstract_only,yes,no,other,not_applicable,yes,editorial,ME/CFS | occupational status | letter to editor
10.1300/j092v12n01_04,abstract_only,yes,no,cross_sectional,not_applicable,yes,secondary_analysis,ME/CFS diagnosis | psychological assessment | Fennell phases | phenotyping
10.1145/3322276.3322319,abstract_only,yes,yes,case_series,not_applicable,no,,social robotics | psychosocial intervention | adolescent ME/CFS | relatedness | assistive technology
