doi,study_design,confidence
10.1016/s0022-3956(96)00059-3,other,high
10.1016/s0022-3956(96)00054-4,case_series,high
10.1016/s0021-9258(19)31562-5,other,high
10.1016/s0022-3956(96)00063-5,case_series,high
10.1016/s0022-3956(96)00049-0,observational,high
10.1016/s0022-3956(97)00039-3,observational,high
10.1016/s0022-3999(00)00088-x,observational,high
10.1016/s0022-3999(00)00197-5,observational,high
10.1016/s0022-3999(00)00087-8,observational,high
10.1016/s0022-3999(00)00093-3,observational,high
10.1016/s0022-3999(00)00204-x,observational,high
10.1016/s0022-3999(00)00211-7,observational,high
10.1016/s0022-3999(01)00193-3,other,high
10.1016/s0022-3999(00)00220-8,non_randomized_trial,high
10.1016/s0022-3999(01)00220-3,observational,high
10.1016/s0022-3999(01)00284-7,observational,high
10.1016/s0022-3999(01)00267-7,observational,high
10.1016/s0022-3999(01)00315-4,non_randomized_trial,high
10.1016/s0022-3999(01)00247-1,observational,high
10.1016/s0022-3999(01)00298-7,observational,high
10.1016/s0022-3999(02)00290-8,observational,high
10.1016/s0022-3999(02)00300-8,observational,high
10.1016/s0022-3999(02)00318-5,observational,high
10.1016/s0022-3999(02)00324-0,observational,high
10.1016/s0022-3999(02)00329-x,observational,high
10.1016/s0022-3999(02)00332-x,observational,high
10.1016/s0022-3999(02)00429-4,other,high
10.1016/s0022-3999(02)00515-9,other,high
10.1016/s0022-3999(03)00013-8,observational,high
10.1016/s0022-3999(03)00065-5,observational,high
10.1016/s0022-3999(02)00525-1,observational,high
10.1016/s0022-3999(03)00039-4,observational,high
10.1016/s0022-3999(02)00566-4,observational,high
10.1016/s0022-3999(03)00543-9,observational,high
10.1016/s0022-3999(03)00546-4,observational,high
10.1016/s0022-3999(03)00598-1,observational,high
10.1016/s0022-3999(03)00571-3,case_series,high
10.1016/s0022-3999(03)00629-9,other,high
10.1016/s0022-3999(03)00625-1,observational,high
10.1016/s0022-3999(96)00190-0,other,medium
10.1016/s0022-3999(96)00297-8,observational,high
10.1016/s0022-3999(97)00087-1,case_series,high
10.1016/s0022-3999(03)00077-1,case_series,high
10.1016/s0022-3999(96)00234-6,case_series,high
10.1016/s0022-3999(97)00111-6,observational,high
10.1016/s0022-3999(97)00265-1,observational,high
10.1016/s0022-3999(97)00169-4,observational,high
10.1016/s0022-3999(97)00297-3,observational,high
10.1016/s0022-3999(98)00022-1,observational,high
10.1016/s0022-3999(98)00021-x,rct,high
10.1016/s0022-3999(98)00023-3,observational,high
10.1016/s0022-3999(98)00024-5,observational,high
10.1016/s0022-3999(98)00120-2,observational,high
10.1016/s0022-3999(97)89895-9,observational,high
10.1016/s0022-3999(99)00063-x,observational,high
10.1016/s0022-3999(99)00025-2,observational,high
10.1016/s0022-510x(97)00200-1,observational,high
10.1016/s0022-510x(99)00243-9,observational,high
10.1016/s0022-3999(99)00077-x,observational,high
10.1016/s0031-9384(02)00808-9,observational,high
10.1016/s0024-3205(01)01001-3,observational,high
10.1016/s0033-3182(90)72185-8,other,high
10.1016/s0048-9697(00)00777-4,case_series,high
10.1016/s0091-6749(98)70090-9,observational,high
10.1016/s0091-6749(96)70290-7,rct,high
10.1016/s0033-3182(97)71443-9,other,medium
10.1016/s0022-3999(02)00458-0,,
10.1016/s0140-6736(00)04198-2,rct,high
10.1016/s0140-6736(04)15794-2,other,high
10.1016/s0140-6736(15)01223-4,observational,high
10.1016/s0140-6736(16)00270-1,observational,high
10.1016/s0140-6736(11)60096-2,rct,high
10.1016/s0140-6736(12)60025-7,rct,high
10.1016/s0031-9384(97)00539-8,other,high
10.1016/s0140-6736(16)32589-2,rct,high
10.1016/s0140-6736(17)30577-9,rct,high
10.1016/s0140-6736(80)92552-0,case_series,high
10.1016/s0140-6736(95)90525-1,case_series,high
10.1016/s0140-6736(95)92537-6,observational,high
10.1016/s0140-6736(96)91345-8,rct,high
10.1016/s0140-6736(98)04074-4,crossover,high
10.1016/s0140-6736(98)08320-2,other,high
10.1016/s0163-4453(89)91150-x,case_series,high
10.1016/s0022-3999(99)00013-6,,
10.1016/s0147-9571(01)00012-1,case_series,high
10.1016/s0140-6736(01)06961-6,observational,high
10.1016/s0163-4453(98)94099-3,observational,high
10.1016/s0163-8343(01)00154-2,non_randomized_trial,high
10.1016/s0165-0327(97)00134-1,observational,high
10.1016/s0165-0327(98)00118-9,observational,high
10.1016/s0165-0327(98)00163-3,other,high
10.1016/s0163-8343(98)00036-x,observational,high
10.1016/s0165-0327(98)00218-3,observational,high
10.1016/s0165-0327(97)00101-8,observational,high
10.1016/s0165-1781(00)00148-7,observational,high
10.1016/s0162-3109(96)00125-7,other,high
10.1016/s0165-0327(98)00169-4,observational,high
10.1016/s0165-1781(03)00185-9,observational,high
10.1016/s0165-1781(00)00219-5,observational,high
10.1016/s0165-1781(97)00141-8,observational,high
10.1016/s0165-1838(98)00177-5,observational,high
10.1016/s0165-5728(01)00400-3,observational,high
10.1016/s0165-5728(97)00032-5,rct,high
10.1016/s0193-953x(05)70031-9,other,high
10.1016/s0165-5876(02)00039-3,case_series,high
10.1016/s0163-8343(97)80315-5,other,high
10.1016/s0193-953x(05)70292-6,other,high
10.1016/s0254-6272(15)30152-7,rct,high
10.1016/s0272-7358(99)00031-8,other,high
10.1016/s0277-9536(00)00302-6,observational,high
10.1016/s0277-9536(00)00117-9,observational,high
10.1016/s0254-6272(09)60026-1,non_randomized_trial,high
10.1016/s0277-9536(03)00157-6,other,high
10.1016/s0277-9536(02)00420-3,observational,high
10.1016/s0254-6272(09)60007-8,case_series,high
10.1016/s0277-9536(02)00515-4,other,high
10.1016/s0301-0511(01)00092-8,other,high
10.1016/s0301-0511(01)00120-x,observational,high
10.1016/s0304-3959(98)00134-1,case_series,high
10.1016/s0300-2977(00)00030-9,observational,high
10.1016/s0306-4530(03)00026-x,observational,high
10.1016/s0306-4530(00)00044-5,observational,high
10.1016/s0304-3940(02)01058-3,observational,high
10.1016/s0306-4530(97)00002-4,observational,high
10.1016/s0306-4530(99)00035-9,other,high
10.1016/s0306-9877(02)00294-3,other,high
10.1016/s0306-4530(99)00028-1,case_series,high
10.1016/s0306-9877(02)00332-8,other,high
10.1016/s0306-9877(02)00321-3,other,high
10.1016/s0306-4530(03)00104-5,non_randomized_trial,high
10.1016/s0306-9877(03)00062-8,other,high
10.1016/s0306-9877(03)00016-1,other,medium
10.1016/s0306-9877(03)00103-8,other,high
10.1016/s0306-9877(03)00096-3,other,high
10.1016/s0306-9877(02)00353-5,other,high
10.1016/s0306-9877(96)90001-8,other,high
10.1016/s0306-9877(03)00185-3,other,high
10.1016/s0361-9230(01)00478-6,observational,high
10.1016/s0387-7604(99)00111-4,case_series,high
10.1016/s0344-0338(89)80299-7,other,high
10.1016/s0306-9877(03)00331-1,case_series,medium
10.1016/s0399-8320(09)71521-0,other,medium
10.1016/s0889-857x(05)70270-2,observational,medium
10.1016/s0889-857x(05)70180-0,other,high
10.1016/s0889-857x(05)70272-6,other,high
10.1016/s0924-9338(00)94855-7,unclear,low
10.1016/s0924-9338(00)94661-3,unclear,low
10.1016/s0924-9338(10)71019-1,non_randomized_trial,high
10.1016/s0924-9338(10)71020-8,non_randomized_trial,medium
10.1016/s0891-5849(00)00419-6,observational,high
10.1016/s0924-9338(11)73278-3,observational,high
10.1016/s0924-9338(12)74396-1,observational,high
10.1016/s0924-9338(13)76145-5,non_randomized_trial,high
10.1016/s0924-9338(13)76148-0,non_randomized_trial,high
10.1016/s0924-9338(14)78232-x,observational,high
10.1016/s0924-9338(99)80035-2,other,low
10.1016/s0924-9338(99)80037-6,case_series,low
10.1016/s0924-9338(99)80033-9,unclear,low
10.1016/s0924-9338(99)80040-6,other,low
10.1016/s0960-8966(98)00021-2,case_series,high
10.1016/s0928-4680(03)00007-5,case_series,high
10.1016/s0924-9338(99)80036-4,unclear,low
10.1016/s1047-2797(00)00083-1,observational,high
10.1016/s0966-6362(00)00105-3,observational,high
10.1016/s1047-2797(00)00119-8,observational,high
10.1016/s0960-8966(03)00042-7,other,high
10.1016/s1047-2797(97)00203-2,observational,high
10.1016/s1081-1206(10)62229-6,observational,high
10.1016/s1079-2104(98)90366-3,case_series,high
10.1016/s1081-1206(10)63129-8,observational,high
10.1016/s1096-2190(99)00017-7,observational,high
10.1016/s1090-3801(02)00044-7,rct,high
10.1016/s1087-0792(99)90020-5,other,high
10.1016/s1081-1206(10)62595-1,crossover,high
10.1016/s1090-3801(98)90006-4,non_randomized_trial,medium
10.1016/s1096-6374(98)80037-3,non_randomized_trial,high
10.1016/s1240-1307(00)88835-4,other,high
10.1016/s0924-9338(99)80455-6,unclear,low
10.1016/s1365-6937(15)30071-x,observational,high
10.1016/s1386-6532(06)70011-7,case_series,high
10.1016/s1386-6532(06)70010-5,unclear,high
10.1016/s1386-6532(99)00079-7,observational,high
10.1016/s1096-6374(98)80036-1,observational,high
10.1016/s1388-2457(00)00444-2,observational,high
10.1016/s1388-2457(99)00144-3,observational,high
10.1016/s1566-0702(03)00155-3,observational,high
10.1016/s1521-6942(03)00033-0,other,high
10.1016/s1697-2600(14)70041-9,observational,high
10.1016/s2215-0366(14)00069-8,rct,high
10.1016/s2215-0366(15)00317-x,rct,high
10.1016/s2215-0366(17)30126-8,rct,high
10.1017/cbo9780511549700.003,rct,high
10.1017/cbo9780511722240.004,other,high
10.1016/s1389-9457(00)00028-9,other,high
10.1017/cbo9780511543845.022,other,high
10.1017/neu.2017.35,rct,high
10.1017/neu.2024.10,observational,high
10.1017/s0022172400064718,case_series,high
10.1017/s0029665122001057,observational,high
10.1017/ipm.2020.40,other,high
10.1017/s0033291700013210,other,high
10.1017/s003329170002225x,case_series,high
10.1017/s0033291700020456,observational,high
10.1017/s0033291700025629,unclear,high
10.1017/s0033291700037818,observational,high
10.1017/s0033291700037417,observational,high
10.1017/s0033291700027811,observational,high
10.1017/s0033291700037429,observational,high
10.1017/s0033291701003580,observational,high
10.1017/cts.2023.488,observational,high
10.1017/s0033291701003610,observational,high
10.1017/s0033291700035923,observational,high
10.1017/s0033291700026453,observational,high
10.1017/s0033291701004664,other,high
10.1017/s0033291702006529,observational,high
10.1017/s0033291702005834,observational,high
10.1017/s0033291702006086,non_randomized_trial,high
10.1017/s0033291703001302,observational,high
10.1017/s0033291702006980,observational,high
10.1017/s0033291700038277,unclear,high
10.1017/s0033291704213204,other,high
10.1017/s0033291705005210,observational,high
10.1017/s0033291705006926,other,high
10.1017/s0033291705005052,observational,high
10.1017/s0033291705006975,observational,high
10.1017/s0033291706008099,observational,high
10.1017/s0033291706007975,observational,high
10.1017/s0033291707001444,observational,high
10.1017/s0033291703008791,rct,high
10.1017/s0033291707001560,observational,high
10.1017/s0033291707001900,observational,high
10.1017/s003329170999153x,rct,high
10.1017/s0033291708004960,observational,high
10.1017/s0033291708003450,observational,medium
10.1017/s0033291709990390,observational,high
10.1017/s0033291709992054,other,high
10.1017/s0033291710000504,other,high
10.1017/s0033291712001936,observational,high
10.1017/s003329171000139x,observational,high
10.1017/s0033291709992212,non_randomized_trial,high
10.1017/s0033291712000979,observational,high
10.1017/s0033291712000232,rct,high
10.1017/s0033291713000020,rct,high
10.1017/s0033291713001268,other,high
10.1017/s003329171300127x,other,high
10.1017/s0033291713001281,other,medium
10.1017/s003329171300130x,other,high
10.1017/s0033291713002006,non_randomized_trial,high
10.1017/s0033291713001311,other,high
10.1017/s0033291713002201,rct,high
10.1017/s0033291713002468,other,high
10.1017/s0033291715000288,non_randomized_trial,high
10.1017/s0033291715002366,other,high
10.1017/s0033291716003615,observational,high
10.1017/s0033291716002890,observational,high
10.1017/s0033291720001774,observational,high
10.1017/s0033291722002471,other,high
10.1017/s0033291722000526,observational,high
10.1017/s0033291723003148,observational,high
10.1017/s0033291723001885,observational,high
10.1017/s0033291723003355,observational,high
10.1017/s0033291707001602,other,high
10.1017/s0033291723003690,non_randomized_trial,high
10.1017/s0033291703008274,,
10.1017/s003329172500100x,observational,high
10.1017/s0033291725100603,observational,high
10.1017/s0033291796004035,observational,high
10.1017/s0033291797004893,other,high
10.1017/s0033291796004357,observational,high
10.1017/s0033291709005601,,
10.1017/s0033291797005370,other,high
10.1017/s0033291797006260,observational,medium
10.1017/s0033291798008265,other,medium
10.1017/s0033291799001816,observational,high
10.1017/s0033291799003189,observational,high
10.1017/s0266462311000213,other,high
10.1017/s0033291799003001,observational,high
10.1017/s081651220002722x,other,high
10.1017/s003329179800748x,observational,high
10.1017/s0790966700005218,other,high
10.1017/s0924270800035870,other,high
10.1017/s0033291799002500,observational,high
10.1017/s1037291100001515,case_series,high
10.1017/s1041610223003733,case_series,high
10.1017/s1092852900014358,other,high
10.1017/s1092852900014395,other,high
10.1017/s1092852900014383,other,high
10.1017/s1092852900022604,other,high
10.1017/s1121189x00007089,observational,medium
10.1017/s0033291720002470,,
10.1017/s1352465801004052,case_series,high
10.1017/s1352465800015241,case_series,high
10.1017/s1352465804001109,case_series,high
10.1017/s096719942000057x,other,high
10.1017/s1352465810000792,non_randomized_trial,high
10.1017/s135246580400181x,non_randomized_trial,high
10.1017/s1352465811000543,rct,high
10.1017/s1352465811000373,unclear,high
10.1017/s1352465814000290,other,high
10.1017/s1352465805002092,case_series,high
10.1017/s135246581700025x,non_randomized_trial,high
10.1017/s1352465816000631,case_series,high
10.1017/s1352465819000110,non_randomized_trial,high
10.1017/s1352465817000261,other,high
10.1017/s1352465820000193,case_series,high
10.1017/s1352465825100945,observational,high
10.1017/s1352465817000108,other,high
10.1017/s1352465899273067,case_series,high
10.1017/s1355617701733024,observational,high
10.1017/s1355617704102178,observational,high
10.1017/s1355617704101124,observational,high
10.1017/s1352465819000390,case_series,high
10.1017/s1355617721000643,non_randomized_trial,high
10.1017/s1360641700272481,unclear,low
10.1017/s135561779845505x,observational,high
10.1017/s135246581500017x,non_randomized_trial,high
10.1017/s146342361000037x,case_series,high
10.1017/s1360641798291763,unclear,low
10.1017/s146239949700001x,other,high
10.1017/s1463423613000145,observational,high
10.1017/s1463423613000121,case_series,high
10.1017/upo9780987073051.020,other,high
10.1017/s1754470x2400045x,observational,high
10.1017/s1754470x20000525,other,high
10.1021/acs.biochem.3c00433,case_series,high
10.1021/cen-09718-scicon10,case_series,high
10.1021/acsptsci.5c00229,other,high
10.1021/cen-09436-notw3,observational,high
10.1021/acschemneuro.4c00444,observational,high
10.1021/cen-10233-reactions,other,high
10.1021/cen-10230-cover,other,high
10.1023/a:1014248301721,other,high
10.1023/a:1014328319297,observational,medium
10.1023/a:1018726713470,observational,medium
10.1023/a:1005577823045,case_series,high
10.1023/a:1020423124675,observational,high
10.1023/a:1020475108745,case_series,high
10.1023/a:1020510718013,observational,high
10.1023/a:1020595709352,observational,high
10.1023/a:1018788427100,observational,medium
10.1023/a:1020558917955,observational,high
10.1023/a:1015635113159,observational,high
10.1023/a:1027330616073,observational,high
10.1023/a:1026459027453,observational,high
10.1023/b:apbi.0000026635.03016.ef,non_randomized_trial,high
10.1023/a:1027314713231,observational,high
10.1024//1422-4917.30.2.135,case_series,high
10.1023/a:1027389907780,observational,high
10.1024/0040-5930.64.10.567,other,high
10.1023/b:boli.0000016637.43041.a3,observational,high
10.1024/86282-000,other,high
10.1024/0040-5930/a001092,other,medium
10.1024/0300-9831.79.4.250,observational,high
10.1027/1015-5759/a000281,observational,high
10.1024/86371-000,other,high
10.1026/0942-5403/a000456,observational,high
10.1027/0269-8803/a000088,non_randomized_trial,high
10.1027/2698-1866/a000076,observational,high
10.1027/1015-5759.13.3.164,observational,high
10.1034/j.1600-0447.2002.01300.x,observational,high
10.1034/j.1600-0447.2001.00017.x,other,high
10.1034/j.1600-0463.2003.1110504.x,observational,high
10.1034/j.1601-5215.2003.00029.x,other,high
10.1034/j.1601-5215.2002.140207.x,other,high
10.1023/a:1024176016962,case_series,high
10.1034/j.1601-5215.2002.140306.x,other,high
10.1037//1076-8998.4.1.63,observational,high
10.1037//0003-066x.52.9.973,other,high
10.1034/j.1601-5215.2003.00045.x,case_series,high
10.1034/j.1601-5215.2003.00033.x,observational,high
10.1037/0022-006x.76.1.163,non_randomized_trial,high
10.1037/0278-6133.27.3.369,observational,high
10.1037/0894-4105.21.4.507,observational,high
10.1037/10300-000,other,high
10.1037/a0020052,rct,high
10.1037/0894-4105.18.2.232,observational,high
10.1037/a0024118,rct,high
10.1037/a0032084,observational,high
10.1037/a0022595,observational,high
10.1037/a0033561,rct,high
10.1037/bul0000473,observational,high
10.1037/ccp0000085,rct,high
10.1037/h0085818,other,high
10.1037/hea0000086,observational,high
10.1037/hea0000299,non_randomized_trial,high
10.1037/hea0000341,observational,high
10.1037/hea0001346,rct,high
10.1037/hea0000621,observational,high
10.1037/met0000154,other,high
10.1037/neu0000025,observational,high
10.1037/hea0000422,observational,high
10.1037/men0000220,case_series,high
10.1037/neu0000550,observational,high
10.1037/rep0000285,observational,high
10.1038/362458a0,case_series,medium
10.1037/neu0000982,observational,high
10.1038/ajg.2010.159,observational,high
10.1037/str0000324,other,high
10.1038/npre.2012.6847.1,other,high
10.1038/nrendo.2011.153,other,high
10.1038/nrurol.2010.77,other,high
10.1038/nrn3087,other,high
10.1038/mp.2015.29,observational,high
10.1038/s41380-021-01148-4,case_series,medium
10.1038/s41380-025-03108-8,observational,high
10.1038/s41419-025-08162-2,other,high
10.1038/npre.2010.4669.1,other,high
10.1038/s41398-022-02046-1,observational,high
10.1038/s41467-022-32507-6,observational,high
10.1038/s41467-022-33784-x,observational,high
10.1038/s41467-025-56427-3,unclear,low
10.1038/s41467-024-45107-3,observational,high
10.1038/s41467-025-56428-2,case_series,medium
10.1038/s41380-026-03608-1,other,high
10.1038/s41467-025-64538-0,other,high
10.1038/s41591-025-03788-3,observational,high
10.1038/s41598-017-18585-3,observational,high
10.1038/s41598-017-15383-9,observational,high
10.1038/s41598-018-23238-0,observational,high
10.1038/s41598-018-20941-w,observational,high
10.1038/s41591-022-01810-6,other,high
10.1038/s41598-019-39060-1,observational,high
10.1038/s41598-018-28477-9,observational,high
10.1038/s41598-019-55473-4,observational,high
10.1038/s41598-019-47966-z,observational,high
10.1038/s41598-020-58506-5,case_series,high
10.1038/s41598-020-62771-9,observational,high
10.1038/s41598-020-75406-w,case_series,high
10.1038/s41598-020-76438-y,non_randomized_trial,high
10.1038/s41598-020-62157-x,observational,high
10.1038/s41598-019-46249-x,other,high
10.1038/s41598-021-04764-w,other,high
10.1038/s41598-021-87018-z,observational,high
10.1038/s41598-020-77105-y,observational,high
10.1038/s41598-021-89834-9,case_series,high
10.1038/s41598-021-95087-3,case_series,medium
10.1038/s41598-021-86425-6,observational,high
10.1038/s41598-021-83660-9,observational,high
10.1038/s41598-023-28955-9,observational,high
10.1038/s41598-023-29329-x,observational,high
10.1038/s41598-023-32581-w,non_randomized_trial,high
10.1038/s41598-023-49402-9,case_series,high
10.1038/s41598-025-09379-z,observational,high
10.1038/s41598-024-52368-x,observational,high
10.1038/s41598-024-75651-3,observational,medium
10.1038/s41598-025-16438-y,observational,high
10.1038/s41598-025-27564-y,observational,high
10.1038/s41598-025-86609-4,observational,high
10.1038/s41598-026-49131-9,observational,high
10.1038/s41598-025-91324-1,observational,high
10.1038/s41598-025-85217-6,other,high
10.1038/s41746-025-01939-x,other,high
10.1038/s41598-026-46965-1,observational,high
10.1038/s41598-025-21230-z,other,high
10.1038/s41598-025-93313-w,other,high
10.1038/s41598-023-40364-6,other,high
10.1038/s44321-025-00258-8,observational,high
10.1038/s43856-024-00669-7,observational,high
10.1038/s43856-025-00827-5,observational,high
10.1038/s44324-025-00079-w,observational,high
10.1038/s44294-025-00120-9,observational,high
10.1038/sj.jhh.1001517,observational,high
10.1038/srep19171,observational,high
10.1038/s41598-026-40848-1,observational,high
10.1038/tp.2015.208,observational,high
10.1038/tp.2016.184,case_series,high
10.1038/sj.npp.1301005,observational,high
10.1038/srep34990,case_series,high
10.1038/tp.2017.44,case_series,high
10.1038/srep37846,non_randomized_trial,high
10.1039/c6mb00600k,observational,high
10.1038/tpj.2016.53,rct,high
10.1039/d2mo00124a,observational,high
10.1042/bcj20220016,other,medium
10.1042/bio03902010,observational,medium
10.1042/bcj20220154,other,high
10.1042/bst20170503,other,high
10.1042/cs084046p,observational,medium
10.1042/cs088025pb,case_series,medium
10.1042/bsr20180242,other,high
10.1042/cs0900295,case_series,high
10.1042/cs20020279,observational,high
10.1042/cs078034p,unclear,low
10.1042/cs0870655,observational,high
10.1042/cs20020354,observational,high
10.1039/d4fo04195j,other,high
10.1039/c8an01437j,observational,high
10.1042/cs20070274,observational,high
10.1042/cs20090055,observational,high
10.1038/s41598-026-51666-w,observational,high
10.1042/cs20160200,other,high
10.1042/cs20171330,other,high
10.1042/cs20090327,observational,high
10.1042/cs20110200,observational,high
10.1046/j.1360-0443.2001.9611159.x,other,high
10.1046/j.1365-2222.2003.01745.x,case_series,high
10.1042/cs20030246,observational,high
10.1046/j.1365-2249.2002.01912.x,observational,high
10.1046/j.1365-2249.2003.02149.x,case_series,high
10.1046/j.1365-2281.1999.00154.x,observational,high
10.1046/j.1365-2265.1999.00856.x,observational,high
10.1046/j.1365-2265.2000.01049.x,observational,high
10.1046/j.1365-2265.1998.00418.x,observational,high
10.1046/j.1365-2265.2001.01341.x,crossover,high
10.1046/j.1365-2281.2001.00321.x,observational,high
10.1046/j.1365-2362.1998.00373.x,observational,high
10.1046/j.1365-2362.1997.1120664.x,other,high
10.1046/j.1365-2362.2002.01058.x,crossover,high
10.1046/j.1365-2648.2001.00628.x,other,high
10.1046/j.1365-2648.2001.01767.x,case_series,high
10.1046/j.1365-2796.1999.00478.x,case_series,medium
10.1046/j.1365-2648.2003.02934.x,case_series,medium
10.1046/j.1365-2796.1999.00479.x,case_series,medium
10.1046/j.1365-2796.2000.00695.x,case_series,medium
10.1046/j.1365-2796.1999.00513.x,other,high
10.1046/j.1365-2796.2001.00890.x,observational,high
10.1046/j.1440-1614.1999.00532.x,case_series,high
10.1046/j.1440-1614.2000.0716b.x,other,low
10.1046/j.1440-0979.1999.00145.x,case_series,medium
10.1046/j.1440-1665.2003.00559.x,non_randomized_trial,high
10.1046/j.1440-1614.2001.00888.x,observational,high
10.1046/j.1440-1614.2002.01017.x,other,high
10.1046/j.1440-1665.2003.00569.x,case_series,high
10.1046/j.1440-1630.2003.00336.x,case_series,high
10.1046/j.1440-1754.2002.00786.x,case_series,high
10.1046/j.1365-2370.2001.00235.x,observational,high
10.1046/j.1440-1819.2003.01132.x,observational,high
10.1046/j.1468-1331.1999.610063.x,observational,high
10.1046/j.1533-2500.2002.02003.x,other,high
10.1042/cs20110241,observational,high
10.1046/j.1467-0658.2000.00065.x,case_series,high
10.1046/j.1475-097x.2003.00511.x,observational,high
10.1046/j.1601-5215.2003.00050.x,other,high
10.1051/medsci/2026036,other,high
10.1053/berh.2000.0113,other,high
10.1053/sarh.2001.27738,observational,high
10.1053/berh.2001.0191,other,high
10.1053/sarh.2002.34608,observational,high
10.1054/homp.2002.0009,case_series,high
10.1053/gast.2002.32392,other,high
10.1054/mehy.1998.0825,other,high
10.1054/mehy.1998.0780,other,high
10.1054/mehy.1998.0822,other,high
10.1054/mehy.1999.0964,other,high
10.1054/mehy.2001.1325,other,high
10.1053/sarh.2000.9201,observational,high
10.1054/mehy.2001.1507,other,high
10.1054/mehy.2001.1306,other,high
10.1055/a-0596-7981,case_series,high
10.1055/a-0802-9175,other,high
10.1055/a-1767-7695,other,high
10.1055/a-1935-6399,other,high
10.1055/a-1849-8953,other,medium
10.1055/a-1935-6658,other,high
10.1055/a-1972-9450,case_series,medium
10.1055/a-2197-6479,observational,high
10.1055/a-2212-2344,unclear,high
10.1055/a-2230-6195,other,high
10.1055/a-2231-5381,unclear,high
10.1055/a-1956-0321,case_series,high
10.1055/a-2445-8593,case_series,high
10.1055/a-2323-4108,other,high
10.1055/a-2323-9507,observational,high
10.1055/a-2678-7739,case_series,high
10.1055/a-2628-2844,case_series,high
10.1055/a-2773-9655,case_series,high
10.1055/a-2818-3438,unclear,low
10.1055/a-2701-7947,other,low
10.1055/a-2866-9127,other,high
10.1055/s-0031-1287654,other,high
10.1055/s-0032-1327706,other,high
10.1053/berh.1999.0032,other,high
10.1055/s-0031-1296741,case_series,high
10.1055/a-2823-6976,observational,high
10.1055/s-0035-1557320,non_randomized_trial,high
10.1055/s-0034-1395804,non_randomized_trial,high
10.1055/s-0029-1234284,other,high
10.1055/s-0035-1557385,observational,high
10.1055/s-0042-120962,other,high
10.1055/s-0035-1564060,case_series,high
10.1055/s-0043-100651,other,medium
10.1055/s-0044-1778972,unclear,low
10.1055/s-0042-121259,other,high
10.1055/s-2001-12681,other,high
10.1055/s-2005-865120,other,high
10.1055/s-2000-9429,other,high
10.1055/s-2006-946706,case_series,high
10.1055/s-2006-945639,other,low
10.1055/s-2007-964888,case_series,high
10.1055/s-2007-978690,observational,high
10.1055/s-2007-1015121,observational,high
10.1055/s-2007-996379,other,high
10.1055/s-2008-1040876,other,high
10.1056/id199811010000020,non_randomized_trial,medium
10.1056/id200012210000013,unclear,low
10.1056/id200910210000002,unclear,low
10.1056/jn200412300000004,unclear,low
10.1056/jn200309050000008,unclear,low
10.1056/jn200410210000007,observational,high
10.1056/jn200610310000006,unclear,low
10.1056/jp199511010000004,observational,high
10.1056/jp199509010000017,observational,medium
10.1056/jp199601010000020,case_series,medium
10.1056/jp199604010000010,unclear,low
10.1056/jp199606010000006,unclear,low
10.1056/jp199709010000016,non_randomized_trial,medium
10.1056/jp200004010000019,observational,medium
10.1056/jp200107260000004,case_series,medium
10.1056/jp200106210000013,unclear,low
10.1056/jp200305070000005,unclear,low
10.1056/jp200111150000002,observational,high
10.1056/jp200912140000004,unclear,low
10.1055/s-2005-872939,case_series,medium
10.1056/jp201103210000005,unclear,low
10.1056/jw199102120000005,case_series,low
10.1056/jw199205120000006,observational,low
10.1056/jw198808230000005,unclear,low
10.1056/jw199304130000001,observational,medium
10.1056/jw199511070000004,other,high
10.1056/jw199602090000002,non_randomized_trial,medium
10.1056/jw199511070000003,observational,medium
10.1056/jw199708120000007,unclear,low
10.1056/jw199810060000006,unclear,low
10.1056/jw200002220000002,observational,medium
10.1056/jw200910220000001,observational,medium
10.1056/jw201103010000004,non_randomized_trial,medium
10.1056/jw199410120000003,unclear,low
10.1056/nejm-jw.na37817,other,high
10.1056/nejm-jw.na49222,unclear,low
10.1056/nejm-jw.na46472,unclear,low
10.1056/nejm-jw.na40492,unclear,low
10.1056/nejm-jw.na44320,unclear,low
10.1056/nejm-jw.na43613,unclear,low
10.1056/nejm195708222570801,case_series,high
10.1056/nejm-jw.na37816,unclear,low
10.1056/nejm195708222570802,case_series,high
10.1056/nejm-jw.na48830,case_series,high
10.1056/nejm198812293192602,rct,high
10.1056/pa200211120000004,unclear,low
10.1056/pa200806250000003,case_series,high
10.1056/pa201201250000003,observational,high
10.1056/nejm198812293192608,unclear,low
10.1056/pa201205090000002,unclear,low
10.1056/nejm198907203210310,rct,high
10.1057/9781137467324_10,other,high
10.1057/9781137467324_13,other,high
10.1057/9781137467324_4,other,high
10.1057/9781137467324_3,other,low
10.1057/9781137467324_14,other,high
10.1057/9781137467324_11,other,high
10.1057/9781137467324_5,other,high
10.1057/9781137467324_15,other,high
10.1057/9781137467324_12,other,high
10.1057/9781137467324_8,case_series,high
10.1057/9781137467324_9,other,high
10.1057/9781137467324_7,observational,high
10.1063/5.0026633,observational,high
10.1063/1.2759765,observational,high
10.1067/mai.2003.1615,observational,high
10.1067/mpd.2002.122725,observational,high
10.1067/mhn.2002.129038,observational,high
10.1057/9781137467324,other,high
10.1067/moe.2000.107363,case_series,high
10.1071/hc19041,other,high
10.1071/py09023,other,high
10.1071/ah23106,observational,high
10.1071/py02030,observational,high
10.1071/py99020,other,high
