original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,original_es_r,replication_es_r,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,project_tag,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html
http://doi.org/10.1037/a0012833,http://doi.org/10.1177/2515245920958687,,inconclusive,Dolores Albarracín; Ian M. Handley; Kenji Noguchi; Kathleen C. Mcculloch; Hong Li; Joshua Leeper; Rick D. Brown; Allison Earl; William P. Hart,Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.,Journal of Personality and Social Psychology,95,3,510-523,2008,Charles R. Ebersole; Maya B. Mathur; Erica Baranski; Diane-Jo Bart-Plange; Nicholas R. Buttrick; Christopher R. Chartier; Katherine S. Corker; Martin Corley; Joshua K. Hartshorne; Hans Ijzerman; Ljiljana B. Lazarević; Hugh Rabagliati; Ivan Ropovik; Balazs Aczel; Lena F. Aeschbach; Luca Andrighetto; Jack D. Arnal; Holly Arrow; Peter Babincak; Bence E. Bakos; Gabriel Baník; Ernest Baskin; Radomir Belopavlović; Michael H. Bernstein; Michał Białek; Nicholas G. Bloxsom; Bojana Bodroža; Diane B. V. Bonfiglio; Leanne Boucher; Florian Brühlmann; Claudia C. Brumbaugh; Erica Casini; Yiling Chen; Carlo Chiorri; William J. Chopik; Oliver Christ; Antonia M. Ciunci; Heather M. Claypool; Sean Coary; Marija V. Čolić; W. Matthew Collins; Paul G. Curran; Chris R. Day; Benjamin Dering; Anna Dreber; John E. Edlund; Filipe Falcão; Anna Fedor; Lily Feinberg; Ian R. Ferguson; Máire Ford; Michael C. Frank; Emily Fryberger; Alexander Garinther; Katarzyna Gawryluk; Kayla Ashbaugh; Mauro Giacomantonio; Steffen R. Giessner; Jon E. Grahe; Rosanna E. Guadagno; Ewa Hałasa; Peter J. B. Hancock; Rias A. Hilliard; Joachim Hüffmeier; Sean Hughes; Katarzyna Idzikowska; Michael Inzlicht; Alan Jern; William Jiménez-Leal; Magnus Johannesson; Jennifer A. Joy-Gaba; Mathias Kauff; Danielle J. Kellier; Grecia Kessinger; Mallory C. Kidwell; Amanda M. Kimbrough; Josiah P. J. King; Vanessa S. Kolb; Sabina Kołodziej; Marton Kovacs; Karolina Krasuska; Sue Kraus; Lacy E. Krueger; Katarzyna Kuchno; Caio Ambrosio Lage; Eleanor V. Langford; Carmel A. Levitan; Tiago Jessé Souza de Lima; Hause Lin; Samuel Lins; Jia E. Loy; Dylan Manfredi; Łukasz Markiewicz; Madhavi Menon; Brett Mercier; Mitchell Metzger; Venus Meyet; Ailsa E. Millen; Jeremy K. Miller; Andres Montealegre; Don A. Moore; Rafał Muda; Gideon Nave; Austin Lee Nichols; Sarah A. Novak; Christian Nunnally; Ana Orlić; Anna Palinkas; Angelo Panno; Kimberly P. Parks; Ivana Pedović; Emilian Pękala; Matthew R. Penner; Sebastiaan Pessers; Boban Petrović; Thomas Pfeiffer; Damian Pieńkosz; Emanuele Preti; Danka Purić; Tiago Ramos; Jonathan Ravid; Timothy S. Razza; Katrin Rentzsch; Juliette Richetin; Sean C. Rife; Anna Dalla Rosa; Kaylis Hase Rudy; Janos Salamon; Blair Saunders; Przemysław Sawicki; Kathleen Schmidt; Kurt Schuepfer; Thomas Schultze; Stefan Schulz-Hardt; Astrid Schütz; Ani N. Shabazian; Rachel L. Shubella; Adam Siegel; Rúben Silva; Barbara Sioma; Lauren Skorb; Luana Elayne Cunha de Souza; Sara Steegen; L. A. R. Stein; R. Weylin Sternglanz; Darko Stojilović; Daniel Storage; Gavin Brent Sullivan; Barnabas Szaszi; Peter Szecsi; Orsolya Szöke; Attila Szuts; Manuela Thomae; Natasha D. Tidwell; Carly Tocco; Ann-Kathrin Torka; Francis Tuerlinckx; Wolf Vanpaemel; Leigh Ann Vaughn; Michelangelo Vianello; Domenico Viganola; Maria Vlachou; Ryan J. Walker; Sophia C. Weissgerber; Aaron L. Wichman; Bradford J. Wiggins; Daniel Wolf; Michael J. Wood; David Zealley; Iris Žeželj; Mark Zrubka; Brian A. Nosek,Many Labs 5: Testing Pre-Data-Collection Peer Review as an Intervention to Increase Replicability,Advances in Methods and Practices in Psychological Science,3,3,309-331,2020,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Social Psychology,"<a href=""https://doi.org/10.1177/2515245920958687"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Ebersole C. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2020</a>","<a href=""https://doi.org/10.1037/a0012833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Albarracín D. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>"
http://doi.org/10.1111/j.1467-9280.2008.02045.x,http://doi.org/10.1177/2515245920958687,,inconclusive,Kathleen D. Vohs; Jonathan W. Schooler,The Value of Believing in Free Will,Psychological Science,19,1,49-54,2008,Charles R. Ebersole; Maya B. Mathur; Erica Baranski; Diane-Jo Bart-Plange; Nicholas R. Buttrick; Christopher R. Chartier; Katherine S. Corker; Martin Corley; Joshua K. Hartshorne; Hans Ijzerman; Ljiljana B. Lazarević; Hugh Rabagliati; Ivan Ropovik; Balazs Aczel; Lena F. Aeschbach; Luca Andrighetto; Jack D. Arnal; Holly Arrow; Peter Babincak; Bence E. Bakos; Gabriel Baník; Ernest Baskin; Radomir Belopavlović; Michael H. Bernstein; Michał Białek; Nicholas G. Bloxsom; Bojana Bodroža; Diane B. V. Bonfiglio; Leanne Boucher; Florian Brühlmann; Claudia C. Brumbaugh; Erica Casini; Yiling Chen; Carlo Chiorri; William J. Chopik; Oliver Christ; Antonia M. Ciunci; Heather M. Claypool; Sean Coary; Marija V. Čolić; W. Matthew Collins; Paul G. Curran; Chris R. Day; Benjamin Dering; Anna Dreber; John E. Edlund; Filipe Falcão; Anna Fedor; Lily Feinberg; Ian R. Ferguson; Máire Ford; Michael C. Frank; Emily Fryberger; Alexander Garinther; Katarzyna Gawryluk; Kayla Ashbaugh; Mauro Giacomantonio; Steffen R. Giessner; Jon E. Grahe; Rosanna E. Guadagno; Ewa Hałasa; Peter J. B. Hancock; Rias A. Hilliard; Joachim Hüffmeier; Sean Hughes; Katarzyna Idzikowska; Michael Inzlicht; Alan Jern; William Jiménez-Leal; Magnus Johannesson; Jennifer A. Joy-Gaba; Mathias Kauff; Danielle J. Kellier; Grecia Kessinger; Mallory C. Kidwell; Amanda M. Kimbrough; Josiah P. J. King; Vanessa S. Kolb; Sabina Kołodziej; Marton Kovacs; Karolina Krasuska; Sue Kraus; Lacy E. Krueger; Katarzyna Kuchno; Caio Ambrosio Lage; Eleanor V. Langford; Carmel A. Levitan; Tiago Jessé Souza de Lima; Hause Lin; Samuel Lins; Jia E. Loy; Dylan Manfredi; Łukasz Markiewicz; Madhavi Menon; Brett Mercier; Mitchell Metzger; Venus Meyet; Ailsa E. Millen; Jeremy K. Miller; Andres Montealegre; Don A. Moore; Rafał Muda; Gideon Nave; Austin Lee Nichols; Sarah A. Novak; Christian Nunnally; Ana Orlić; Anna Palinkas; Angelo Panno; Kimberly P. Parks; Ivana Pedović; Emilian Pękala; Matthew R. Penner; Sebastiaan Pessers; Boban Petrović; Thomas Pfeiffer; Damian Pieńkosz; Emanuele Preti; Danka Purić; Tiago Ramos; Jonathan Ravid; Timothy S. Razza; Katrin Rentzsch; Juliette Richetin; Sean C. Rife; Anna Dalla Rosa; Kaylis Hase Rudy; Janos Salamon; Blair Saunders; Przemysław Sawicki; Kathleen Schmidt; Kurt Schuepfer; Thomas Schultze; Stefan Schulz-Hardt; Astrid Schütz; Ani N. Shabazian; Rachel L. Shubella; Adam Siegel; Rúben Silva; Barbara Sioma; Lauren Skorb; Luana Elayne Cunha de Souza; Sara Steegen; L. A. R. Stein; R. Weylin Sternglanz; Darko Stojilović; Daniel Storage; Gavin Brent Sullivan; Barnabas Szaszi; Peter Szecsi; Orsolya Szöke; Attila Szuts; Manuela Thomae; Natasha D. Tidwell; Carly Tocco; Ann-Kathrin Torka; Francis Tuerlinckx; Wolf Vanpaemel; Leigh Ann Vaughn; Michelangelo Vianello; Domenico Viganola; Maria Vlachou; Ryan J. Walker; Sophia C. Weissgerber; Aaron L. Wichman; Bradford J. Wiggins; Daniel Wolf; Michael J. Wood; David Zealley; Iris Žeželj; Mark Zrubka; Brian A. Nosek,Many Labs 5: Testing Pre-Data-Collection Peer Review as an Intervention to Increase Replicability,Advances in Methods and Practices in Psychological Science,3,3,309-331,2020,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1177/2515245920958687"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Ebersole C. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2020</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02045.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Vohs K. <i>et al.</i> <i>Psychological Science</i> 2008</a>"
http://doi.org/10.1111/j.1467-9280.2008.02072.x,http://doi.org/10.1177/2515245920958687,,inconclusive,Jennifer Randall Crosby; Benoît Monin; Daniel Richardson,Where Do We Look During Potentially Offensive Behavior?,Psychological Science,19,3,226-228,2008,Charles R. Ebersole; Maya B. Mathur; Erica Baranski; Diane-Jo Bart-Plange; Nicholas R. Buttrick; Christopher R. Chartier; Katherine S. Corker; Martin Corley; Joshua K. Hartshorne; Hans Ijzerman; Ljiljana B. Lazarević; Hugh Rabagliati; Ivan Ropovik; Balazs Aczel; Lena F. Aeschbach; Luca Andrighetto; Jack D. Arnal; Holly Arrow; Peter Babincak; Bence E. Bakos; Gabriel Baník; Ernest Baskin; Radomir Belopavlović; Michael H. Bernstein; Michał Białek; Nicholas G. Bloxsom; Bojana Bodroža; Diane B. V. Bonfiglio; Leanne Boucher; Florian Brühlmann; Claudia C. Brumbaugh; Erica Casini; Yiling Chen; Carlo Chiorri; William J. Chopik; Oliver Christ; Antonia M. Ciunci; Heather M. Claypool; Sean Coary; Marija V. Čolić; W. Matthew Collins; Paul G. Curran; Chris R. Day; Benjamin Dering; Anna Dreber; John E. Edlund; Filipe Falcão; Anna Fedor; Lily Feinberg; Ian R. Ferguson; Máire Ford; Michael C. Frank; Emily Fryberger; Alexander Garinther; Katarzyna Gawryluk; Kayla Ashbaugh; Mauro Giacomantonio; Steffen R. Giessner; Jon E. Grahe; Rosanna E. Guadagno; Ewa Hałasa; Peter J. B. Hancock; Rias A. Hilliard; Joachim Hüffmeier; Sean Hughes; Katarzyna Idzikowska; Michael Inzlicht; Alan Jern; William Jiménez-Leal; Magnus Johannesson; Jennifer A. Joy-Gaba; Mathias Kauff; Danielle J. Kellier; Grecia Kessinger; Mallory C. Kidwell; Amanda M. Kimbrough; Josiah P. J. King; Vanessa S. Kolb; Sabina Kołodziej; Marton Kovacs; Karolina Krasuska; Sue Kraus; Lacy E. Krueger; Katarzyna Kuchno; Caio Ambrosio Lage; Eleanor V. Langford; Carmel A. Levitan; Tiago Jessé Souza de Lima; Hause Lin; Samuel Lins; Jia E. Loy; Dylan Manfredi; Łukasz Markiewicz; Madhavi Menon; Brett Mercier; Mitchell Metzger; Venus Meyet; Ailsa E. Millen; Jeremy K. Miller; Andres Montealegre; Don A. Moore; Rafał Muda; Gideon Nave; Austin Lee Nichols; Sarah A. Novak; Christian Nunnally; Ana Orlić; Anna Palinkas; Angelo Panno; Kimberly P. Parks; Ivana Pedović; Emilian Pękala; Matthew R. Penner; Sebastiaan Pessers; Boban Petrović; Thomas Pfeiffer; Damian Pieńkosz; Emanuele Preti; Danka Purić; Tiago Ramos; Jonathan Ravid; Timothy S. Razza; Katrin Rentzsch; Juliette Richetin; Sean C. Rife; Anna Dalla Rosa; Kaylis Hase Rudy; Janos Salamon; Blair Saunders; Przemysław Sawicki; Kathleen Schmidt; Kurt Schuepfer; Thomas Schultze; Stefan Schulz-Hardt; Astrid Schütz; Ani N. Shabazian; Rachel L. Shubella; Adam Siegel; Rúben Silva; Barbara Sioma; Lauren Skorb; Luana Elayne Cunha de Souza; Sara Steegen; L. A. R. Stein; R. Weylin Sternglanz; Darko Stojilović; Daniel Storage; Gavin Brent Sullivan; Barnabas Szaszi; Peter Szecsi; Orsolya Szöke; Attila Szuts; Manuela Thomae; Natasha D. Tidwell; Carly Tocco; Ann-Kathrin Torka; Francis Tuerlinckx; Wolf Vanpaemel; Leigh Ann Vaughn; Michelangelo Vianello; Domenico Viganola; Maria Vlachou; Ryan J. Walker; Sophia C. Weissgerber; Aaron L. Wichman; Bradford J. Wiggins; Daniel Wolf; Michael J. Wood; David Zealley; Iris Žeželj; Mark Zrubka; Brian A. Nosek,Many Labs 5: Testing Pre-Data-Collection Peer Review as an Intervention to Increase Replicability,Advances in Methods and Practices in Psychological Science,3,3,309-331,2020,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1177/2515245920958687"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Ebersole C. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2020</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02072.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Crosby J. <i>et al.</i> <i>Psychological Science</i> 2008</a>"
http://doi.org/10.1111/j.1467-9280.2008.02081.x,http://doi.org/10.1177/2515245920958687,,inconclusive,Vanessa Lobue; Judy S. Deloache,Detecting the Snake in the Grass,Psychological Science,19,3,284-289,2008,Charles R. Ebersole; Maya B. Mathur; Erica Baranski; Diane-Jo Bart-Plange; Nicholas R. Buttrick; Christopher R. Chartier; Katherine S. Corker; Martin Corley; Joshua K. Hartshorne; Hans Ijzerman; Ljiljana B. Lazarević; Hugh Rabagliati; Ivan Ropovik; Balazs Aczel; Lena F. Aeschbach; Luca Andrighetto; Jack D. Arnal; Holly Arrow; Peter Babincak; Bence E. Bakos; Gabriel Baník; Ernest Baskin; Radomir Belopavlović; Michael H. Bernstein; Michał Białek; Nicholas G. Bloxsom; Bojana Bodroža; Diane B. V. Bonfiglio; Leanne Boucher; Florian Brühlmann; Claudia C. Brumbaugh; Erica Casini; Yiling Chen; Carlo Chiorri; William J. Chopik; Oliver Christ; Antonia M. Ciunci; Heather M. Claypool; Sean Coary; Marija V. Čolić; W. Matthew Collins; Paul G. Curran; Chris R. Day; Benjamin Dering; Anna Dreber; John E. Edlund; Filipe Falcão; Anna Fedor; Lily Feinberg; Ian R. Ferguson; Máire Ford; Michael C. Frank; Emily Fryberger; Alexander Garinther; Katarzyna Gawryluk; Kayla Ashbaugh; Mauro Giacomantonio; Steffen R. Giessner; Jon E. Grahe; Rosanna E. Guadagno; Ewa Hałasa; Peter J. B. Hancock; Rias A. Hilliard; Joachim Hüffmeier; Sean Hughes; Katarzyna Idzikowska; Michael Inzlicht; Alan Jern; William Jiménez-Leal; Magnus Johannesson; Jennifer A. Joy-Gaba; Mathias Kauff; Danielle J. Kellier; Grecia Kessinger; Mallory C. Kidwell; Amanda M. Kimbrough; Josiah P. J. King; Vanessa S. Kolb; Sabina Kołodziej; Marton Kovacs; Karolina Krasuska; Sue Kraus; Lacy E. Krueger; Katarzyna Kuchno; Caio Ambrosio Lage; Eleanor V. Langford; Carmel A. Levitan; Tiago Jessé Souza de Lima; Hause Lin; Samuel Lins; Jia E. Loy; Dylan Manfredi; Łukasz Markiewicz; Madhavi Menon; Brett Mercier; Mitchell Metzger; Venus Meyet; Ailsa E. Millen; Jeremy K. Miller; Andres Montealegre; Don A. Moore; Rafał Muda; Gideon Nave; Austin Lee Nichols; Sarah A. Novak; Christian Nunnally; Ana Orlić; Anna Palinkas; Angelo Panno; Kimberly P. Parks; Ivana Pedović; Emilian Pękala; Matthew R. Penner; Sebastiaan Pessers; Boban Petrović; Thomas Pfeiffer; Damian Pieńkosz; Emanuele Preti; Danka Purić; Tiago Ramos; Jonathan Ravid; Timothy S. Razza; Katrin Rentzsch; Juliette Richetin; Sean C. Rife; Anna Dalla Rosa; Kaylis Hase Rudy; Janos Salamon; Blair Saunders; Przemysław Sawicki; Kathleen Schmidt; Kurt Schuepfer; Thomas Schultze; Stefan Schulz-Hardt; Astrid Schütz; Ani N. Shabazian; Rachel L. Shubella; Adam Siegel; Rúben Silva; Barbara Sioma; Lauren Skorb; Luana Elayne Cunha de Souza; Sara Steegen; L. A. R. Stein; R. Weylin Sternglanz; Darko Stojilović; Daniel Storage; Gavin Brent Sullivan; Barnabas Szaszi; Peter Szecsi; Orsolya Szöke; Attila Szuts; Manuela Thomae; Natasha D. Tidwell; Carly Tocco; Ann-Kathrin Torka; Francis Tuerlinckx; Wolf Vanpaemel; Leigh Ann Vaughn; Michelangelo Vianello; Domenico Viganola; Maria Vlachou; Ryan J. Walker; Sophia C. Weissgerber; Aaron L. Wichman; Bradford J. Wiggins; Daniel Wolf; Michael J. Wood; David Zealley; Iris Žeželj; Mark Zrubka; Brian A. Nosek,Many Labs 5: Testing Pre-Data-Collection Peer Review as an Intervention to Increase Replicability,Advances in Methods and Practices in Psychological Science,3,3,309-331,2020,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Sensory Systems,"<a href=""https://doi.org/10.1177/2515245920958687"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Ebersole C. <i>et al.</i> <i>Advances in Methods and Practices in Psychological Science</i> 2020</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02081.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Lobue V. <i>et al.</i> <i>Psychological Science</i> 2008</a>"
http://doi.org/10.1016/j.cognition.2007.11.004,http://doi.org/10.1007/s13164-018-0400-9,,failure,Joshua D. Greene; Sylvia A. Morelli; Kelly Lowenberg; Leigh E. Nystrom; Jonathan D. Cohen,Cognitive load selectively interferes with utilitarian moral judgment,Cognition,107,3,1144-1154,2008,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9-44,2021,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1016/j.cognition.2007.11.004"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Greene J. <i>et al.</i> <i>Cognition</i> 2008</a>"
http://doi.org/10.1080/09515080801978777,http://doi.org/10.1007/s13164-018-0400-9,,success,Chad Gonnerman,Reading Conflicted Minds: An Empirical Follow-up to Knobe and Roedder,Philosophical Psychology,21,2,193-205,2008,Florian Cova; Brent Strickland; Angela Abatista; Aurélien Allard; James Andow; Mario Attie; James Beebe; Renatas Berniūnas; Jordane Boudesseul; Matteo Colombo; Fiery Cushman; Rodrigo Diaz; Noah N’Djaye Nikolai van Dongen; Vilius Dranseika; Brian D. Earp; Antonio Gaitán Torres; Ivar Hannikainen; José V. Hernández-Conde; Wenjia Hu; François Jaquet; Kareem Khalifa; Hanna Kim; Markus Kneer; Joshua Knobe; Miklos Kurthy; Anthony Lantian; Shen-Yi Liao; Edouard Machery; Tania Moerenhout; Christian Mott; Mark Phelan; Jonathan Phillips; Navin Rambharose; Kevin Reuter; Felipe Romero; Paulo Sousa; Jan Sprenger; Emile Thalabard; Kevin Tobia; Hugo Viciana; Daniel Wilkenfeld; Xiang Zhou,Estimating the Reproducibility of Experimental Philosophy,Review of Philosophy and Psychology,12,1,9-44,2021,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1007/s13164-018-0400-9"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Cova F. <i>et al.</i> <i>Review of Philosophy and Psychology</i> 2021</a>","<a href=""https://doi.org/10.1080/09515080801978777"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Gonnerman C. <i>et al.</i> <i>Philosophical Psychology</i> 2008</a>"
http://doi.org/10.1111/j.1467-9280.2008.02159.x,http://doi.org/10.1016/j.joep.2022.102509,,failure,Eugene M. Caruso; Daniel T. Gilbert; Timothy D. Wilson,A Wrinkle in Time,Psychological Science,19,8,796-801,2008,Malak El Halabi; Wing Yan Florence Chan; Burak Tunca; Ignazio Ziano; Gilad Feldman,Replication: Unsuccessful replications and extensions of Temporal Value Asymmetry in monetary valuation and moral judgment,Journal of Economic Psychology,90,,102509,2022,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1016/j.joep.2022.102509"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Halabi M. <i>et al.</i> <i>Journal of Economic Psychology</i> 2022</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02159.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Caruso E. <i>et al.</i> <i>Psychological Science</i> 2008</a>"
http://doi.org/10.1037/0022-3514.94.3.495,http://doi.org/10.1098/rsos.231240,,failure,Julie Juola Exline; Roy F. Baumeister; Anne L. Zell; Amy J. Kraft; Charlotte V. O. Witvliet,Not so innocent: Does seeing one's own capability for wrongdoing predict forgiveness?,Journal of Personality and Social Psychology,94,3,495-515,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Social Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1037/0022-3514.94.3.495"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Exline J. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>"
http://doi.org/10.1037/0022-3514.95.2.293,http://doi.org/10.1098/rsos.231240,,failure,Jane L. Risen; Thomas Gilovich,Why people are reluctant to tempt fate.,Journal of Personality and Social Psychology,95,2,293-307,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1037/0022-3514.95.2.293"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Risen J. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>"
http://doi.org/10.1037/0278-7393.34.1.146,http://doi.org/10.1098/rsos.231240,,failure,Alison L. Morris; Mary L. Still,"Now you see it, now you don't: Repetition blindness for nonwords.","Journal of Experimental Psychology: Learning, Memory, and Cognition",34,1,146-166,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1037/0278-7393.34.1.146"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Morris A. <i>et al.</i> <i>Journal of Experimental Psychology: Learning, Memory, and Cognition</i> 2008</a>"
http://doi.org/10.1037/a0012833,http://doi.org/10.1098/rsos.231240,,failure,Dolores Albarracín; Ian M. Handley; Kenji Noguchi; Kathleen C. Mcculloch; Hong Li; Joshua Leeper; Rick D. Brown; Allison Earl; William P. Hart,Increasing and decreasing motor and cognitive output: A model of general action and inaction goals.,Journal of Personality and Social Psychology,95,3,510-523,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Psychology,Social Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1037/a0012833"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Albarracín D. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>"
http://doi.org/10.1111/j.1467-9280.2008.02157.x,http://doi.org/10.1098/rsos.231240,,failure,Jessica D. Payne; Robert Stickgold; Kelley Swanberg; Elizabeth A. Kensinger,Sleep Preferentially Enhances Memory for Emotional Components of Scenes,Psychological Science,19,8,781-788,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02157.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Payne J. <i>et al.</i> <i>Psychological Science</i> 2008</a>"
http://doi.org/10.1037/0022-3514.94.2.94.2.231,http://doi.org/10.1098/rsos.231240,,failure,Peter Fischer; Stefan Schulz-Hardt; Dieter Frey,Selective exposure and information quantity: How different information quantities moderate decision makers' preference for consistent and inconsistent information.,Journal of Personality and Social Psychology,94,2,231-244,2008,Veronica Boyce; Maya Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10,11,231240,2023,,,,,,,,,,,,,,,,,,,,yes,FReD_API_team,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1037/0022-3514.94.2.94.2.231"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Fischer P. <i>et al.</i> <i>Journal of Personality and Social Psychology</i> 2008</a>"
