validated,validated_person,source,discipline,effect,tags,description,claim_text_orig,claim_statistics_orig,claim_statistics_orig_page,claim_text_orig_page,notes,contributors,date_entered,notes_validation,exclusion,es_original,es_replication,n_original,n_replication,ref_original,doi_original,refonly_original,study_original,ref_replication,doi_replication,refonly_replication,study_replication,es_orig,es_rep,es_orig_value,es_orig_estype,es_rep_value,es_rep_estype,pval_value_o,pval_type_o,pval_tails_o,pval_value_r,pval_type_r,pval_tails_r,es_orig_RRR,es_orig_RRR_estype,es_rep_RRR,es_rep_RRR_estype,osf_link,outcome,published_rep,id_sample,same_design,nesting,same_test,original_authors,study_orig,study_rep,teststatistic_orig,teststatistic_rep,p_es_orig,p_es_rep,p_n_orig,p_n_rep,p_p_orig,p_p_rep,result,preregistration,differences,vi_orig,vi_rep,ci.lower_original,ci.upper_original,ci.lower_replication,ci.upper_replication,significant_original,significant_replication,power,orig_journal,both_pdfs,ON_COS_SHEET,DOI_changed,dupl
3,CD,RRR2,,verbal overshadowing effect,,verbal overshadowing effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=88 (in Curate Science und in Originalartikel geprüft),,0.74,0.7,8,15,"Schooler, J. W., & Engstler-Schooler, T. Y. (1990). Verbal overshadowing of visual memories: Some things are better left unsaid. Cognitive psychology, 22(1), 36-71. Study 1",10.1016/0010-0285(90)90003-m,"Schooler, J. W., & Engstler-Schooler, T. Y. (1990). Verbal overshadowing of visual memories: Some things are better left unsaid. Cognitive psychology, 22(1), 36-71. https://doi.org/10.1016/0010-0285(90)90003-m",1,"Alogna, V. K., Attaya, M. K., Aucoin, P., Bahník, Š., Birch, S., Birt, A. R., Bornstein, B. H., Bouwmeester, S., Brandimonte, M. A., Brown, C., Buswell, K., Carlson, C., Carlson, M., Chu, S., Cislak, A., Colarusso, M., Colloff, M. F., Dellapaolera, K. S., Delvenne, J.-F., … Zwaan, R. A. (2014). Registered Replication Report: Schooler and Engstler-Schooler (1990). Perspectives on Psychological Science, 9(5), 556-578. Study 2    ",10.1177/1745691614545653,"Alogna, V. K., Attaya, M. K., Aucoin, P., Bahník, Š., Birch, S., Birt, A. R., Bornstein, B. H., Bouwmeester, S., Brandimonte, M. A., Brown, C., Buswell, K., Carlson, C., Carlson, M., Chu, S., Cislak, A., Colarusso, M., Colloff, M. F., Dellapaolera, K. S., Delvenne, J.-F., … Zwaan, R. A. (2014). Registered Replication Report: Schooler and Engstler-Schooler (1990). Perspectives on Psychological Science, 9(5), 556-578. https://doi.org/10.1177/1745691614545653",2,r = .74 ± .54,r = .70 ± .32,0.74,r,0.7,r,,,,,,,-25% ± 20%,IRD,-21% ± 16% ,IRD,,signal - consistent,,,,,,,,,,,,,,,,,success,,,,,0.073822296,0.949531936,0.292691722,0.892298785,1,1,0.959,Cognitive Psychology,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.62,0.48,37,38,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .62 ± .21,r = .48 ± .26,0.62,r,0.48,r,,,,,,,1.20 ± .88,MD,-.98 ± .74,MD,,signal - consistent (imprecise),,,,,,,,,,,,,,,,,success,,,,,0.370389139,0.786098308,0.189376018,0.693298136,1,1,0.996,Psychological Science,1,0,10.1177/0956797610395393,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.52,0.32,40,40,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .52 ± .24,r = .32 ± .30,0.52,r,0.32,r,,,,,,,1.20 ± .88,MD,-.33 ± .29,MD,,signal - consistent (imprecise),,,,,,,,,,,,,,,,,success,,,,,0.248791032,0.71559396,0.009430735,0.574264905,1,1,0.971,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.71,0.68,24,24,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .71 ± .22,r = .68 ± .25,0.71,r,0.68,r,,,,,,,1.20 ± .88,MD,.32 ± .66,MD,,signal - consistent (imprecise),,,,,,,,,,,,,,,,,success,,,,,0.4296641,0.865505764,0.381158897,0.850183167,1,1,0.994,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.55,0.35,12,18,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .55 ± .49,r = .35 ± .45,0.55,r,0.35,r,,,,,,,1.20 ± .88,MD,.65 ± .92,MD,,no signal - consistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,-0.034925803,0.854258449,-0.139697234,0.70213761,0,0,0.793,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.37,0.1,68,153,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .37 ± .21,r = .10 ± .16,0.37,r,0.1,r,,,,,,,1.20 ± .88,MD,-.95 ± .63,MD,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.144305114,0.55910258,-0.059624235,0.254637587,1,0,0.999,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.38,-0.22,36,47,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .38 ± .30,r = -.22 ± .28,0.38,r,-0.22,r,,,,,,,1.20 ± .88,MD,-.41 ± .64,MD,,no signal - inconsistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.058805787,0.629897126,-0.477029653,0.07169635,1,0,0.85,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.33,0.23,59,120,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .33 ± .24,r = .23 ± .17,0.33,r,0.23,r,,,,,,,1.20 ± .88,MD,-.38 ± .68,MD,,signal - consistent,,,,,,,,,,,,,,,,,success,,,,,0.080740908,0.540413473,0.052941188,0.393038142,1,1,0.981,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.7,0.75,141,51,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = -.70 ± .09,r = -.75 ± .13,-0.7,r,-0.75,r,,,,,,,1.20 ± .88,MD,-.38 ± .59,MD,,signal - consistent (imprecise),,,,,,,,,,,,,,,,,success,,,,,0.604657972,0.775564931,0.598019671,0.849916367,1,1,1,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.5,-0.45,32,8,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .50 ± .28,r = -.45 ± .72,0.5,r,-0.45,r,,,,,,,1.20 ± .88,MD,-.35 ± .72 ,MD,,no signal - inconsistent (imprecise),,,,,,,,,,,,,,,,,informative failure to replicate,,,,,0.183256195,0.722694383,-0.876676379,0.37293012,1,0,0.375,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.23,0.07,57,71,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .23 ± .26,r = .07 ± .24,0.23,r,0.07,r,,,,,,,1.20 ± .88,MD,-.33 ± .29,MD,,no signal - consistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,-0.032516381,0.462829995,-0.166014968,0.298429996,0,0,0.618,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.29,0.32,173,140,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., . . . Prenoveau, J. M. (2016). Registered replication report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11, 158–171.    ",10.1177/1745691615605826,"Eerland, A., Sherrill, A. M., Magliano, J. P., Zwaan, R. A., Arnal, J. D., Aucoin, P., Berger, S. A., Birt, A. R., Capezza, N., Carlucci, M., Crocker, C., Ferretti, T. R., Kibbe, M. R., Knepp, M. M., Kurby, C. A., Melcher, J. M., Michael, S. W., Poirier, C., & Prenoveau, J. M. (2016). Registered Replication Report: Hart & Albarracín (2011). Perspectives on Psychological Science, 11(1), 158-171. https://doi.org/10.1177/1745691615605826",,r = .29 ± .14,r = .32 ± .15,0.29,r,0.32,r,,,,,,,1.20 ± .88,MD,-.14 ± .60,MD,,signal - consistent (imprecise),,,,,,,,,,,,,,,,,success,,,,,0.147167402,0.420985037,0.162736231,0.46140759,1,1,0.969,Psychological Science,1,0,,
3,CD,RRR3,,,,grammar on intentionality effect…,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=48 (in Curate Science und in Originalartikel geprüft,,0.13,0.12,12,12,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. Study 3",10.1177/0956797610395393,"Hart, W., & Albarracín, D. (2011). Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions. Psychological Science, 22, 261–266. https://doi.org/10.1177/0956797610395393",3,"Ferretti, E. (2016). Educazione in gioco. In library.oapen.org. Edizioni Casagrande. ",10.26530/OAPEN_625337,"Ferretti, E. (2016). Educazione in gioco. In library.oapen.org. Edizioni Casagrande. ",,r = .13 ± .62,r = .12 ± .62,0.13,r,0.12,r,,,,,,,1.20 ± .88,MD,-.01 ± .42 ,MD,,no signal - consistent,,,,,,,,,,,,,,,,,informative failure to replicate,,,,,-0.479689946,0.655031541,-0.487473002,0.649192876,0,0,0.11,Psychological Science,0,0,,
3,CD,RRR4,,ego depletion,,ego depletion effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=47 (in Curate Science und in Originalartikel geprüft,,0.72,0.92,8,17,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234.",10.1177/0956797614526415,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234. https://doi.org/10.1177/0956797614526415",,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., . . . Zwienenberg, M. (2016). A multilab preregistered replication of the ego-depletion effect. Perspectives on Psychological Science, 11, 546–573.",10.1177/1745691616652873,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., Brand, R., Brandt, M. J., Brewer, G., Bruyneel, S., Calvillo, D. P., Campbell, W. K., Cannon, P. R., Carlucci, M., Carruth, N. P., Cheung, T., Crowell, A., De Ridder, D. T. D., Dewitte, S., … Zwienenberg, M. (2016). A Multilab Preregistered Replication of the Ego-Depletion Effect. Perspectives on Psychological Science, 11(4), 546-573. https://doi.org/10.1177/1745691616652873",,r = -.72 ± .55,r = -.92 ± .09,-0.72,r,-0.92,r,,,,,,,-.69 ± .59,d,-.50 ± .48,d,,"signal - inconsistent, larger",,,,,,,,,,,,,,,,,success,,,,,0.031112398,0.945141617,0.787647662,0.971190809,1,1,0.967,Psychological Science,1,0,10.1177/0956797614526415,
3,CD,RRR4,,ego depletion,,ego depletion effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=47 (in Curate Science und in Originalartikel geprüft,,0.69,0.53,32,26,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234.",10.1177/0956797614526415,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234. https://doi.org/10.1177/0956797614526415",,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., . . . Zwienenberg, M. (2016). A multilab preregistered replication of the ego-depletion effect. Perspectives on Psychological Science, 11, 546–573.",10.1177/1745691616652873,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., Brand, R., Brandt, M. J., Brewer, G., Bruyneel, S., Calvillo, D. P., Campbell, W. K., Cannon, P. R., Carlucci, M., Carruth, N. P., Cheung, T., Crowell, A., De Ridder, D. T. D., Dewitte, S., … Zwienenberg, M. (2016). A Multilab Preregistered Replication of the Ego-Depletion Effect. Perspectives on Psychological Science, 11(4), 546-573. https://doi.org/10.1177/1745691616652873",,r = -.69 ± .20,r = -.53 ± .30,-0.69,r,-0.53,r,,,,,,,-.69 ± .59,d,-.04 ± .42,d,,signal - consistent (imprecise),,,,,,,,,,,,,,,,,success,,,,,0.449441017,0.837252089,0.179498475,0.761100624,1,1,0.994,Psychological Science,1,0,,
3,CD,RRR4,,ego depletion,,ego depletion effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=47 (in Curate Science und in Originalartikel geprüft,,0.45,0.42,24,38,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234.",10.1177/0956797614526415,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234. https://doi.org/10.1177/0956797614526415",,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., . . . Zwienenberg, M. (2016). A multilab preregistered replication of the ego-depletion effect. Perspectives on Psychological Science, 11, 546–573.",10.1177/1745691616652873,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., Brand, R., Brandt, M. J., Brewer, G., Bruyneel, S., Calvillo, D. P., Campbell, W. K., Cannon, P. R., Carlucci, M., Carruth, N. P., Cheung, T., Crowell, A., De Ridder, D. T. D., Dewitte, S., … Zwienenberg, M. (2016). A Multilab Preregistered Replication of the Ego-Depletion Effect. Perspectives on Psychological Science, 11(4), 546-573. https://doi.org/10.1177/1745691616652873",,r = .45 ± .35,r = .42 ± .28,0.45,r,0.42,r,,,,,,,-.69 ± .59,d,-.04 ± .29,d,,signal - consistent,,,,,,,,,,,,,,,,,success,,,,,0.056939419,0.722281939,0.115874809,0.652124543,1,1,0.896,Psychological Science,1,0,,
3,CD,RRR4,,ego depletion,,ego depletion effect,,,,,,,1/1/23 0:00,N_replication inkonsistent; N_original=47 (in Curate Science und in Originalartikel geprüft,,0.65,0.5,30,24,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234.",10.1177/0956797614526415,"Sripada, C., Kessler, D., & Jonides, J. (2014). Methylphenidate blocks effort-induced depletion of regulatory control in healthy volunteers. Psychological science, 25(6), 1227-1234. https://doi.org/10.1177/0956797614526415",,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., . . . Zwienenberg, M. (2016). A multilab preregistered replication of the ego-depletion effect. Perspectives on Psychological Science, 11, 546–573.",10.1177/1745691616652873,"Hagger, M. S., Chatzisarantis, N. L. D., Alberts, H., Anggono, C. O., Batailler, C., Birt, A. R., Brand, R., Brandt, M. J., Brewer, G., Bruyneel, S., Calvillo, D. P., Campbell, W. K., Cannon, P. R., Carlucci, M., Carruth, N. P., Cheung, T., Crowell, A., De Ridder, D. T. D., Dewitte, S., … Zwienenberg, M. (2016). A Multilab Preregistered Replication of the Ego-Depletion Effect. Perspectives on Psychological Science, 11(4), 546-573. https://doi.org/10.1177/1745691616652873",,r = .65 ± .23,r = .50 ± .34,0.65,r,0.5,r,,,,,,,-.69 ± .59,d,.00 ± .44,d,,signal - consistent (imprecise),,,,,,,,,,,,,,,,,success,,,,,0.378325042,0.818578586,0.121011012,0.751766619,1,1,0.976,Psychological Science,1,0,,
