,original_url,replication_url,description,result,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,replication_authors,replication_title,replication_journal,replication_volume,replication_issue,replication_pages,replication_year,original_n,original_es,original_es_type,original_es_95_CI,original_p_value,original_p_value_type,original_p_value_tails,replication_n,replication_es,replication_es_type,replication_es_95_CI,replication_p_value,replication_p_value_type,replication_p_value_tails,discipline,tags,validated,validated_person,openalex_field,openalex_subfield,replication_citation_html,original_citation_html,Unnamed: 0,original_es_r,replication_es_r,original_pdf_exists,replication_pdf_exists
134,http://doi.org/10.1177/0956797614527113,http://doi.org/10.1098/rsos.231240,Perceived status threat from the racial demographic shift affects White Americans‚Äô political ideology,success,Maureen A. Craig; Jennifer A. Richeson,On the Precipice of a “Majority-Minority” America,Psychological Science,25.0,6,1189,2014.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,170.0,,,,,,,114.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797614527113"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Craig M. <i>et al.</i> <i>Psychological Science</i> 2014</a>",134.0,0.4961117,0.12729303,True,True
135,,http://doi.org/10.1098/rsos.231240,perceived trajectory of rationality versus emotionality over time,inconclusive,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,224.0,,,,,,,148.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,135.0,0.20291986,-0.04341145,False,True
136,,http://doi.org/10.1098/rsos.231240,Perceiving economic inequality in everyday life decreases tolerance to inequality,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,372.0,,,,,,,118.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,136.0,0.29296821,0.24021268,False,True
137,http://doi.org/10.1523/JNEUROSCI.18-23-10105.1998,http://doi.org/10.1098/rsos.231240,Postural hand synergies for tool use,failure,Marco Santello; Martha Flanders; John F. Soechting,Postural Hand Synergies for Tool Use,The Journal of Neuroscience,18.0,23,10105,1998.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,5.0,,,,,,,5.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1523/JNEUROSCI.18-23-10105.1998"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Santello M. <i>et al.</i> <i>The Journal of Neuroscience</i> 1998</a>",137.0,0.27093637,-0.19424237,False,True
138,http://doi.org/10.1126/science.1238041,http://doi.org/10.1098/rsos.231240,Poverty impedes cognitive function,inconclusive,Anandi Mani; Sendhil Mullainathan; Eldar Shafir; Jiaying Zhao,Poverty Impedes Cognitive Function,Science,341.0,6149,976,2013.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,101.0,,,,,,,45.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1126/science.1238041"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Mani A. <i>et al.</i> <i>Science</i> 2013</a>",138.0,0.2196994,-0.01023518,True,True
139,http://doi.org/10.1145/2470654.2481281,http://doi.org/10.1098/rsos.231240,Predicting users' first impressions of website aesthetics with a quantification of perceived visual complexity and colorfulness,success,Katharina Reinecke; Tom Yeh; Luke Miratrix; Rahmatri Mardiko; Yuechen Zhao; Jenny Liu; Krzysztof Z. Gajos,Predicting users' first impressions of website aesthetics with a quantification of perceived visual complexity and colorfulness,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,,,2049,2013.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,184.0,,,,,,,82.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Social Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1145/2470654.2481281"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Reinecke K. <i>et al.</i> <i>Proceedings of the SIGCHI Conference on Human Factors in Computing Systems</i> 2013</a>",139.0,0.42378886,0.28868296,True,True
140,http://doi.org/10.1177/0956797616640705,http://doi.org/10.1098/rsos.231240,preferences for and the efficacy of within-and cross-category substitutes for food,success,Young Eun Huh; Joachim Vosgerau; Carey K. Morewedge,More Similar but Less Satisfying,Psychological Science,27.0,6,894,2016.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,101.0,,,,,,,55.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797616640705"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Huh Y. <i>et al.</i> <i>Psychological Science</i> 2016</a>",140.0,0.64912031,0.18402312,True,True
141,http://doi.org/10.1177/0956797613508412,http://doi.org/10.1098/rsos.231240,Racial progress as threat to the status hierarchy,inconclusive,Clara L. Wilkins; Cheryl R. Kaiser,Racial Progress as Threat to the Status Hierarchy,Psychological Science,25.0,2,439,2013.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,168.0,,,,,,,37.0,,,,,,,psychology,anti-White bias,yes,forrt.org team: Veronica Boyce,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797613508412"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Wilkins C. <i>et al.</i> <i>Psychological Science</i> 2013</a>",141.0,0.0988171,0.15433528,True,True
142,http://doi.org/10.1177/0146167207309195,http://doi.org/10.1098/rsos.231240,Realistic threat explains negativity toward Asian Americans,success,William W. Maddux; Adam D. Galinsky; Amy J. C. Cuddy; Mark Polifroni,When Being a Model Minority Is Good . . . and Bad: Realistic Threat Explains Negativity Toward Asian Americans,Personality and Social Psychology Bulletin,34.0,1,74,2007.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,40.0,,,,,,,77.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0146167207309195"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Maddux W. <i>et al.</i> <i>Personality and Social Psychology Bulletin</i> 2007</a>",142.0,0.96917388,0.60910844,True,True
143,,http://doi.org/10.1098/rsos.231240,Reconciling novelty and complexity through a rational analysis of curiosity,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,253.0,,,,,,,221.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,143.0,0.5239728,0.10945789,False,True
144,http://doi.org/10.1111/j.1551-6709.2011.01210.x,http://doi.org/10.1098/rsos.231240,Reflection and reasoning in moral judgment,success,Joseph M. Paxton; Leo Ungar; Joshua D. Greene,Reflection and Reasoning in Moral Judgment,Cognitive Science,36.0,1,163,2011.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,92.0,,,,,,,82.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1111/j.1551-6709.2011.01210.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Paxton J. <i>et al.</i> <i>Cognitive Science</i> 2011</a>",144.0,0.31410639,0.3483682,True,True
145,http://doi.org/10.1177/0956797616651973,http://doi.org/10.1098/rsos.231240,relative encoding on memory-based judgments,success,Marissa A. Sharif; Daniel M. Oppenheimer,The Effect of Relative Encoding on Memory-Based Judgments,Psychological Science,27.0,8,1136,2016.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,90.0,,,,,,,90.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Experimental and Cognitive Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797616651973"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Sharif M. <i>et al.</i> <i>Psychological Science</i> 2016</a>",145.0,0.2436267,0.38219092,True,True
146,http://doi.org/10.1177/0956797614563108,http://doi.org/10.1098/rsos.231240,Reminders of god can increase nonmoral risk taking,success,Daniella M. Kupor; Kristin Laurin; Jonathan Levav,Anticipating Divine Protection? Reminders of God Can Increase Nonmoral Risk Taking,Psychological Science,26.0,4,374,2015.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,101.0,,,,,,,160.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Social Sciences,Health,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797614563108"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Kupor D. <i>et al.</i> <i>Psychological Science</i> 2015</a>",146.0,0.50833899,0.23600674,True,True
147,http://doi.org/10.1093/jos/ffw010,http://doi.org/10.1098/rsos.231240,role of alternatives in the acquisition of simple and complex disjunctions in French and Japanese,success,L. Tieu; K. Yatsushiro; A. Cremers; J. Romoli; U. Sauerland; E. Chemla,On the Role of Alternatives in the Acquisition of Simple and Complex Disjunctions in French and Japanese,Journal of Semantics,,,ffw010,2016.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,41.0,,,,,,,20.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Arts and Humanities,Language and Linguistics,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1093/jos/ffw010"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Tieu L. <i>et al.</i> <i>Journal of Semantics</i> 2016</a>",147.0,0.2929586,0.42126108,True,True
148,http://doi.org/10.1080/23273798.2018.1431397,http://doi.org/10.1098/rsos.231240,role of perspective for emotion processing in reading comprehension,inconclusive,Scarlett Child; Jane Oakhill; Alan Garnham,You’re the emotional one: the role of perspective for emotion processing in reading comprehension,"Language, Cognition and Neuroscience",33.0,7,878,2018.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,35.0,,,,,,,40.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Arts and Humanities,Literature and Literary Theory,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1080/23273798.2018.1431397"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Child S. <i>et al.</i> <i>Language, Cognition and Neuroscience</i> 2018</a>",148.0,0.34169106,-0.0344683,True,True
149,http://doi.org/10.1177/0956797614563958,http://doi.org/10.1098/rsos.231240,Scarcity frames value,success,Anuj K. Shah; Eldar Shafir; Sendhil Mullainathan,Scarcity Frames Value,Psychological Science,26.0,4,402,2015.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,577.0,,,,,,,387.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797614563958"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Shah A. <i>et al.</i> <i>Psychological Science</i> 2015</a>",149.0,0.40413733,0.41407548,True,True
150,,http://doi.org/10.1098/rsos.231240,Schema induction and analogical transfer,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,143.0,,,,,,,175.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,150.0,0.58901509,0.19241196,False,True
151,http://doi.org/10.1177/0956797615624492,http://doi.org/10.1098/rsos.231240,seeing faces of young black boys facilitates the identification of threatening stimuli,success,Andrew R. Todd; Kelsey C. Thiem; Rebecca Neel,Does Seeing Faces of Young Black Boys Facilitate the Identification of Threatening Stimuli?,Psychological Science,27.0,3,384,2016.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,62.0,,,,,,,14.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797615624492"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Todd A. <i>et al.</i> <i>Psychological Science</i> 2016</a>",151.0,0.29441996,0.33893809,True,True
152,,http://doi.org/10.1098/rsos.231240,Seeing one's own capability for wrongdoing predicts forgiveness,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,155.0,,,,,,,135.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,152.0,0.27120874,0.16924454,False,True
153,http://doi.org/10.1111/j.1551-6709.2010.01161.x,http://doi.org/10.1098/rsos.231240,Seeking confirmation is rational for deterministic hypotheses,inconclusive,Joseph L. Austerweil; Thomas L. Griffiths,Seeking Confirmation Is Rational for Deterministic Hypotheses,Cognitive Science,35.0,3,499,2011.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,25.0,,,,,,,50.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1111/j.1551-6709.2010.01161.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Austerweil J. <i>et al.</i> <i>Cognitive Science</i> 2011</a>",153.0,0.48438017,-0.01591,True,True
154,http://doi.org/10.1177/0956797615588195,http://doi.org/10.1098/rsos.231240,Self-perceived expertise predicts claims of impossible knowledge,inconclusive,Stav Atir; Emily Rosenzweig; David Dunning,When Knowledge Knows No Bounds,Psychological Science,26.0,8,1295,2015.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,202.0,,d,,,,,53.0,,d,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797615588195"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Atir S. <i>et al.</i> <i>Psychological Science</i> 2015</a>",154.0,0.22779924,0.09700791,True,True
155,,http://doi.org/10.1098/rsos.231240,shape bias: Evidence from the Tsimane‚Äô,inconclusive,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,144.0,,,,,,,147.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,155.0,0.01117752,0.00013925,False,True
156,http://doi.org/10.1089/cyber.2016.0530,http://doi.org/10.1098/rsos.231240,Spontaneous hedonic reactions to social media cues,success,Guido M. van Koningsbruggen; Tilo Hartmann; Allison Eden; Harm Veling,Spontaneous Hedonic Reactions to Social Media Cues,"Cyberpsychology, Behavior, and Social Networking",20.0,5,334,2017.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,128.0,,,,,,,56.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Social Sciences,Sociology and Political Science,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1089/cyber.2016.0530"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Koningsbruggen G. <i>et al.</i> <i>Cyberpsychology, Behavior, and Social Networking</i> 2017</a>",156.0,0.2566056,0.18192109,True,True
157,,http://doi.org/10.1098/rsos.231240,statistical shape of geometric reasoning,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,100.0,,,,,,,37.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,157.0,0.39102597,0.4112868,False,True
158,http://doi.org/10.1073/pnas.0908963106,http://doi.org/10.1098/rsos.231240,Syntax-induced pattern deafness,success,Ansgar D. Endress; Marc D. Hauser,Syntax-induced pattern deafness,Proceedings of the National Academy of Sciences,106.0,49,21001,2009.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,20.0,,,,,,,80.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Experimental and Cognitive Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1073/pnas.0908963106"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Endress A. <i>et al.</i> <i>Proceedings of the National Academy of Sciences</i> 2009</a>",158.0,0.37165247,0.24188046,True,True
159,http://doi.org/10.1016/j.visres.2005.04.013,http://doi.org/10.1098/rsos.231240,texture representations in the human visual system,inconclusive,Benjamin J. Balas,Texture synthesis and perception: Using computational models to study texture representations in the human visual system,Vision Research,46.0,3,299,2005.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,8.0,,,,,,,315.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1016/j.visres.2005.04.013"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Balas B. <i>et al.</i> <i>Vision Research</i> 2005</a>",159.0,0.19941411,0.02530924,True,True
160,,http://doi.org/10.1098/rsos.231240,The risks and rewards of using truthful statements to mislead others,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,155.0,,,,,,,152.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,160.0,0.20469731,0.13399404,False,True
161,http://doi.org/10.1111/j.1467-9280.2008.02039.x,http://doi.org/10.1098/rsos.231240,The value heuristic in judgments of relative frequency.,inconclusive,Xianchi Dai; Klaus Wertenbroch; C. Miguel Brendl,The Value Heuristic in Judgments of Relative Frequency,Psychological Science,19.0,1,18,2008.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,63.0,,,,,,,26.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Decision Sciences,General Decision Sciences,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1111/j.1467-9280.2008.02039.x"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Dai X. <i>et al.</i> <i>Psychological Science</i> 2008</a>",161.0,0.21325958,0.01404865,True,True
162,http://doi.org/10.1177/0956797615572231,http://doi.org/10.1098/rsos.231240,"Time metrics matter, connecting present and future selves",success,Neil A. Lewis; Daphna Oyserman,"When Does the Future Begin? Time Metrics Matter, Connecting Present and Future Selves",Psychological Science,26.0,6,816,2015.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,122.0,,,,,,,126.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,Psychology,Experimental and Cognitive Psychology,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797615572231"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Lewis N. <i>et al.</i> <i>Psychological Science</i> 2015</a>",162.0,0.70775858,0.39144389,True,True
163,http://doi.org/10.1177/0956797618806296,http://doi.org/10.1098/rsos.231240,transposed-word effect in grammaticality judgments,inconclusive,Jonathan Mirault; Joshua Snell; Jonathan Grainger,You That Read Wrong Again! A Transposed-Word Effect in Grammaticality Judgments,Psychological Science,29.0,12,1922,2018.0,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,94.0,,,,,,,24.0,,,,,,,psychology,"morality, rebel",yes,forrt.org team: Veronica Boyce,Neuroscience,Cognitive Neuroscience,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>","<a href=""https://doi.org/10.1177/0956797618806296"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Mirault J. <i>et al.</i> <i>Psychological Science</i> 2018</a>",163.0,0.20346873,-0.09477577,True,True
164,,http://doi.org/10.1098/rsos.231240,Underestimating calorie content when healthy foods are present: an averaging effect or a reference-dependent anchoring effect,success,,,,,,,,Veronica Boyce; Maya B. Mathur; Michael C. Frank,Eleven years of student replication projects provide evidence on the correlates of replicability in psychology,Royal Society Open Science,10.0,11,231240,2023.0,430.0,,,,,,,36.0,,,,,,,psychology,,yes,forrt.org team: Veronica Boyce,,,"<a href=""https://doi.org/10.1098/rsos.231240"" target=""_blank"" style=""text-decoration:none; color:inherit;"">Boyce V. <i>et al.</i> <i>Royal Society Open Science</i> 2023</a>",<i></i>,164.0,0.77775799,0.38164343,False,True
