replication_doi,replication_url,contains_replications,original_url,original_authors,original_title,original_journal,original_volume,original_issue,original_pages,original_year,description,result,discipline,subdiscipline,justification
10.1111/j.1540-4781.2011.01174.x,https://doi.org/10.1111/j.1540-4781.2011.01174.x,True,https://doi.org/10.1111/j.1540-4781.1992.tb02573.x,"Phillips, E.",The effects of language anxiety on students' oral test performance and attitudes,Modern Language Journal,76,1,14-26,1992,Higher levels of foreign language anxiety are associated with poorer performance on oral examinations in university foreign language students,success,linguistics,Second Language Acquisition,"The authors explicitly state: ""Overall, our study fulfilled the aims of replication, which were the reliability and the generalizability of Phillips's outcomes"" and ""Not only do our results support Phillips's findings, but also they lend weight to the body of anxiety literature."" The core finding of a moderate negative correlation between anxiety and oral performance was replicated successfully."
10.1111/j.1600-0447.1988.tb06413.x,https://doi.org/10.1111/j.1600-0447.1988.tb06413.x,True,https://doi.org/10.1016/0165-0327(86)90001-7,Christensen P; Gram L; Kragh-Ssrensen P; Nielsen S,Afternoon cortisol levels before (spontaneous) and after suppression with dexamethasone or oxazepam in depressed patients,J Affective Disord,10,3,171-176,1986,"Afternoon plasma cortisol levels (spontaneous and after suppression with dexamethasone or oxazepam) correlate with age, type of depression, severity of depression, and stress/distress symptoms in depressed patients",inconclusive,medicine,neuroscience,"The present study failed to demonstrate significant correlations between cortisol levels and age or quality of depression, which were found in the earlier study. However, the consistent finding across all studies was the high correlation with stress/distress items (HRSD items 8+9+10+12), suggesting partial replication with some key findings not reproduced."
10.1111/j.1752-0606.1989.tb00812.x,https://doi.org/10.1111/j.1752-0606.1989.tb00812.x,True,https://doi.org/10.1111/j.1752-0606.1986.tb00673.x,"Fowers, B.; Olson, D.",Predicting marital success with PREPARE: A predictive validity study,Journal of Marital and Family Therapy,12,4,403-413,1986,PREPARE premarital inventory scores predict subsequent marital status (happy marriage vs. divorce/separation) with approximately 80% accuracy in a 3-year follow-up study,success,psychology,social psychology,"The authors explicitly state in their discussion: 'The purpose of this study was to replicate a previous study regarding the predictive validity of PREPARE. In general, the findings were very compatible, providing greater confidence in that predictive capacity than could be justified by a single study.' The abstract confirms: 'This study clearly replicated the previous findings which demonstrated the predictive validity of PREPARE... PREPARE predicted, with about 80% accuracy, couples who got divorced from those that were happily married.'"
10.1111/jvim.16484,https://doi.org/10.1111/jvim.16484,True,https://doi.org/10.1136/bmj.39003.640567.ae,"Tang, H.; Ng, J.",Googling for a diagnosis-use of Google as a diagnostic aid: internet based study,BMJ,333,7579,1143-1145,2006,Using Google searches with keywords from complex case reports can assist clinicians in reaching correct diagnoses,success,medicine,veterinary medicine,"The replication found that Google-aided diagnosis succeeded in 42% of veterinary cases (95% CI 29%-55%), which does not differ statistically from the original 58% rate in human medicine (P = .18). The authors conclude that 'searching Google appears to retrieve relevant veterinary resources that assisted a generalist veterinarian in correctly diagnosing' challenging cases, successfully demonstrating the effect in a veterinary context."
10.1111/psyp.12425,https://doi.org/10.1111/psyp.12425,True,https://doi.org/10.1111/psyp.12064,"Kreibig, S.; Samson, A.; Gross, J.",The psychophysiology of mixed emotional states,Psychophysiology,50,,799-811,2013,"Physiological responses to amusement, disgust, and a mixed emotional state (amusing-disgusting) show distinct patterns, with the mixed emotional state differing in both intensity and pattern from both pure constituent emotions",success,psychology,psychophysiology,"The authors state that ""Three levels of analysis produced converging evidence for replicability"" and that ""Primary analyses produced similar findings to our previous study, demonstrating (a) univariate differentiation of the mixed emotional state from its pure constituent emotions on physiological response variables, and (b) intensity and pattern differences of the multivariate physiological response profile of the mixed emotional state from those of pure amusement and pure disgust."""
10.1111/psyp.14665,https://doi.org/10.1111/psyp.14665,True,https://doi.org/10.1111/j.1469-8986.2010.01081.x,"Hewig, J.; Kretschmer, N.; Trippe, R.; Hecht, H.; Coles, M.; Holroyd, C.; Miltner, W.",Why humans deviate from rational choice,Psychophysiology,48,4,507-514,2011,"Negative affect, larger skin conductance response (SCR), and larger feedback-related negativity (FRN) amplitudes predict rejection of unfair monetary offers in ultimatum and dictator games, demonstrating non-rational decision-making behavior.",inconclusive,psychology,behavioral economics,"The authors explicitly state 'only half of the six targets were successfully replicated.' While behavioral patterns and subjective ratings matched the original study, psychophysiological effects differed substantially: SCR effects were absent, FRN showed a quadratic rather than linear pattern, and the regression model failed to explain expected variance. The authors conclude they 'could conceptually replicate the finding that human behavior is not rational, yet unfolds in a somewhat different [way] from what [the original study] had originally proposed.'"
10.1121/1.1323463,https://doi.org/10.1121/1.1323463,True,https://doi.org/10.1121/1.1323463,"Nearey, T.; Hillenbrand, J.",Some effects of duration on vowel recognition - Experiment 1,Journal of the Acoustical Society of America,109,6,3009-3024,2001,"Altering vowel duration has a modest effect on vowel recognition, with vowels of long typical duration shifting to shorter-duration neighbors when shortened, and vice versa",success,linguistics,psychophysics,"The authors state: 'There were many features in common between the findings of experiments 1 and 2. In both experiments, the effect of altering vowel duration was seen to be relatively modest overall... Further, the duration-related effects that were observed in both experiments were quite sensible.' Both experiments replicated the same qualitative patterns of duration effects on vowel identity."
10.1126/sciadv.adl0999,https://doi.org/10.1126/sciadv.adl0999,True,https://doi.org/10.1126/science.abh4340,"Toi, P.; Jang, H.K.; Min, K.; Kim, S.G.; Lee, S.K.; Lee, J.H.; Kwag, J.; Park, J.Y.",In vivo direct imaging of neuronal activity at high temporospatial resolution,Science,378,6616,160-168,2022,Direct imaging of neuronal activity (DIANA) by fMRI can detect neuronal activity-related signals with high temporal resolution (peak at ~12 ms in thalamus and ~25 ms in primary somatosensory cortex) following whisker stimulation in anesthetized mice at 9.4T,failure,neuroscience,neuroscience,"The authors explicitly state in their conclusion: 'we could not replicate the original DIANA findings even with more extensive averaging, a more precise and steady anesthetic protocol, and higher field strength when no improper data selection was performed.' They found no direct neuronal-related signal in extensively averaged fMRI studies (up to 1050 trials) and conclude that 'the original DIANA findings are likely to be artifacts due to unreported data processing approaches of noisy data with limited temporal points and trials.'"
10.1128/jvi.00693-11,https://doi.org/10.1128/jvi.00693-11,True,https://doi.org/10.4161/viru.1.5.12486,"Lombardi, V.; Ruscetti, F.W.; Das Gupta, J.; Pfost, M.A.; Hagen, K.S.; Peterson, D.L.; Ruscetti, S.K.; Bagni, R.K.; Petrow-Sadowski, C.; Gold, B.; Dean, M.; Silverman, R.H.; Mikovits, J.A.","Detection of an infectious retrovirus, XMRV, in blood cells of patients with chronic fatigue syndrome",Science,326,5,585-589,2009,XMRV (xenotropic murine leukemia virus-related virus) is present in blood cells of patients with chronic fatigue syndrome,failure,medicine,medicine,"The authors explicitly state in their conclusion: ""Given the lack of evidence for XMRV or XMRV-like viruses in our cohort of CFS patients, as well as the lack of these viruses in a set of patients that previously tested positive, we feel that that XMRV is not associated with CFS."" They found no XMRV in any samples using multiple detection methods."
10.1145/3194104.3194110,https://doi.org/10.1145/3194104.3194110,True,https://doi.org/10.1016/j.infsof.2017.03.007,"Yang, X.; Lo, D.",TLEL: A Two-layer Ensemble Learning Approach for Just-in-time Defect Prediction,Information and Software Technology,87,,206-220,2017,A two-layer ensemble learning approach (TLEL) combining decision trees with bagging to build random forests can achieve statistically significantly better performance in just-in-time defect prediction compared to previously tested learning algorithms,success,computer science,Software Engineering,The authors explicitly state that 'Our results from the replicated experiment are consistent with the original' and report that 'The F1 scores of the layers of the original and replicated TLEL are statistically equivalent between the original and replicated experiments.' All main findings were successfully reproduced across all six datasets.
10.1155/da/2617054,https://doi.org/10.1155/da/2617054,True,https://doi.org/10.3389/fpsyt.2018.00021,Stoyanov D; Kandilarova S; Borgwardt S; Stieglitz R; Hugdahl K; Kostianev S,On Translational Cross-Validation of Clinical Self-Evaluation Scale and fMRI,Psychopathology Assessment Methods Revisited,9,,21,2018,Patients with major depressive disorder show increased neuronal activity in brain structures including the right supramarginal gyrus when processing diagnostically specific statements from the von Zerssen questionnaire compared to diagnostically neutral statements,success,neuroscience,behavioral neuroscience,"The authors explicitly state in their conclusion: ""the results obtained in the current replication study allow us to confirm the main findings of the study we replicated"" and note ""overlapping results in the area of the right supramarginal gyrus in both the previous and replication studies."""
10.1162/imag_a_00122,https://doi.org/10.1162/imag_a_00122,True,https://doi.org/10.1016/j.biopsych.2022.03.019,"Schlemm, E.; Frey, B.; Mayer, C.; Petersen, M.; Fiehler, J.; Hanning, U.; Kühn, S.; Twerenbold, R.; Gallinat, J.; Gerloff, C.; Thomalla, G.; Cheng, B.",Equalization of brain state occupancy accompanies cognitive impairment in cerebral small vessel disease,Biological Psychiatry,92,7,592-602,2022,"Greater white matter hyperintensity volume from cerebral small vessel disease is associated with reduced time spent in high-occupancy brain states characterized by default mode network activation/suppression, which in turn is associated with executive dysfunction and reduced processing speed",success,neuroscience,behavioral neuroscience,"The authors explicitly state: ""In this pre-registered cross-sectional study, we replicated the key findings of [39] in an independent population-based sample"" and ""we confirmed that the severity of cerebral small vessel disease is associated with the time spent in high-occupancy brain states"" with statistically significant results (P = 5.01×10⁻⁸ for primary hypothesis, P = 0.0116 for secondary hypothesis)."
10.1176/ajp.130.4.468,https://doi.org/10.1176/ajp.130.4.468,True,,"Motto, J. A.",Newspaper strikes and suicide rates in Detroit,,,,,1970,"Complete cessation of newspaper publication during strikes reduces suicide rates, especially among women under age 35",inconclusive,psychology,social psychology,"The authors state they ""did not find any relationship between the suicide rate and the partial cessation of newspaper publication"" overall, and their findings ""contrast with his study of complete cessation of newspaper publication in Detroit."" However, consistent with Motto's Detroit findings, they observed that ""for women in the younger age groups, 15-24 years and 25-34 years, the suicide rates during the strike period were the lowest in the six years studied"" - a partial replication of the subgroup effect."
10.1177/00332941231164079,https://doi.org/10.1177/00332941231164079,True,https://doi.org/10.1177/1948550619856308,"Collisson, B.; Howell, J.; Harig, T.",Foodie calls: When women date men for a free meal (rather than a relationship),Social Psychological and Personality Science,11,3,425-432,2020,"Dark Triad personality traits (narcissism, Machiavellianism, psychopathy) and traditional gender role beliefs predict women's engagement in foodie calls and the perceived acceptability of this behavior",inconclusive,psychology,social psychology,"The authors state ""our study revealed mixed results"" and describe ""partially replicated findings."" The pooled sample found gender role beliefs as the strongest predictor, but the general Dark Triad factor was not significant. Results varied by country: Poland successfully replicated, UK partially replicated, and the US sample showed that Dark Triad general factor failed to predict foodie calls or acceptability."
10.1177/08862605211025045,https://doi.org/10.1177/08862605211025045,True,https://doi.org/10.1177/0886260510369137,"Fischer, P.; Postmes, T.; Koeppl, J.; Conway, L.; Fredriksson, T.",The meaning of collective terrorist threat: Understanding the subjective causes of terrorism reduces its negative psychological impact,Journal of Interpersonal Violence,26,7,1432-1445,2011,"Understanding terrorists' motives reduces the negative psychological impact of terrorism, specifically reducing perceived threat and improving emotional well-being",inconclusive,psychology,social psychology,"The authors state they ""partly replicated"" the findings: ""For emotional well-being... we partially replicated the results from the original experiments"" but ""For perceived threat... we did not replicate the findings of the original experiment."" The conclusion states ""the reanalysis of the effect sizes across all experiments does not show convincing evidence for the hypothesis."""
10.1177/0956797619875482,https://doi.org/10.1177/0956797619875482,True,https://doi.org/10.1177/0956797616677313,"Hung, S.; Styles, S.; Hsieh, P.",Can a word sound like a shape before you have seen it? Sound-shape mapping prior to conscious awareness,Psychological Science,28,,263-275,2017,"Congruent sound-shape combinations (e.g., kiki in an angular shape, bubu in a round shape) break through continuous flash suppression faster than incongruent combinations, demonstrating that sound-shape mapping occurs before conscious awareness",success,psychology,cognitive psychology,"The authors state in their Discussion: ""we obtained converging evidence for the notion that congruent sound-shape stimuli gain preferential access to awareness. We believe this provides a solid basis to now explore the boundary conditions of the effect."" Although the effect size was smaller than the original (Cohen's d = 0.21 vs 0.42), the replication successfully demonstrated the same phenomenon with strong statistical support (BF10 = 6.38, p = .003)."
10.1177/0956797620902101,https://doi.org/10.1177/0956797620902101,True,https://doi.org/10.1037/h0028063,"Zajonc, R.; Heingartner, A.; Herman, E.",Social enhancement and impairment of performance in the cockroach,Journal of Personality and Social Psychology,13,,83-92,1969,The presence of an audience interacts with task difficulty to produce social facilitation (faster performance) in simple tasks and social inhibition (slower performance) in complex tasks,failure,psychology,social psychology,"The authors state that their ""analyses revealed evidence clearly speaking against the proposed interaction"" and that while they replicated social inhibition in complex tasks, they ""found no social facilitation in the simple task but robust evidence for very opposite."" The critical Audience × Task Difficulty interaction showed no effect (F = 0.02, p = .882)."
10.1177/0956797620903716,https://doi.org/10.1177/0956797620903716,True,https://doi.org/10.1177/0956797612443835,"Shalvi, S.; Eldar, O.; Bereby-Meyer, Y.",Honesty requires time (and lack of justifications),Psychological Science,23,,1264-1270,2012,Time pressure increases dishonest reporting in a die-roll task where participants have financial incentive to inflate their reported outcome,failure,psychology,social psychology,Both preregistered direct replications found no evidence that time pressure increases cheating. The authors conclude: 'our findings indicate that the original study by [15] may have overestimated the true effect of time pressure on cheating or the generality of the effect beyond the original context.' PDR 2 reached decisive evidence for the null hypothesis (BF01 = 10.14).
10.1177/0956797620904045,https://doi.org/10.1177/0956797620904045,True,https://doi.org/10.1177/0956797614564191,"Farooqui, A.; Manly, T.",Anticipatory control through associative learning of subliminal relations: Invisible may be better than visible,Psychological Science,26,,325-334,2015,"Subliminal cues can reduce task-switching costs more effectively than supraliminal cues, demonstrating that invisible cues are better than visible ones for modulating cognitive control",failure,psychology,cognitive psychology,"The authors explicitly state ""We failed to replicate the results found by [14], which suggested that participants were more effective at modulating switch costs following subliminal cues."" With double the original sample size, they found no evidence that subliminal cues reduced switch costs, and equivalence tests in Experiment 2 confirmed the effect was statistically equivalent to zero."
10.1177/0956797620922477,https://doi.org/10.1177/0956797620922477,True,https://doi.org/10.1177/0956797614563108,"Kupor, D. M.; Laurin, K.; Levav, J.",Anticipating divine protection? Reminders of God can increase nonmoral risk taking,Psychological Science,26,4,374-384,2015,Religious primes (thinking about God) increase nonmoral risk-taking among believers through a mechanism of anticipating divine protection,failure,psychology,social psychology,"The authors explicitly state: ""We could not replicate either study by any of four replication metrics... the totality of evidence speaks against the possibility that religious primes increase nonmoral risk taking... It may be worth treating the anticipating-divine-protection hypothesis with skepticism."""
10.1177/0956797620955209,https://doi.org/10.1177/0956797620955209,True,https://doi.org/10.1177/0956797611420166,"Miller, S.; Maner, J.","Sick body, vigilant mind: The biological immune system activates the behavioral immune system",Psychological Science,22,,1467-1471,2011,Participants who had recently been ill show heightened attentional bias toward disfigured faces compared to participants who had not recently been ill,failure,psychology,social psychology,"The authors explicitly state: ""Yet given the results from this direct replication, it should not be taken as evidence for such a relation."" The critical interaction between illness recency and face type was not significant (p = .173), and the equivalence test showed the effect size was significantly smaller than what the original study could detect."
10.1177/0956797620965541,https://doi.org/10.1177/0956797620965541,True,https://doi.org/10.1177/0956797614524581,"Mueller, P.; Oppenheimer, D.",The pen is mightier than the keyboard: Advantages of longhand over laptop note taking,Psychological Science,25,6,1159-1168,2014,"Longhand note-taking improves conceptual understanding of lecture material compared to laptop note-taking, due to better encoding of information",failure,psychology,cognitive psychology,"The authors explicitly state in their conclusion: ""results did not support the idea that longhand note taking improves performance via better encoding of information."" Contrary to the original findings, the replication found no significant difference in conceptual-application performance between laptop and longhand conditions (Hedges's g = -0.13, 95% CI = [-0.45, 0.20])."
10.1177/0956797620968792,https://doi.org/10.1177/0956797620968792,True,https://doi.org/10.1177/0956797613494848,"Toner, K.; Leary, M.; Asher, M.; Jongman-Sereno, K.",Feeling superior is a bipartisan issue: Extremity (not direction) of political views predicts perceived belief superiority,Psychological Science,24,,2454-2462,2013,"Political extremity (not direction) predicts perceived belief superiority, such that both extreme liberals and extreme conservatives report higher belief superiority than moderates",success,psychology,social psychology,"The authors explicitly state in the Discussion: ""We successfully replicated the finding that individuals with more extreme attitudes, both liberal and conservative, reported higher belief superiority. Therefore, these patterns appear to be robust across samples, time, and measures."""
10.1177/0956797620968792,https://doi.org/10.1177/0956797620968792,True,https://doi.org/10.1177/0956797613494848,"Toner, K.; Leary, M.; Asher, M.; Jongman-Sereno, K.",Feeling superior is a bipartisan issue: Extremity (not direction) of political views predicts perceived belief superiority,Psychological Science,24,,2454-2462,2013,Conservatives have higher dogmatism scores than liberals,inconclusive,psychology,social psychology,"The replication confirmed the original linear effect (conservatives higher dogmatism) but also found an additional curvilinear effect not reported in the original. The Discussion notes: ""We successfully replicated this relationship"" but also ""Our research also revealed an important difference from prior work. Specifically, we found that individuals with more conservative or more liberal ideologies had higher dogmatism scores."""
10.1177/09567976211024535,https://doi.org/10.1177/09567976211024535,True,https://doi.org/10.1177/0956797620939054,"Pennycook, G.; Mcphetres, J.; Zhang, Y.; Lu, J.; Rand, D.",Fighting COVID-19 misinformation on social media: Experimental evidence for a scalable accuracynudge intervention,Psychological Science,31,7,770-780,2020,Asking people to think about the accuracy of a single headline improves truth discernment in subsequent sharing intentions for COVID-19 news headlines on social media,inconclusive,psychology,social psychology,"The first stage of replication (n=701) failed completely (p=.67). The pooled second stage (N=1,583) found a significant but substantially attenuated effect—treatment effect was 1.4 times higher versus 2.8 times in the original, representing 50% attenuation. The authors state ""the effect size of the accuracy-nudge intervention appears small, and we advise scholars that variation can be expected across replications"" and note the effect disappeared for attentive participants."
10.1177/09567976211026983,https://doi.org/10.1177/09567976211026983,True,https://doi.org/10.1177/0956797616689092,"Guo, L.; Trueblood, J.; Diederich, A.",Thinking fast increases framing effects in risky decision making,Psychological Science,28,4,530-543,2017,"Time pressure increases the magnitude of the framing effect in risky decision-making, where people show greater risk aversion for gains and risk seeking for losses when decision time is limited",success,psychology,judgment and decision making,"The authors explicitly state: 'First, we verified that we replicated [Guo et al. 2017] results by conducting a 2 (frame: gain, loss) × 2 (time constraint: none, 1 s) repeated measures ANOVA... the framing effect was larger when participants had limited time...than when they had unlimited time... Thus, our results replicate those of prior studies.'"
10.1177/09636625211024550,https://doi.org/10.1177/09636625211024550,True,https://doi.org/10.1371/journal.pone.0175799,"Cook, J.; Lewandowsky, S.; Ecker, U.",Neutralizing misinformation through inoculation: Exposing misleading argumentation techniques reduces their influence,PLoS ONE,12,5,1-21,2017,"Misinformation about climate change (using fake experts) reduces acceptance of anthropogenic global warming, and inoculation messages preceding misinformation neutralize this negative effect",failure,psychology,social psychology,"The authors explicitly state: 'we could not replicate the findings of [Cook et al.]; At least in our setting, the misinformation message and also inoculation preceding misinformation had hardly any effect on the climate-related attitudes under study.' The interventions showed no significant effects in the German sample."
10.1177/1042258720985478,https://doi.org/10.1177/1042258720985478,True,https://doi.org/10.1287/mnsc.2016.2664,"Nicolaou, N.; Patel, P.; Wolfe, M.",Testosterone and tendency to engage in self-employment,Management Science,64,4,1825-1841,2018,"Left-hand 2D:4D digit ratio (a proxy for prenatal testosterone exposure) is negatively associated with self-employment, with lower 2D:4D indicating higher testosterone exposure and greater likelihood of being self-employed",failure,economics,Behavioral Economics,"The authors explicitly state 'We thus fail to replicate their findings in the sense of finding a statistically significant (or suggestive) effect in the same direction' and conclude 'we find no substantive evidence of an association between 2D:4D and self-employment, contradicting the conclusions for left-hand 2D:4D in Nicolaou et al. (2018).'"
10.1177/1043986218769989,https://doi.org/10.1177/1043986218769989,True,https://doi.org/10.2307/2094796,"Archer, D.; Gartner, R.",Violent acts and violent times: A comparative approach to postwar homicide,American Sociological Review,41,6,937-963,1976,Wars increase postwar homicide rates because they legitimize the use of violence as a means of conflict resolution,inconclusive,criminology,comparative criminology,"The authors state they ""were able to replicate their findings"" using original methods, but note ""when we applied multiple regression adjusting for potential confounders, the results became less consistent across wars... and over time."" The time series results provided only ""modest support,"" with stronger effects for WWI than WWII, and the extension to modern wars found ""no support for the legitimation of violence argument."""
10.1177/106939719502900203,https://doi.org/10.1177/106939719502900203,True,https://doi.org/10.1525/eth.1984.12.2.02a00040,"Somersan, S.",Death symbolism in matrilineal societies,Ethos,12,2,151-164,1984,"Matrilineal societies exhibit a distinct pattern of death symbolism characterized by beliefs in ancestral spirits, reincarnation, and an afterlife whose quality is unconditional on earthly behavior",failure,sociology,cross-cultural anthropology,"The authors explicitly state in the abstract ""None of her findings were supported in this replication study"" and in the conclusion ""I have identified sampling error as the most likely reason why I failed to replicate Somersan's (1984) tests of death symbolism."" Three of four statistical tests that were significant in the original study were non-significant in the replication."
10.1177/1359104519838593,https://doi.org/10.1177/1359104519838593,True,https://doi.org/10.1016/j.adolescence.2017.01.006,"Sumia, M.; Lindberg, N.; Työläjärvi, M.; Kaltiala-Heino, R.",Current and recalled childhood gender identity in community youth in comparison to referred adolescents seeking sex reassignment,Journal of Adolescence,56,1,34-39,2017,"Potentially clinically significant gender dysphoria can be measured in adolescent populations using the GIDYQ-A questionnaire, with prevalence rates of 2.2% in males and 0.5% in females among Finnish junior high school students",success,psychology,developmental psychology,"The replication successfully used the same methodology (GIDYQ-A questionnaire in Finnish junior high schools) and confirmed measurable prevalence of gender dysphoria. The authors state: 'GD appears more common than it was 5 years earlier among Finnish junior high school students' and 'feelings of GD have increased in the adolescent population in Finland,' confirming both the measurement approach and detecting temporal changes."
10.1177/147470491401200510,https://doi.org/10.1177/147470491401200510,True,https://doi.org/10.1016/s0092-6566(02)00529-9,"Haselton, M.",The sexual overperception bias: Evidence of a systematic bias in men from a survey of naturally occuring events,Journal of Reseach in Personality,37,1,34-47,2003,"Women report being subject to opposite-sex sexual overperception far more often than underperception, while this difference is small for men, reflecting a systematic sexual overperception bias in men predicted by Error Management Theory",success,psychology,social psychology,"The authors explicitly state: ""All three original EMT generated hypotheses were strongly supported"" and ""The general pattern of findings suggests that this study of Norwegian students—using identical methodology—closely replicates Haselton's (2003) original findings of sex biases in sexual misperception of naturally occurring events."""
10.1177/153331750001500309,https://doi.org/10.1177/153331750001500309,True,,"Ries, D.",Caregivers and the ministry of Alzheimer's disease. The American Journal of Alzheimer's Care and Related Disorders and Research,The American Journal of Alzheimer's Care and Related Disorders and Research,,,31-36,1993,"Montana clergy demonstrate knowledge about Alzheimer's disease, and caregiving families hold varied expectations for and satisfaction with clergy support",inconclusive,medicine,geriatric care,"The replication showed mixed results. Clergy knowledge scores replicated successfully (p = 0.908), but the authors conclude that ""responses of Kentuckiana families indicated less satisfaction with clergy support received than was the case in the Ries study,"" with significant differences in dissatisfaction with clergy understanding of the afflicted's needs (p = 0.019). The authors attribute differences to urban versus rural contexts rather than outright replication failure."
10.1177/1745691614545653,https://doi.org/10.1177/1745691614545653,True,https://doi.org/10.1016/0010-0285(90)90003-m,"Schooler, J.; Engstler-Schooler, T.",Verbal overshadowing of visual memories: Some things are better left unsaid,Cognitive Psychology,22,1,36-71,1990,"Verbally describing a person's appearance impairs later recognition memory for that person, with participants who described a robber being approximately 25% worse at identifying the robber in a lineup compared to a control condition",success,psychology,cognitive psychology,"The authors explicitly conclude that 'these findings reveal a robust verbal overshadowing effect' and that the studies 'provide clear evidence for verbal overshadowing.' RRR2, which matched the original task order, produced a meta-analytic effect size of -16.31% that was close to the original -25%, while RRR1 showed a smaller but still significant effect of -4.01%. The authors frame both as successful replications, with task order moderating effect size."
10.1177/1745691615605826,https://doi.org/10.1177/1745691615605826,True,,"Hart, W.; Albarracín, D.",Learning about what others were doing: Verb aspect and attributions of mundane and criminal intent for past actions,Psychological Science,22,,261-266,2011,"Actions described using imperfective grammatical aspect (e.g., 'was shooting') are judged as more intentional than actions described using perfective aspect (e.g., 'shot'), and are processed in greater detail",failure,psychology,cognitive psychology,"The authors explicitly state: 'The results of this large-scale, multilab direct replication...are not consistent with the original result that actions described in imperfective aspect are considered to be more intentional.' The meta-analysis found d = -0.24 for criminal intentionality (95% CI: -0.50 to 0.02) and d = -0.08 for detailed processing (95% CI: -0.23 to 0.07), both close to zero and including zero in confidence intervals, compared to the original study's d = 0.67-0.77."
10.1177/1745691615625899,https://doi.org/10.1177/1745691615625899,False,,,,,,,,,,,,,
10.1177/1745691616652871,https://doi.org/10.1177/1745691616652871,False,,,,,,,,,,,,,
10.1177/1745691616664694,https://doi.org/10.1177/1745691616664694,True,https://doi.org/10.1037/0022-3514.82.6.956,"Finkel, E.; Rusbult, C.; Kumashiro, M.; Hannon, P.",Dealing with betrayal in close relationships: Does commitment promote forgiveness?,Journal of Personality and Social Psychology,82,,956-974,2002,Priming participants to think about their commitment to their romantic partner (vs. independence from their partner) causes reduced destructive forgiveness responses (exit and neglect) to hypothetical relationship betrayals,failure,psychology,social psychology,"The authors explicitly state ""The results of this large-scale, multilab direct replication... are not consistent with the original result"" and ""we failed to replicate the pattern of findings."" The manipulation check showed no effect on commitment (original: 1.33 points, RRR: .02 points), and there were no effects on exit (RRR: -.06, 95% CI: -.17 to .05) or neglect (RRR: -.06, 95% CI: -.18 to .07) forgiveness responses."
10.1177/1745691617693625,https://doi.org/10.1177/1745691617693625,False,,,,,,,,,,,,,
10.1177/1745691618755704,https://doi.org/10.1177/1745691618755704,True,https://doi.org/10.4324/9780203496398-16,"Dijksterhuis, A.; Van Knippenberg, A.","The relation between perception and behavior, or how to win a game of Trivial Pursuit",Journal of Personality and Social Psychology,74,,865-877,1998,Priming participants with a category associated with intelligence (professor) increases performance on a trivia test compared to priming with a category associated with lack of intelligence (soccer hooligans),failure,psychology,social psychology,"The authors explicitly state in their General Discussion that 'the meta-analytic results of this multilab replication provided little empirical support for a difference in trivia performance' and that 'these experiments did not find the difference in trivia performance originally observed in Dijksterhuis and van Knippenberg's (1998) Experiment 4.' The meta-analytic effect was 0.14% (95% CI = [-0.71%, 1.00%]), essentially zero."
10.1177/1948550616662026,https://doi.org/10.1177/1948550616662026,True,https://doi.org/10.1111/j.1467-9280.2009.02339.x,"Roberts, B.; Smith, J.; Jackson, J.; Edmonds, G.",Compensatory conscientiousness and health in older couples,Psychological Science,20,,553-559,2009,"Partner conscientiousness predicts better self-rated health and fewer physical limitations in older married couples, with a synergistic interaction effect where husbands high in both conscientiousness and neuroticism predict better health in their wives",success,psychology,social psychology,"The authors conclude: ""In this direct replication of [16], we found very similar results"" and note that ""ten out of fourteen of the originally statistically significant effects were statistically significant in this replication study."" The focal effects of partner conscientiousness and the interaction between husbands' conscientiousness and neuroticism were successfully replicated."
10.1177/2515245918777487,https://doi.org/10.1177/2515245918777487,True,https://doi.org/10.1037/0022-3514.37.10.1660,"Srull, T.; Wyer, R.",The role of category accessibility in the interpretation of information about persons: Some determinants and implications,Journal of Personality and Social Psychology,37,,1660-1672,1979,Exposing participants to hostility-related stimuli causes them to subsequently interpret ambiguous behaviors as more hostile,failure,psychology,social psychology,"The authors conclude: ""Our results suggest that the procedures we used in this replication study are unlikely to produce an assimilative priming effect that researchers could practically and routinely detect."" The meta-analytic effects were close to zero (0.08 points for protagonist ratings, -0.08 for behavior ratings) compared to the original ~3 scale point differences, with one measure going in the opposite direction."
10.1177/2515245918781032,https://doi.org/10.1177/2515245918781032,True,https://doi.org/10.1509/jmkr.45.6.633,"Mazar, N.; Amir, O.; Ariely, D.",The dishonesty of honest people: A theory of self-concept maintenance,Journal of Marketing Research,45,,633-644,2008,Recalling the Ten Commandments (a moral reminder) reduces cheating on a problem-solving task compared to recalling neutral information,failure,psychology,social psychology,"The authors explicitly conclude: ""In sum, we did not observe the predicted reduction in cheating following priming with the Ten Commandments. These results call into question the effectiveness of using the Ten Commandments as a moral prime to reduce cheating."" The replication found an effect of d = -0.04 (95% CI = [-0.12, 0.04]), essentially zero and numerically opposite to the original effect of d = 0.48."
