doi,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1176/appi.ajp.2017.15050657,GERI-BD: A Randomized Double-Blind Controlled Trial of Lithium and Divalproex in the Treatment of Mania in Older Patients With Bipolar Disorder.,The American journal of psychiatry,2017,Young RC; Mulsant BH; Sajatovic M.; Gildengers AG; Gyulai L.; Al Jurdi RK; Beyer J.; Evans J.; Banerjee S.; Greenberg R.; Marino P.; Kunik ME; Chen P.; Barrett M.; Schulberg HC; Bruce ML; Reynolds CF 3rd; Alexopoulos GS,174,11,1086-1093,https://doi.org/10.1176--appi.ajp.2017.15050657
10.1176/appi.ajp.2017.16101200,Adjunctive Bright Light Therapy for Bipolar Depression: A Randomized Double-Blind Placebo-Controlled Trial.,The American journal of psychiatry,2018,Sit DK; McGowan J.; Wiltrout C.; Diler RS; Dills JJ; Luther J.; Yang A.; Ciolino JD; Seltman H.; Wisniewski SR; Terman M.; Wisner KL,175,2,131-139,https://doi.org/10.1176--appi.ajp.2017.16101200
10.1177/0004867419894067,Lithium vs valproate in the maintenance treatment of bipolar I disorder: A post- hoc analysis of a randomized double-blind placebo-controlled trial.,The Australian and New Zealand journal of psychiatry,2020,Kang MG; Qian H.; Keramatian K.; Chakrabarty T.; Saraf G.; Lam RW; Wong H.; Yatham LN,54,3,298-307,https://doi.org/10.1177--0004867419894067
10.1177/1359786806063076,Olanzapine - relapse prevention following mania.,"Journal of psychopharmacology (Oxford, England)",2006,Dando S.; Tohen M.,20,2 Suppl,31-8,https://doi.org/10.1177--1359786806063076
10.1185/030079908x253933,Response and remission rates in Chinese patients with bipolar mania treated for 4 weeks with either quetiapine or lithium: a randomized and double-blind study.,Current medical research and opinion,2008,Li H.; Ma C.; Wang G.; Zhu X.; Peng M.; Gu N.,24,1,1-10,https://doi.org/10.1185--030079908x253933
10.1185/03007991003779380,"Assessment of safety, tolerability and effectiveness of adjunctive aripiprazole to lithium/valproate in bipolar mania: a 46-week, open-label extension following a 6-week double-blind study.",Current medical research and opinion,2010,Vieta E.; Owen R.; Baudelet C.; McQuade RD; Sanchez R.; Marcus RN,26,6,1485-96,https://doi.org/10.1185--03007991003779380
10.1186/1471-244x-3-7,Ritanserin as an adjunct to lithium and haloperidol for the treatment of medication-naive patients with acute mania: a double blind and placebo controlled trial.,BMC psychiatry,2003,Akhondzadeh S.; Mohajari H.; Reza Mohammadi M.; Amini H.,3,,7,https://doi.org/10.1186--1471-244x-3-7
10.1186/2008-2231-20-43,Role of Omega-3 fatty acids in preventing metabolic disturbances in patients on olanzapine plus either sodium valproate or lithium: a randomized double-blind placebo-controlled trial.,"Daru : journal of Faculty of Pharmacy, Tehran University of Medical Sciences",2012,Faghihi T.; Jahed A.; Mahmoudi-Gharaei J.; Sharifi V.; Akhondzadeh S.; Ghaeli P.,20,1,43,https://doi.org/10.1186--2008-2231-20-43
10.1186/s12991-016-0096-0,Bipolar II compared with bipolar I disorder: baseline characteristics and treatment response to quetiapine in a pooled analysis of five placebo-controlled clinical trials of acute bipolar depression.,Annals of general psychiatry,2016,Datto C.; Pottorf WJ; Feeley L.; LaPorte S.; Liss C.,15,,9,https://doi.org/10.1186--s12991-016-0096-0
10.1186/s13063-019-3655-2,A randomized controlled trial comparing lithium plus valproic acid versus lithium plus carbamazepine in young patients with type 1 bipolar disorder: the LICAVAL study.,Trials,2019,Missio G.; Moreno DH; Demetrio FN; Soeiro-de-Souza MG; Dos Santos Fernandes F.; Barros VB; Moreno RA,20,1,608,https://doi.org/10.1186--s13063-019-3655-2
10.1186/s40345-014-0014-9,"Lithium as add-on to quetiapine XR in adult patients with acute mania: a 6-week, multicenter, double-blind, randomized, placebo-controlled study.",International journal of bipolar disorders,2014,Bourin MS; Severus E.; Schronen JP; Gass P.; Szamosi J.; Eriksson H.; Chandrashekar H.,2,,14,https://doi.org/10.1186--s40345-014-0014-9
10.1192/bjp.128.5.479,A double-blind comparison of lithium carbonate and maprotiline in the prophylaxis of the affective disorders.,The British journal of psychiatry : the journal of mental science,1976,Coppen A.; Montgomery SA; Gupta RK; Bailey JE,128,,479-85,https://doi.org/10.1192--bjp.128.5.479
10.1192/bjp.163.5.574,Predictors of response to lithium and triiodothyronine augmentation of antidepressants in tricyclic non-responders.,The British journal of psychiatry : the journal of mental science,1993,Joffe RT; Levitt AJ; Bagby RM; MacDonald C.; Singer W.,163,,574-8,https://doi.org/10.1192--bjp.163.5.574
10.1192/bjp.182.2.141,"Mood stabilisers plus risperidone or placebo in the treatment of acute mania. International, double-blind, randomised controlled trial.",The British journal of psychiatry : the journal of mental science,2003,Yatham LN; Grossman F.; Augustyns I.; Vieta E.; Ravindran A.,182,,141-7,https://doi.org/10.1192--bjp.182.2.141
10.1192/bjp.184.4.337,Relapse prevention in bipolar I disorder: 18-month comparison of olanzapine plus mood stabiliser v. mood stabiliser alone.,The British journal of psychiatry : the journal of mental science,2004,Tohen M.; Chengappa KN; Suppes T.; Baker RW; Zarate CA; Bowden CL; Sachs GS; Kupfer DJ; Ghaemi SN; Feldman PD; Risser RC; Evans AR; Calabrese JR,184,,337-45,https://doi.org/10.1192--bjp.184.4.337
10.1192/bjp.185.1.37,Psychotherapy alone and combined with pharmacotherapy in the treatment of depression.,The British journal of psychiatry : the journal of mental science,2004,de Jonghe F.; Hendricksen M.; van Aalst G.; Kool S.; Peen V.; Van R.; van den Eijnden E.; Dekker J.,185,,37-45,https://doi.org/10.1192--bjp.185.1.37
10.1192/bjp.bp.115.169375,Short-term venlafaxine v. lithium monotherapy for bipolar type II major depressive episodes: effectiveness and mood conversion rate.,The British journal of psychiatry : the journal of mental science,2016,Amsterdam JD; Lorenzo-Luaces L.; Soeller I.; Li SQ; Mao JJ; DeRubeis RJ,208,4,359-65,https://doi.org/10.1192--bjp.bp.115.169375
10.1210/jcem.81.4.8636369,Improvement of insulin sensitivity by metformin treatment does not lower blood pressure of nonobese insulin-resistant hypertensive patients with normal glucose tolerance.,The Journal of clinical endocrinology and metabolism,1996,Dorella M.; Giusto M.; Da Tos V.; Campagnolo M.; Palatini P.; Rossi G.; Ceolotto G.; Felice M.; Semplicini A.; Del Prato S.,81,4,1568-74,https://doi.org/10.1210--jcem.81.4.8636369
10.1542/peds.2015-0743,"Lithium in the Acute Treatment of Bipolar I Disorder: A Double-Blind, Placebo-Controlled Study.",Pediatrics,2015,Findling RL; Robb A.; McNamara NK; Pavuluri MN; Kafantaris V.; Scheffer R.; Frazier JA; Rynn M.; DelBello M.; Kowatch RA; Rowles BM; Lingler J.; Martz K.; Anand R.; Clemons TE; Taylor-Zapata P.,136,5,885-94,https://doi.org/10.1542--peds.2015-0743
10.1586/ern.10.66,Ziprasidone HCl capsules for the adjunctive maintenance treatment of bipolar disorder in adults.,Expert review of neurotherapeutics,2010,Citrome L.,10,7,1031-7,https://doi.org/10.1586--ern.10.66
10.18869/mjiri.31.16,Comparison of the effect of lithium plus quetiapine with lithium plus risperidone in children and adolescents with bipolar I disorder: a randomized clinical trial.,Medical journal of the Islamic Republic of Iran,2017,Habibi N.; Dodangi N.; Nazeri A.,31,,16,https://doi.org/10.18869--mjiri.31.16
10.2165/00002018-200427030-00002,Safety and tolerability of lamotrigine for bipolar disorder.,Drug safety,2004,Bowden CL; Asnis GM; Ginsberg LD; Bentley B.; Leadbetter R.; White R.,27,3,173-84,https://doi.org/10.2165--00002018-200427030-00002
10.2165/00023210-200721100-00004,Ziprasidone for the treatment of acute manic or mixed episodes associated with bipolar disorder.,CNS drugs,2007,Warrington L.; Lombardo I.; Loebel A.; Ice K.,21,10,835-49,https://doi.org/10.2165--00023210-200721100-00004
10.3389/fnut.2021.798036,Exploring the Effects of Greek Yogurt Supplementation and Exercise Training on Serum Lithium and Its Relationship With Musculoskeletal Outcomes in Men.,Frontiers in nutrition,2021,Baranowski RW; Skelly LE; Josse AR; Fajardo VA,8,,798036,https://doi.org/10.3389--fnut.2021.798036
10.4088/jcp.13m08741,"Long-term, low-dose lithium treatment does not impair renal function in the elderly: a 2-year randomized, placebo-controlled trial followed by single-blind extension.",The Journal of clinical psychiatry,2014,Aprahamian I.; Santos FS; dos Santos B.; Talib L.; Diniz BS; Radanovic M.; Gattaz WF; Forlenza OV,75,7,e672-8,https://doi.org/10.4088--jcp.13m08741
10.4088/jcp.15m10261,"Efficacy of Lurasidone in Adults Aged 55 Years and Older With Bipolar Depression: Post Hoc Analysis of 2 Double-Blind, Placebo-Controlled Studies.",The Journal of clinical psychiatry,2016,Sajatovic M.; Forester BP; Tsai J.; Kroger H.; Pikalov A.; Cucchiaro J.; Loebel A.,77,10,e1324-e1331,https://doi.org/10.4088--jcp.15m10261
10.4088/jcp.v66n0116,"A randomized, double-blind, placebo-controlled efficacy and safety study of quetiapine or lithium as monotherapy for mania in bipolar disorder.",The Journal of clinical psychiatry,2005,Bowden CL; Grunze H.; Mullen J.; Brecher M.; Paulsson B.; Jones M.; Vågerö M.; Svensson K.,66,1,111-21,https://doi.org/10.4088--jcp.v66n0116
10.4088/jcp.v67n1105,"Adjunctive topiramate therapy in patients receiving a mood stabilizer for bipolar I disorder: a randomized, placebo-controlled trial.",The Journal of clinical psychiatry,2006,Roy Chengappa KN; Schwarzman LK; Hulihan JF; Xiang J.; Rosenthal NR,67,11,1698-706,https://doi.org/10.4088--jcp.v67n1105
10.4088/pcc.11m01182,"A 52-week, double-blind evaluation of the metabolic effects of aripiprazole and lithium in bipolar I disorder.",The primary care companion for CNS disorders,2011,McIntyre RS; McElroy SL; Eudicone JM; Forbes RA; Carlson BX; Baker RA,13,6,,https://doi.org/10.4088--pcc.11m01182
10.64719/pb.4433,Short Term Second-Generation Antidepressant Monotherapy in Acute Depressive Episodes of Bipolar II Disorder: A Systematic Review and Meta-Analysis.,Psychopharmacology bulletin,2022,Park JH; Nuñez NA; Gardea-Resendez M.; Gerberi DJ; Breitinger S.; Veldic M.; Frye MA; Singh B.,52,2,45-72,https://doi.org/10.64719--pb.4433
10.64719/pb.4604,Sequential Multiple Assignment Randomized Treatment (SMART) for Bipolar Disorder at Any Phase of Illness and at least Mild Symptom Severity.,Psychopharmacology bulletin,2020,Gao K.; Arnold JG; Prihoda TJ; Quinones M.; Singh V.; Schinagle M.; Conroy C.; D'Arcangelo N.; Bai Y.; Calabrese JR; Bowden CL,50,2,8-25,https://doi.org/10.64719--pb.4604
10.1001/archpsyc.1969.01740150029005,Lithium retention and excretion. The effect of sodium and fluid intake.,Archives of general psychiatry,1969,Platman SR; Fieve RR,20,3,285-9,https://doi.org/10.1001--archpsyc.1969.01740150029005
10.1001/archpsyc.1973.04200060095015,Negative sodium balance in lithium carbonate toxicity. Evidence of mineralocorticoid blockade.,Archives of general psychiatry,1973,Baer L.; Glassman AH; Kassir S.,29,6,823-7,https://doi.org/10.1001--archpsyc.1973.04200060095015
10.1001/archpsyc.1982.04290050051010,"Body composition in affective disorder before, during, and after lithium carbonate therapy.",Archives of general psychiatry,1982,Colt EW; Dunner DL; Wang J.; Ross DC; Pierson RN; Fieve RR,39,5,577-81,https://doi.org/10.1001--archpsyc.1982.04290050051010
10.1002/da.20273,Lithium therapy for unipolar and bipolar depression among the middle-aged and older adult patient subpopulation.,Depression and anxiety,2007,Lepkifker E.; Iancu I.; Horesh N.; Strous RD; Kotler M.,24,8,571-6,https://doi.org/10.1002--da.20273
10.1002/da.22479,LURASIDONE IN THE LONG-TERM TREATMENT OF PATIENTS WITH BIPOLAR DISORDER: A 24-WEEK OPEN-LABEL EXTENSION STUDY.,Depression and anxiety,2016,Ketter TA; Sarma K.; Silva R.; Kroger H.; Cucchiaro J.; Loebel A.,33,5,424-34,https://doi.org/10.1002--da.22479
10.1002/gps.5517,Tolerability of lithium: A naturalistic discontinuation study in older inpatients (≥60 years).,International journal of geriatric psychiatry,2021,Flapper M.; van Melick E.; van Campen J.; Schutter N.; Kok R.,36,8,1231-1240,https://doi.org/10.1002--gps.5517
10.1002/hbm.26682,Principal component analysis as an efficient method for capturing multivariate brain signatures of complex disorders-ENIGMA study in people with bipolar disorders and obesity.,Human brain mapping,2024,McWhinney SR; Hlinka J.; Bakstein E.; Dietze LMF; Corkum ELV; Abé C.; Alda M.; Alexander N.; Benedetti F.; Berk M.; Bøen E.; Bonnekoh LM; Boye B.; Brosch K.; Canales-Rodríguez EJ; Cannon DM; Dannlowski U.; Demro C.; Diaz-Zuluaga A.; Elvsåshagen T.; Eyler LT; Fortea L.; Fullerton JM; Goltermann J.; Gotlib IH; Grotegerd D.; Haarman B.; Hahn T.; Howells FM; Jamalabadi H.; Jansen A.; Kircher T.; Klahn AL; Kuplicki R.; Lahud E.; Landén M.; Leehr EJ; Lopez-Jaramillo C.; Mackey S.; Malt U.; Martyn F.; Mazza E.; McDonald C.; McPhilemy G.; Meier S.; Meinert S.; Melloni E.; Mitchell PB; Nabulsi L.; Nenadić I.; Nitsch R.; Opel N.; Ophoff RA; Ortuño M.; Overs BJ; Pineda-Zapata J.; Pomarol-Clotet E.; Radua J.; Repple J.; Roberts G.; Rodriguez-Cano E.; Sacchet MD; Salvador R.; Savitz J.; Scheffler F.; Schofield PR; Schürmeyer N.; Shen C.; Sim K.; Sponheim SR; Stein DJ; Stein F.; Straube B.; Suo C.; Temmingh H.; Teutenberg L.; Thomas-Odenthal F.; Thomopoulos SI; Urosevic S.; Usemann P.; van Haren NEM; Vargas C.; Vieta E.; Vilajosana E.; Vreeker A.; Winter NR; Yatham LN; Thompson PM; Andreassen OA; Ching CRK; Hajek T.,45,8,e26682,https://doi.org/10.1002--hbm.26682
10.1002/hup.2413,"Is environmental temperature related to renal symptoms, serum lithium levels, and other laboratory test results in current lithium users?",Human psychopharmacology,2014,Rej S.; AlAqeel B.; Segal M.; Low NC; Mucsi I.; Holcroft C.; Looper K.,29,4,392-6,https://doi.org/10.1002--hup.2413
10.1002/hup.2752,"Coprescription of mood stabilizers in schizophrenia, dosing, and clinical correlates: An international study.",Human psychopharmacology,2020,Lim WK; Chew QH; He YL; Si TM; Chiu FH; Xiang YT; Kato TA; Kanba S.; Shinfuku N.; Lee MS; Park SC; Park YC; Chong MY; Lin SK; Yang SY; Tripathi A.; Avasthi A.; Grover S.; Kallivayalil RA; Udomratn P.; Chee KY; Tanra AJ; Rabbani MG; Javed A.; Kathiarachchi S.; Waas D.; Myint WA; Sartorius N.; Tran VC; Nguyen KV; Tan CH; Baldessarini RJ; Sim K.,35,6,1-7,https://doi.org/10.1002--hup.2752
10.1002/hup.783,Lithium augmentation of topiramate for bipolar disorder with comorbid binge eating disorder and obesity.,Human psychopharmacology,2006,Kotwal R.; Guerdjikova A.; McElroy SL; Keck PE Jr,21,7,425-31,https://doi.org/10.1002--hup.783
10.1002/jcph.2089,Lithium Pharmacokinetics in the Perinatal Patient With Bipolar Disorder.,Journal of clinical pharmacology,2022,Clark CT; Newmark RL; Wisner KL; Stika C.; Avram MJ,62,11,1385-1392,https://doi.org/10.1002--jcph.2089
10.1007/bf01380006,Side effects of chronic lithium therapy in Hong Kong Chinese: an ethnopsychiatric perspective.,"Culture, medicine and psychiatry",1993,Lee S.,17,3,301-20,https://doi.org/10.1007--bf01380006
10.1007/bf01427042,Successful preoperative preparation for thyroidectomy in Graves' disease using lithium alone: report of two cases.,Surgery today,1994,Mochinaga N.; Eto T.; Maekawa Y.; Tsunoda T.; Kanematsu T.; Izumi M.,24,5,464-7,https://doi.org/10.1007--bf01427042
10.1007/bf02105412,Lithium for irritability in post-traumatic stress disorder.,Journal of traumatic stress,1995,Forster PL; Schoenfeld FB; Marmar CR; Lang AJ,8,1,143-9,https://doi.org/10.1007--bf02105412
10.1007/bf02193747,On the pathogenesis of abnormal involuntary movements in lithium-treated patients with major affective disorder.,European archives of psychiatry and clinical neuroscience,1991,Axelsson R.; Nilsson A.,241,1,1-7,https://doi.org/10.1007--bf02193747
10.1007/s00213-004-2038-9,Plasma levels of leptin and endogenous immune modulators during treatment with carbamazepine or lithium.,Psychopharmacology,2005,Himmerich H.; Koethe D.; Schuld A.; Yassouridis A.; Pollmächer T.,179,2,447-51,https://doi.org/10.1007--s00213-004-2038-9
10.1007/s00406-017-0847-1,Relationships between low-grade peripheral inflammation and psychotropic drugs in schizophrenia: results from the national FACE-SZ cohort.,European archives of psychiatry and clinical neuroscience,2018,Fond G.; Resseguier N.; Schürhoff F.; Godin O.; Andrianarisoa M.; Brunel L.; Bulzacka E.; Aouizerate B.; Berna F.; Capdevielle D.; Chereau I.; D'Amato T.; Dubertret C.; Dubreucq J.; Faget C.; Gabayet F.; Lançon C.; Llorca PM; Mallet J.; Misdrahi D.; Passerieux C.; Rey R.; Schandrin A.; Urbach M.; Vidailhet P.; Boyer L.; Leboyer M.,268,6,541-553,https://doi.org/10.1007--s00406-017-0847-1
10.1007/s00787-002-0255-5,"Triglyceride, cholesterol and weight changes among risperidone-treated youths. A retrospective study.",European child & adolescent psychiatry,2002,Martin A.; L'Ecuyer S.,11,3,129-33,https://doi.org/10.1007--s00787-002-0255-5
10.1007/s00787-006-0552-5,Adjunctive olanzapine treatment in bipolar adolescents responding insufficiently to mood stabilizers. Four case reports.,European child & adolescent psychiatry,2006,Emiroglu FN; Gencer O.; Ozbek A.,15,8,500-3,https://doi.org/10.1007--s00787-006-0552-5
10.1007/s11126-006-7963-9,Adjunct divalproex or lithium to clozapine in treatment-resistant schizophrenia.,The Psychiatric quarterly,2006,Kelly DL; Conley RR; Feldman S.; Yu Y.; McMahon RP; Richardson CM,77,1,81-95,https://doi.org/10.1007--s11126-006-7963-9
10.1007/s11920-006-0056-5,New findings from the Bipolar Collaborative Network: clinical implications for therapeutics.,Current psychiatry reports,2006,Post RM; Altshuler LL; Frye MA; Suppes T.; McElroy S.; Keck PE Jr; Leverich GS; Kupka R.; Nolen WA; Grunze H.,8,6,489-97,https://doi.org/10.1007--s11920-006-0056-5
10.1007/s12011-021-03077-3,"Association Between Essential and Non-essential Metals, Body Composition, and Metabolic Syndrome in Adults.",Biological trace element research,2022,Ngu YJ; Skalny AV; Tinkov AA; Tsai CS; Chang CC; Chuang YK; Nikolenko VN; Zotkin DA; Chiu CF; Chang JS,200,12,4903-4915,https://doi.org/10.1007--s12011-021-03077-3
10.1007/s40261-013-0120-y,"The efficacy and safety of switching to ziprasidone from olanzapine in patients with bipolar I disorder: an 8-week, multicenter, open-label study.",Clinical drug investigation,2013,Lee HB; Yoon BH; Kwon YJ; Woo YS; Lee JG; Kim MD; Bahk WM,33,10,743-53,https://doi.org/10.1007--s40261-013-0120-y
10.1016/0010-440x(71)90019-8,Lithium's site of action: clues from side effects.,Comprehensive psychiatry,1971,O'Connell RA,12,3,224-9,https://doi.org/10.1016--0010-440x(71)90019-8
10.1016/0010-440x(74)90015-7,Lithium treatment of depression.,Comprehensive psychiatry,1974,Noyes R. Jr; Dempsey GM; Blum A.; Cavanaugh GL,15,3,187-93,https://doi.org/10.1016--0010-440x(74)90015-7
10.1016/0278-5846(83)90118-5,Clinical implications of research on the mechanism of action of lithium.,Progress in neuro-psychopharmacology & biological psychiatry,1983,Belmaker RH; Lerer B.; Klein E.; Newman M.; Dick E.,7,2-3,287-96,https://doi.org/10.1016--0278-5846(83)90118-5
10.1016/0306-4530(84)90005-2,"Melatonin in relation to body measures, sex, age, season and the use of drugs in patients with major affective disorders and healthy subjects.",Psychoneuroendocrinology,1984,Beck-Friis J.; von Rosen D.; Kjellman BF; Ljunggren JG; Wetterberg L.,9,3,261-77,https://doi.org/10.1016--0306-4530(84)90005-2
10.1016/0924-977x(96)88357-x,,,,,,,,
10.1016/j.ajo.2014.11.003,Overweight and obesity in pediatric secondary pseudotumor cerebri syndrome.,American journal of ophthalmology,2015,Paley GL; Sheldon CA; Burrows EK; Chilutti MR; Liu GT; McCormack SE,159,2,344-52.e1,https://doi.org/10.1016--j.ajo.2014.11.003
10.1016/j.ajp.2011.02.002,Thyroid function and lipid profile in bipolar I patients.,Asian journal of psychiatry,2011,Ezzaher A.; Haj Mouhamed D.; Mechri A.; Neffati F.; Douki W.; Gaha L.; Najjar MF,4,2,139-43,https://doi.org/10.1016--j.ajp.2011.02.002
10.1016/j.ando.2007.05.004,[Nephrogenic diabetes insipidus during lithium acute intoxication].,Annales d'endocrinologie,2007,Abodo J.; Seux V.; Koffi-Dago P.; Dalco O.; Renaud-Lévy O.; Tassy S.; Million M.; Lokrou A.; Soubeyrand J.; Retornaz F.,68,6,467-9,https://doi.org/10.1016--j.ando.2007.05.004
10.1016/j.biopsych.2004.07.003,A high prevalence of organ-specific autoimmunity in patients with bipolar disorder.,Biological psychiatry,2004,Padmos RC; Bekris L.; Knijff EM; Tiemeier H.; Kupka RW; Cohen D.; Nolen WA; Lernmark A.; Drexhage HA,56,7,476-82,https://doi.org/10.1016--j.biopsych.2004.07.003
10.1016/j.comppsych.2004.07.029,A case of seasonal bipolar disorder exacerbated by Cushing's disease.,Comprehensive psychiatry,2005,Ghadirian AM; Marcovitz S.; Pearson Murphy BE,46,2,155-8,https://doi.org/10.1016--j.comppsych.2004.07.029
10.1016/j.comppsych.2007.08.002,Hospital use of antipsychotic drugs: polytherapy.,Comprehensive psychiatry,2008,Centorrino F.; Cincotta SL; Talamo A.; Fogarty KV; Guzzetta F.; Saadeh MG; Salvatore P.; Baldessarini RJ,49,1,65-9,https://doi.org/10.1016--j.comppsych.2007.08.002
10.1016/j.earlhumdev.2011.09.013,"Fetal, neonatal and developmental outcomes of lithium-exposed pregnancies.",Early human development,2012,van der Lugt NM; van de Maat JS; van Kamp IL; Knoppert-van der Klein EA; Hovens JG; Walther FJ,88,6,375-8,https://doi.org/10.1016--j.earlhumdev.2011.09.013
10.1016/j.eatbeh.2013.01.001,"The relationships among psychiatric medications, eating behaviors, and weight.",Eating behaviors,2013,Davison KM,14,2,187-91,https://doi.org/10.1016--j.eatbeh.2013.01.001
10.1016/j.ekir.2020.05.015,Treatment of Nephrogenic Diabetes Insipidus Patients With cGMP-Stimulating Drugs Does Not Mitigate Polyuria or Increase Urinary Concentrating Ability.,Kidney international reports,2020,Hinrichs GR; Mortensen LA; Bistrup C.; Dieperink HH; Jensen BL,5,8,1319-1325,https://doi.org/10.1016--j.ekir.2020.05.015
10.1016/j.envres.2019.01.012,Pre- and postnatal environmental boron exposure and infant growth: Results from a mother-child cohort in northern Argentina.,Environmental research,2019,Hjelm C.; Harari F.; Vahter M.,171,,60-68,https://doi.org/10.1016--j.envres.2019.01.012
10.1016/j.euroneuro.2018.11.1103,Psychopharmacological prescribing practices in pregnancy for women with severe mental illness: A multicentre study.,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,2019,Galbally M.; Frayne J.; Watson SJ; Snellen M.,29,1,57-65,https://doi.org/10.1016--j.euroneuro.2018.11.1103
10.1016/j.euroneuro.2018.12.006,Leptin gene polymorphisms are associated with weight gain during lithium augmentation in patients with major depression.,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,2019,Bopp SK; Heilbronner U.; Schlattmann P.; Mühleisen TW; Bschor T.; Richter C.; Steinacher B.; Stamm TJ; Merkl A.; Herms S.; Köhler S.; Sterzer P.; Hellweg R.; Heinz A.; Cichon S.; Lang UE; Schulze TG; Adli M.; Ricken R.,29,2,211-221,https://doi.org/10.1016--j.euroneuro.2018.12.006
10.1016/j.euroneuro.2021.09.007,A GWAS top hit for circulating leptin is associated with weight gain but not with leptin protein levels in lithium-augmented patients with major depression.,European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,2021,Bopp SK; Heilbronner U.; Schlattmann P.; Buspavanich PJ; Lang UE; Heinz A.; Schulze TG; Adli M.; Mühleisen TW; Ricken R.,53,,114-119,https://doi.org/10.1016--j.euroneuro.2021.09.007
10.1016/j.eurpsy.2004.11.010,Olanzapine treatment in adolescents with severe conduct disorder.,European psychiatry : the journal of the Association of European Psychiatrists,2006,Masi G.; Milone A.; Canepa G.; Millepiedi S.; Mucci M.; Muratori F.,21,1,51-7,https://doi.org/10.1016--j.eurpsy.2004.11.010
10.1016/j.eurpsy.2008.01.658,,,,,,,,
10.1016/j.genhosppsych.2007.05.001,Long-term topiramate treatment of psychotropic drug-induced weight gain: a retrospective chart review.,General hospital psychiatry,2007,Khazaal Y.; Chatton A.; Rusca M.; Preisig M.; Zullino D.,29,5,446-9,https://doi.org/10.1016--j.genhosppsych.2007.05.001
10.1016/j.heliyon.2020.e04553,"The association between leptin and adiponectin, and metabolic syndrome components and serum levels of lipid peroxidation in bipolar disorder patients treated with lithium and valproic acid.",Heliyon,2020,Dolab N.; Kamkar MZ; Amiriani T.; Yuzugulen J.; Marjani M.; Marjani A.,6,7,e04553,https://doi.org/10.1016--j.heliyon.2020.e04553
10.1016/j.jaac.2022.09.379,,,,,,,,
10.1016/j.jad.2004.05.017,Open-label prospective trial of risperidone in combination with lithium or divalproex sodium in pediatric mania.,Journal of affective disorders,2004,Pavuluri MN; Henry DB; Carbray JA; Sampson G.; Naylor MW; Janicak PG,82 Suppl 1,,S103-11,https://doi.org/10.1016--j.jad.2004.05.017
10.1016/j.jad.2005.08.002,Longitudinal evaluation of reproductive function in women treated for bipolar disorder.,Journal of affective disorders,2005,Rasgon NL; Reynolds MF; Elman S.; Saad M.; Frye MA; Bauer M.; Altshuler LL,89,1-3,217-25,https://doi.org/10.1016--j.jad.2005.08.002
10.1016/j.jad.2006.08.009,Atypical antipsychotics related metabolic syndrome in bipolar patients.,Journal of affective disorders,2007,Yumru M.; Savas HA; Kurt E.; Kaya MC; Selek S.; Savas E.; Oral ET; Atagun I.,98,3,247-52,https://doi.org/10.1016--j.jad.2006.08.009
10.1016/j.jad.2006.08.015,Changes in plasma cholesterol in mood disorder patients: does treatment make a difference?,Journal of affective disorders,2007,Gabriel A.,99,1-3,273-8,https://doi.org/10.1016--j.jad.2006.08.015
10.1016/j.jad.2007.04.006,Weight change in the acute treatment of bipolar I disorder: a naturalistic observational study of psychiatric inpatients.,Journal of affective disorders,2008,Kim B.; Kim SJ; Son JI; Joo YH,105,1-3,45-52,https://doi.org/10.1016--j.jad.2007.04.006
10.1016/j.jad.2008.11.011,Medical and substance use comorbidity in bipolar disorder.,Journal of affective disorders,2009,Kemp DE; Gao K.; Ganocy SJ; Caldes E.; Feldman K.; Chan PK; Conroy C.; Bilali S.; Findling RL; Calabrese JR,116,1-2,64-9,https://doi.org/10.1016--j.jad.2008.11.011
10.1016/j.jad.2008.12.018,High prevalence of metabolic disturbances in patients with bipolar disorder in Taiwan.,Journal of affective disorders,2009,Chang HH; Chou CH; Chen PS; Gean PW; Huang HC; Lin CY; Yang YK; Lu RB,117,1-2,124-9,https://doi.org/10.1016--j.jad.2008.12.018
10.1016/j.jad.2009.10.023,"Weight gain, obesity, and metabolic indices following a first manic episode: prospective 12-month data from the Systematic Treatment Optimization Program for Early Mania (STOP-EM).",Journal of affective disorders,2010,Bond DJ; Kauer-Sant'Anna M.; Lam RW; Yatham LN,124,1-2,108-17,https://doi.org/10.1016--j.jad.2009.10.023
10.1016/j.jad.2010.11.037,Effectiveness of olanzapine monotherapy and olanzapine combination treatment in the long term following acute mania--results of a two year observational study in bipolar disorder (EMBLEM).,Journal of affective disorders,2011,Gonzalez-Pinto A.; Vieta E.; Reed C.; Novick D.; Barraco A.; Aguado J.; Haro JM,131,1-3,320-9,https://doi.org/10.1016--j.jad.2010.11.037
10.1016/j.jad.2017.02.026,Hyper- and hypocortisolism in bipolar disorder - A beneficial influence of lithium on the HPA-axis?,Journal of affective disorders,2017,Maripuu M.; Wikgren M.; Karling P.; Adolfsson R.; Norrback KF,213,,161-167,https://doi.org/10.1016--j.jad.2017.02.026
