doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1093/infdis/jiv319,converted,no,no,other,not_applicable,yes,,Staphylococcus aureus biofilm | medical device infection | nattokinase mechanism,,,,,,,,
10.1093/oxfordjournals.jbchem.a002906,converted,no,no,other,not_applicable,yes,,enzyme biochemistry|subtilisin|alkaline protease|structural biology,,,,,,,,
10.1097/01720610-201012000-00002,converted,yes,no,other,not_applicable,yes,editorial,nattokinase|blood thinner|fibrinolytic|cardiovascular|editorial,The antiplatelet effects of aspirin; nattokinase as a blood thinner,Journal of the American Academy of Physician Assistants,2010,Larissa DeDea,23,12,13,https://doi.org/10.1097/01720610-201012000-00002
10.1097/iio.0b013e31819fd66b,converted,no,no,not_applicable,not_applicable,yes,,ophthalmology|vitreous|diabetic retinopathy|enzymatic manipulation,,,,,,,,
10.1107/s0909049513020700,converted,no,no,other,not_applicable,yes,,structural biology | protein crystallography | nattokinase enzyme | X-ray diffraction | deuteration,,,,,,,,
10.1107/s1744309110043137,converted,no,no,other,not_applicable,yes,protocol,crystallography|structural_biology|protein_purification,,,,,,,,
10.1111/1751-7915.13298,converted,no,no,other,not_applicable,yes,,synthetic biology | nattokinase production | genetic engineering | Bacillus subtilis,,,,,,,,
10.1111/j.1348-0421.2000.tb02511.x,converted,no,no,other,not_applicable,yes,,molecular biology | protease genetics | Bacillus pumilus,,,,,,,,
10.1111/j.1472-765x.2006.01966.x,converted,no,no,other,not_applicable,yes,,microbiology|fermentation|Bacillus subtilis|enzyme characterization,,,,,,,,
10.1111/1753-0407.13439,converted,no,no,other,not_applicable,yes,,nattokinase | diabetic retinopathy | preclinical | animal model,,,,,,,,
10.1111/j.1574-6968.2011.02423.x,converted,no,no,other,not_applicable,yes,review,nattokinase|enzyme engineering|directed evolution|fibrinolytic activity|in vitro study,,,,,,,,
10.1111/j.1745-4514.2010.00388.x,converted,no,no,other,not_applicable,yes,review,dipicolinic acid | in vitro cell culture | thrombolytic mechanisms,,,,,,,,
10.1111/j.1745-4530.2006.00051.x,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | response surface methodology | enzyme yield,,,,,,,,
10.1111/jam.13175,converted,no,no,not_applicable,not_applicable,yes,,nattokinase production | bacterial expression | enzyme optimization,,,,,,,,
10.1111/jfbc.12820,converted,no,no,other,not_applicable,yes,,fermentation|ginkgo seeds|nattokinase enzyme|food science,,,,,,,,
10.1111/jfbc.13326,converted,no,no,other,not_applicable,yes,review,nattokinase|fibrinolysis|in vitro|biochemistry,,,,,,,,
10.1111/jfpp.17130,converted,no,no,other,not_applicable,yes,,nattokinase production | enzyme fermentation | okara processing | food science,,,,,,,,
10.1111/jocn.13335,converted,no,no,other,not_applicable,yes,,nursing|medication administration|residential care|delegation,,,,,,,,
10.1128/aem.00442-21,converted,no,no,other,not_applicable,yes,,antibiotic resistance | probiotics | Enterococcus faecalis | pheromone signaling | microbiology,,,,,,,,
10.1111/jfpp.13284,converted,no,no,other,not_applicable,yes,,food science | fermentation | product development,,,,,,,,
10.1128/aac.02008-17,converted,no,yes,other,not_applicable,yes,,Staphylococcus aureus | biofilm infections | device-related infections | fibrinolytic agents | nattokinase mechanism,,,,,,,,
10.1128/aem.02608-17,converted,no,no,other,not_applicable,yes,,CRISPR genome editing | Bacillus licheniformis | nattokinase production | microbial genetics,,,,,,,,
10.1128/aem.62.7.2482-2488.1996,converted,no,no,other,not_applicable,yes,,enzyme purification | microbiology | fermentation | fibrinolytic enzyme,,,,,,,,
10.1134/s0003683824607418,converted,no,no,not_applicable,not_applicable,yes,review,nattokinase|enzyme engineering|ancestral sequence reconstruction|fibrinolytic activity|bioinformatics,,,,,,,,
10.1128/genomea.00526-18,converted,no,no,other,not_applicable,yes,,genomics|microbiology|fermented-food|bacterial-strain,,,,,,,,
10.1152/ajpgi.00185.2016,converted,no,no,other,not_applicable,yes,review,celiac disease | gluten-degrading enzymes | Nattokinase,,,,,,,,
10.1155/tbed/9527934,converted,no,no,other,not_applicable,yes,,prion disease | nattokinase | lumbrokinase | neurodegenerative disease,,,,,,,,
10.1155/2022/5863887,converted,no,no,not_applicable,not_applicable,yes,review,natto|fermented soy|nutritional composition|review article,,,,,,,,
10.1128/spectrum.01322-22,converted,no,no,not_applicable,not_applicable,yes,,biotechnology|fermentation|protein production|synthetic biology,,,,,,,,
10.1159/000252817,converted,yes,no,other,not_applicable,yes,editorial,nattokinase|fibrinolysis|tissue plasminogen activator|in vitro study|mechanistic research,Nattokinase-Promoted Tissue Plasminogen Activator Release from Human Cells,Pathophysiology of Haemostasis and Thrombosis,2007,Chieko Yatagai; Masugi Maruyama; Tomoko Kawahara; Hiroyuki Sumi,36,5,227-232,https://doi.org/10.1159/000252817
10.1159/000321518,converted,no,yes,other,not_applicable,yes,,nattokinase|thrombosis|rat model|preclinical,,,,,,,,
10.1159/000360360,converted,yes,yes,other,not_applicable,no,,nattokinase|thrombolysis|animal model|fibrinolytic activity|thrombosis prevention,Thrombolytic Effects in vivo of Nattokinase in a Carrageenan-Induced Rat Model of Thrombosis,Acta Haematologica,2014,Jianping Xu; Ming Du; Xiulin Yang; Qingquan Chen; Hong Chen; Dong-Hong Lin,132,2,247-253,https://doi.org/10.1159/000360360
10.1166/jbn.2015.2071,converted,yes,yes,case_series,not_applicable,no,,nattokinase|antithrombotic|oral delivery|chitosan nanoparticles|animal model,"Downstream Processing, Formulation Development and Antithrombotic Evaluation of Microbial Nattokinase",Journal of Biomedical Nanotechnology,2015,Rohit Kapoor; Harshad Harde; Sanyog Jain; Amulya Kumar Panda; Bibhu Prasad Panda,11,7,1213-1224,https://doi.org/10.1166/jbn.2015.2071
10.1167/iovs.05-0130,converted,no,no,other,not_applicable,yes,,nattokinase | ophthalmology | vitreous detachment | pharmacologic vitreolysis,,,,,,,,
10.1177/000331970305400502,converted,no,yes,rct,phase_3,no,,venous thrombosis | flight prophylaxis | pinokinase | DVT prevention,,,,,,,,
10.1167/iovs.62.6.25,converted,no,no,other,not_applicable,yes,,retinal neovascularization | nattokinase | preclinical,,,,,,,,
10.1177/0960327112467040,converted,no,yes,other,not_applicable,yes,,nattokinase | serrapeptase | Alzheimer's disease | rat model | preclinical,,,,,,,,
10.1177/108201320065993,converted,no,no,other,not_applicable,yes,,nattokinase production|fermentation optimization|Taguchi design,,,,,,,,
10.1186/cc7501,converted,no,no,other,not_applicable,yes,review,dyspnea measurement | endotracheal intubation | emergency medicine,,,,,,,,
10.1186/1475-2859-12-79,converted,no,no,other,not_applicable,yes,,biotechnology|enzyme production|protein purification|genetic engineering,,,,,,,,
10.1159/000205051,converted,parse_error,,,,,,,"Enhancement of the Fibrinolytic Activity in Plasma by Oral Administration of Nattokinase
                    <sup>s</sup>",Acta Haematologica,2009,Hiroyuki Sumi; Hiroki Hamada; Koichiro Nakanishi; Hajime Hiratani,84,3,139-143,https://doi.org/10.1159/000205051
10.1186/s12866-019-1461-3,converted,no,no,other,not_applicable,yes,,nattokinase production | genetic engineering | Bacillus subtilis | recombinant enzyme | fermentation,,,,,,,,
10.1186/s12866-025-04150-w,converted,no,no,other,not_applicable,yes,,nattokinase production|fermentation|enzyme optimization|Bacillus subtilis|preclinical,,,,,,,,
10.1186/s12896-021-00708-4,converted,no,no,other,not_applicable,yes,,nattokinase production | heterologous expression | Pichia pastoris | fermentation | enzyme engineering,,,,,,,,
10.1186/s12896-025-01093-y,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | enzyme characterization | biotechnology,,,,,,,,
10.1186/s12896-021-00719-1,converted,no,no,other,not_applicable,yes,,nattokinase production|fermentation|Bacillus subtilis|enzyme optimization|industrial biotechnology,,,,,,,,
10.1186/s12896-026-01128-y,converted,no,no,other,not_applicable,yes,review,nattokinase production | fermentation | enzyme optimization | biotechnology,,,,,,,,
10.1186/s12903-021-01914-4,converted,no,yes,other,not_applicable,yes,,nattokinase|oral mucositis|animal study|wound healing,,,,,,,,
10.1186/s12934-014-0129-9,converted,no,no,other,not_applicable,yes,,Bacillus subtilis | recombinant protein production | nattokinase manufacturing,,,,,,,,
10.1186/s12934-016-0464-0,converted,no,no,other,not_applicable,yes,,biotechnology|fermentation|promoter engineering|protein expression,,,,,,,,
10.1186/s12934-016-0478-7,converted,no,no,other,not_applicable,yes,review,Subtilisin QK-2|fibrinolytic enzyme|lactic acid bacteria|biotechnology|fermentation,,,,,,,,
10.1186/s12934-017-0688-7,converted,no,no,other,not_applicable,yes,,protein secretion | microbiology | Bacillus engineering,,,,,,,,
10.1186/s12934-019-1148-3,converted,no,no,other,not_applicable,yes,,synthetic biology|bacterial promoters|Bacillus subtilis,,,,,,,,
10.1186/s12934-025-02681-5,converted,no,no,other,not_applicable,yes,,nattokinase|protein engineering|thermostability|enzyme production,,,,,,,,
10.1186/s12951-026-04648-z,converted,no,no,other,not_applicable,yes,,cataract|nattokinase|nanocomposite|ophthalmology|UV-induced,,,,,,,,
10.1186/s12934-021-01570-x,converted,no,no,other,not_applicable,yes,review,nattokinase production | fermentation | RNA-seq | Bacillus subtilis | γ-PGA,,,,,,,,
10.1186/s40104-026-01438-3,converted,no,yes,other,not_applicable,yes,,nattokinase production | genetic engineering | animal model | obesity | gut microbiota,,,,,,,,
10.1186/s40360-021-00506-w,converted,no,no,other,not_applicable,yes,,subtilisin QK | toxicity | safety pharmacology | rat study | fibrinolytic enzyme,,,,,,,,
10.1210/jendso/bvaa046.145,converted,no,yes,rct,phase_2,no,,nattokinase|obesity|diabetes|insulin sensitivity|weight loss,,,,,,,,
10.1248/bpb.34.1696,converted,yes,yes,other,not_applicable,no,,nattokinase|blood pressure|animal study|hypertension|fibrinogen,Antihypertensive Effects of Continuous Oral Administration of Nattokinase and Its Fragments in Spontaneously Hypertensive Rats,Biological and Pharmaceutical Bulletin,2011,Mitsugu Fujita; Katsunori Ohnishi; Shinsaku Takaoka; Kazuya Ogasawara; Ryo Fukuyama; Hiromichi Nakamuta,34,11,1696-1701,https://doi.org/10.1248/bpb.34.1696
10.1248/bpb.b20-00659,converted,no,no,other,not_applicable,yes,,toxicology|safety pharmacology|preclinical|Bacillus subtilisin|beagle dogs,,,,,,,,
10.12692/ijb/14.5.282-293,converted,no,no,other,not_applicable,yes,,nattokinase|enzyme production|pulsed electric field|antioxidant activity|biotechnology,,,,,,,,
10.1271/bbb.56.1869,converted,no,no,other,not_applicable,yes,,molecular biology | enzyme characterization | gene sequencing | Bacillus subtilis | fermentation,,,,,,,,
10.1271/bbb.58.366,converted,no,no,other,not_applicable,yes,,assay development | analytical method | nattokinase detection,,,,,,,,
10.1271/bbb.70153,converted,no,no,other,not_applicable,yes,,protease|fibrinolysis|in-vitro comparison,,,,,,,,
10.1271/nogeikagaku1924.73.1187,converted,no,no,other,not_applicable,yes,,nattokinase biochemistry | enzyme characterization | elastase activity,,,,,,,,
10.1291/hypres.31.1583,converted,yes,yes,rct,phase_2,no,,nattokinase|blood pressure|hypertension|cardiovascular prevention|fibrinolytic enzyme,"Effects of Nattokinase on Blood Pressure: A Randomized, Controlled Trial",Hypertension Research,2008,Ji Young KIM; Si Nae GUM; Jean Kyung PAIK; Hyo Hee LIM; Kyong-Chol KIM; Kazuya OGASAWARA; Kenichi INOUE; Sungha PARK; Yangsoo JANG; Jong Ho LEE,31,8,1583-1588,https://doi.org/10.1291/hypres.31.1583
10.1248/bpb.18.1194,converted,parse_error,,,,,,,Transport of Nattokinase across the Rat Intestinal Tract.,Biological and Pharmaceutical Bulletin,1995,Mitsugu FUJITA; Kyongsu HONG; Yae ITO; Satoru MISAWA; Naoto TAKEUCHI; Kimio KARIYA; Satoshi NISHIMURO,18,9,1194-1196,https://doi.org/10.1248/bpb.18.1194
10.1248/bpb.18.1387,converted,parse_error,,,,,,,Thrombolytic Effect of Nattokinase on a Chemically Induced Thrombosis Model in Rat.,Biological and Pharmaceutical Bulletin,1995,Mitsugu FUJITA; Kyongsu HONG; Yae ITO; Rie FUJII; Kimio KARIYA; Satoshi NISHIMURO,18,10,1387-1391,https://doi.org/10.1248/bpb.18.1387
10.12928/pharmaciana.v3i1.420,converted,no,no,other,not_applicable,yes,,nattokinase|drug-interaction|diabetes|preclinical,,,,,,,,
10.1371/journal.pone.0141369,converted,no,no,other,not_applicable,yes,,microbiology|genomics|fermentation|Bacillus subtilis,,,,,,,,
10.12938/bmfh.2020-071,converted,no,no,other,not_applicable,yes,review,nattokinase|fibrinolysis|in vitro assays|bacterial characterization,,,,,,,,
10.15547/tjs.2023.04.007,converted,yes,no,other,not_applicable,yes,review,nattokinase | fibrinolytic | review article | mechanisms | cardiovascular,NATTOKINASE – USES AND BENEFITS,Trakia Journal of Sciences,2023,Mariya Hristova,21,4,343-350,https://doi.org/10.15547/tjs.2023.04.007
10.1556/066.2022.00231,converted,no,no,other,not_applicable,yes,,genetic engineering|plant biotechnology|nattokinase production|CRISPR-Cas9,,,,,,,,
10.15625/1811-4989/16027,converted,no,no,other,not_applicable,yes,,nattokinase purification | recombinant enzyme | Bacillus subtilis | biochemical characterization | in vitro,,,,,,,,
10.1590/s1516-89132015050172,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation | enzyme | biochemistry,,,,,,,,
10.20885/jif.vol9.iss2.art1,converted,no,no,other,not_applicable,yes,review,journal table of contents | nattokinase mentioned only in title listing,,,,,,,,
10.20902/ijctr.2018.110737,converted,no,no,other,not_applicable,yes,protocol,nattokinase production | strain improvement | in vitro enzyme activity,,,,,,,,
10.21275/sr23205143811,converted,no,no,other,not_applicable,yes,,nattokinase production | enzyme purification | bacterial fermentation | in vitro study,,,,,,,,
10.21276/ierj24319538420156,converted,no,no,other,not_applicable,yes,review,fibrinolytic enzymes | microbiology | enzyme production | comparative study,,,,,,,,
10.2146/ajhp050509,converted,yes,no,other,not_applicable,yes,review,nattokinase|fibrinolysis|thrombosis|mechanism of action|review article,Nattokinase for prevention of thrombosis,American Journal of Health-System Pharmacy,2006,Ming-Wai Tai; Burgunda V. Sweet,63,12,1121-1123,https://doi.org/10.2146/ajhp050509
10.2147/ibpc.s99553,converted,yes,yes,rct,phase_2,no,,nattokinase|blood pressure|cardiovascular risk|von Willebrand factor|hypertension,"Consumption of nattokinase is associated with reduced blood pressure and von Willebrand factor, a cardiovascular risk marker: results from a randomized, double-blind, placebo-controlled, multicenter North American clinical trial",Integrated Blood Pressure Control,2016,Gitte Jensen; Miki Lenninger; Michael P. Ero; Kathleen Benson,Volume 9,,95-104,https://doi.org/10.2147/ibpc.s99553
10.2147/ijgm.s76588,converted,yes,yes,non_randomized_trial,not_applicable,no,,nattokinase|blood flow|lifestyle diseases|symptoms|dietary supplement,Effects of Bacillus subtilis var. natto products on symptoms caused by blood flow disturbance in female patients with lifestyle diseases,International Journal of General Medicine,2015,Masahito Hitosugi; Katsuo Hamada; Kazutaka Misaka,8,,41,https://doi.org/10.2147/ijgm.s76588
10.21474/ijar01/2244,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | enzyme engineering,,,,,,,,
10.2147/ijn.s144545,converted,no,no,other,not_applicable,yes,review,nattokinase|Alzheimer's disease|nanoparticles|in vitro study,,,,,,,,
10.2169/internalmedicine.0768-22,converted,no,no,case_series,not_applicable,yes,,bacterial meningitis | case report | nattokinase | adverse event,,,,,,,,
10.2169/internalmedicine.47.0620,converted,yes,no,case_series,not_applicable,yes,case_series,nattokinase|adverse_event|hemorrhage|case_report,Cerebellar Hemorrhage Provoked by Combined Use of Nattokinase and Aspirin in a Patient with Cerebral Microbleeds,Internal Medicine,2008,Yung-Yee Chang; Jia-Shou Liu; Shung-Lon Lai; Hsiu-Shan Wu; Min-Yu Lan,47,5,467-469,https://doi.org/10.2169/internalmedicine.47.0620
10.2174/0118715249314623240923092315,converted,no,no,other,not_applicable,yes,editorial,publisher_advertising|journal_indexing|bentham_science,,,,,,,,
10.2174/0118715257275639231219054353,converted,no,no,other,not_applicable,yes,,nattokinase production | bacterial fermentation | enzyme characterization | in vitro clot lysis,,,,,,,,
10.2174/1389201019666181022115405,converted,no,no,other,not_applicable,yes,editorial,publisher advertising | journal indexing,,,,,,,,
10.2174/1389201020666191002145415,converted,no,no,other,not_applicable,yes,editorial,publisher advertising | journal indexing | editorial content,,,,,,,,
10.2174/1871525716666171207153332,converted,no,no,other,not_applicable,yes,editorial,publisher marketing | journal advertisement | bentham science,,,,,,,,
10.2174/1871527318666191021150002,converted,no,no,other,not_applicable,yes,editorial,publisher marketing | journal advertising | Bentham Science,,,,,,,,
10.2174/1872208315666210805154713,converted,no,no,other,not_applicable,yes,editorial,publisher_advertisement|journal_listing|marketing,,,,,,,,
10.2174/1874256400903010010,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation | vitamin K2 | dipicolinic acid,,,,,,,,
10.21873/invivo.14243,converted,no,yes,other,not_applicable,yes,,nattokinase | cerebral infarction | animal model | rat MCAO | neuroprotection,,,,,,,,
10.22144/ctu.jvn.2020.011,converted,no,no,other,not_applicable,yes,review,nattokinase|probiotic|in-vitro|fibrinolysis,,,,,,,,
10.22146/ijp.17369,converted,no,no,other,not_applicable,yes,,photosensitizers | thrombolytic therapy | in vitro study | liposomal formulation,,,,,,,,
10.2298/ciceq130928037b,converted,no,no,other,not_applicable,yes,,nattokinase production | fermentation optimization | enzyme engineering,,,,,,,,
10.26459/hueuni-jns.v126i1d.4398,converted,no,no,other,not_applicable,yes,review,gene cloning | nattokinase production | recombinant DNA | biotechnology,,,,,,,,
10.25258/ijpcr.v9i04.8535,converted,no,no,other,not_applicable,yes,review,in silico analysis | bioinformatics | protein modeling | nattokinase structure,,,,,,,,
10.26554/sti.2023.8.1.9-16,converted,no,no,other,not_applicable,yes,review,protease characterization | enzyme purification | preclinical,,,,,,,,
10.26459/hueunijns.v130i1a.5785,converted,no,no,other,not_applicable,yes,,recombinant protein expression | genetic engineering | Bacillus subtilis,,,,,,,,
10.26554/sti.2025.10.3.923-935,converted,no,no,other,not_applicable,yes,,thrombolytic|black soybean tempeh|liposome|in vitro|photothermal therapy,,,,,,,,
10.3136/fstr.10.17,converted,yes,yes,other,not_applicable,no,,nattokinase|fibrinolysis|oral intervention|rat model|human volunteer study,Natto Bacillus as an Oral Fibrinolytic Agent: Nattokinase Activity and the Ingestion Effect of Bacillus subtilis natto,Food Science and Technology Research,2004,Hiroyuki SUMI; Yasuhide YANAGISAWA; Chieko YATAGAI; Josuke SAITO,10,1,17-20,https://doi.org/10.3136/fstr.10.17
10.3136/fstr.12.152,converted,no,no,other,not_applicable,yes,protocol,nattokinase|fibrinolysis|in-vitro study|bacterial fermentation,,,,,,,,
10.31083/ph.2021.0155,converted,no,no,other,not_applicable,yes,,nattokinase nanoparticles | drug delivery | in vitro thrombolysis | preclinical,,,,,,,,
10.3136/fstr.27.537,converted,no,no,other,not_applicable,yes,,nattokinase | dental caries | biofilm | Streptococcus mutans | in vitro,,,,,,,,
10.28936/jmracpc10.1.2018.(14),converted,no,no,other,not_applicable,yes,,food science|cheese ripening|enzyme application,,,,,,,,
10.32629/jcmr.v6i2.4041,converted,no,no,not_applicable,not_applicable,yes,review,metabolic syndrome | enzyme therapy | opinion piece,,,,,,,,
10.3233/ch-211147,converted,yes,yes,rct,phase_3,no,,nattokinase|atherosclerosis|cardiovascular prevention|RCT|carotid intima-media thickness,Nattokinase atherothrombotic prevention study: A randomized controlled trial,Clinical Hemorheology and Microcirculation,2021,Howard N. Hodis; Wendy J. Mack; Herbert J. Meiselman; Vijay Kalra; Howard Liebman; Juliana Hwang-Levine; Laurie Dustin; Naoko Kono; Melissa Mert; Rosalinda B. Wenby; Emiliano Huesca; Leanne Rochanda; Yanjie Li; Mingzhu Yan; Jan A. St. John; Lora Whitfield,78,4,339-353,https://doi.org/10.3233/ch-211147
10.3329/bjp.v8i2.13690,converted,no,no,other,not_applicable,yes,review,nattokinase production|enzyme engineering|microbiology,,,,,,,,
10.33545/27067009.2025.v7.i2c.273,converted,no,no,other,not_applicable,yes,,nattokinase|fibrinolysis|in-vitro assay|agarwood|preclinical,,,,,,,,
10.3389/fbioe.2022.977215,converted,no,no,other,not_applicable,yes,,genetic engineering | alkaline protease | Bacillus | fermentation | industrial biotechnology,,,,,,,,
10.3389/fcvm.2022.1076420,converted,yes,no,other,not_applicable,yes,editorial,nattokinase|atherosclerosis|hyperlipidemia|corrigendum,"Corrigendum: Effective management of atherosclerosis progress and hyperlipidemia with nattokinase: A clinical study with 1,062 participants",Frontiers in Cardiovascular Medicine,2022,Hongjie Chen; Jiepeng Chen; Fuping Zhang; Yuanhui Li; Ronghua Wang; Qiang Zheng; Xu Zhang; Jun Zeng; Feng Xu; Yiguang Lin,9,,1076420,https://doi.org/10.3389/fcvm.2022.1076420
10.3389/fmed.2026.1734600,converted,no,no,not_applicable,not_applicable,yes,review,long COVID | narrative review | treatment prioritization,,,,,,,,
10.3389/fcvm.2022.964977,converted,yes,yes,retrospective_cohort,not_applicable,no,,nattokinase | atherosclerosis | hyperlipidemia | lipid-lowering | carotid intima-media thickness,"Effective management of atherosclerosis progress and hyperlipidemia with nattokinase: A clinical study with 1,062 participants",Frontiers in Cardiovascular Medicine,2022,Hongjie Chen; Jiepeng Chen; Fuping Zhang; Yuanhui Li; Ronghua Wang; Qiang Zheng; Xu Zhang; Jun Zeng; Feng Xu; Yiguang Lin,9,,964977,https://doi.org/10.3389/fcvm.2022.964977
10.3389/fmicb.2022.802040,converted,no,no,other,not_applicable,yes,,genetic engineering|Bacillus|nattokinase production|cell factory,,,,,,,,
10.3389/fmicb.2025.1577292,converted,no,no,other,not_applicable,yes,,nattokinase production|fermentation optimization|microbial biotechnology,,,,,,,,
10.3389/fnut.2024.1380727,converted,yes,yes,rct,phase_2,no,,nattokinase|red yeast rice|coronary artery disease|lipid-lowering|antithrombotic,"Lipid-lowering, antihypertensive, and antithrombotic effects of nattokinase combined with red yeast rice in patients with stable coronary artery disease: a randomized, double-blinded, placebo-controlled trial",Frontiers in Nutrition,2024,Man Liu; Ziyi Xu; Zongling Wang; Di Wang; Mingzhe Yang; Hui Li; Wei Zhang; Ruikun He; Huimin Cheng; Peiyu Guo; Zhongxia Li; Hui Liang,11,,1380727,https://doi.org/10.3389/fnut.2024.1380727
10.3389/fnut.2024.1505584,converted,no,no,other,not_applicable,yes,,enzyme engineering | molecular dynamics simulation | protein modification | nattokinase thermostability,,,,,,,,
10.3389/fpls.2025.1631697,converted,no,no,other,not_applicable,yes,,plant biotechnology | recombinant protein production | nattokinase expression | Nicotiana benthamiana,,,,,,,,
10.3390/biom10010003,converted,no,no,other,not_applicable,yes,,fibrinolytic protease | bacterial enzyme | in vitro study | preclinical,,,,,,,,
10.3390/biom12070980,converted,yes,no,other,not_applicable,yes,review,nattokinase|thrombolytic|cardiovascular disease|review|fermentation,"Biotechnology, Bioengineering and Applications of Bacillus Nattokinase",Biomolecules,2022,Li Yuan; Chen Liangqi; Tang Xiyu; Li Jinyao,12,7,980,https://doi.org/10.3390/biom12070980
10.3390/fermentation5040092,converted,no,no,other,not_applicable,yes,,nattokinase production|bacterial fermentation|enzyme optimization|microbiological methods,,,,,,,,
10.3390/foods10030563,converted,no,no,other,not_applicable,yes,review,probiotic|genomic analysis|fermentation|food science,,,,,,,,
10.3390/foods10112547,converted,no,no,other,not_applicable,yes,,fermentation|nattokinase production|in vitro testing|food science,,,,,,,,
10.3390/foods10071558,converted,no,yes,rct,phase_2,yes,,nattokinase|insulin resistance|prediabetes|glucose metabolism,,,,,,,,
10.3390/foods11162403,converted,no,no,other,not_applicable,yes,,nattokinase characterization | fermentation | enzyme biochemistry,,,,,,,,
10.3390/foods10112779,converted,no,no,other,not_applicable,yes,review,nattokinase|fermentation|food science|nutritional composition|in vitro,,,,,,,,
10.3390/foods11213501,converted,no,no,other,not_applicable,yes,,in vitro fermentation|gut microbiota|soymilk|nattokinase precursor|non-human study,,,,,,,,
10.3390/foods11172674,converted,no,no,other,not_applicable,yes,,natto fermentation | food science | microbiology,,,,,,,,
10.3390/foods12061252,converted,no,no,other,not_applicable,yes,review,nattokinase fermentation | production optimization | food science,,,,,,,,
10.3390/foods13101525,converted,no,no,other,not_applicable,yes,,microbiology|fermentation|soy protein|nattokinase production,,,,,,,,
10.3390/foods14203482,converted,no,no,other,not_applicable,yes,,nanoemulsion formulation | in vitro stability | animal model,,,,,,,,
10.3390/foods12163045,converted,no,no,other,not_applicable,yes,,nattokinase engineering|thermostability|protein mutation|molecular dynamics|food science,,,,,,,,
10.3390/foods15020237,converted,no,no,other,not_applicable,yes,,fermentation|food science|natto|nutritional analysis|Bacillus subtilis,,,,,,,,
10.3390/foods14050898,converted,no,no,not_applicable,not_applicable,yes,,nattokinase production | bacterial mutagenesis | genetic engineering | fermentation,,,,,,,,
10.3390/foods15030483,converted,no,no,other,not_applicable,yes,,fermentation|Bacillus natto|millet bran|enzyme activity|bioactive components,,,,,,,,
10.3390/foods15091553,converted,no,no,other,not_applicable,yes,,microbiology|probiotic_characterization|genomics|bacterial_isolation,,,,,,,,
10.3390/ijms262010183,converted,yes,no,other,not_applicable,yes,review,nattokinase | cardiovascular | nutraceuticals | review | bleeding_risk,Navigating the Effects of Anti-Atherosclerotic Supplements and Acknowledging Associated Bleeding Risks,International Journal of Molecular Sciences,2025,Maria-Zinaida Dobre; Bogdana Virgolici; Ioana-Cristina Doicin; Horia Vîrgolici; Iulia-Ioana Stanescu-Spinu,26,20,10183,https://doi.org/10.3390/ijms262010183
10.3390/molecules26020482,converted,no,no,not_applicable,not_applicable,yes,,molecular probe|protease detection|analytical chemistry,,,,,,,,
10.3390/microorganisms11081978,converted,no,no,other,not_applicable,yes,review,probiotics|Bacillus|nattokinase|genomic_characterization|antibiotic_resistance,,,,,,,,
10.3390/molecules27175405,converted,no,no,other,not_applicable,yes,,COVID-19|SARS-CoV-2|nattokinase|spike protein|in vitro,,,,,,,,
10.3390/nu10070948,converted,no,yes,other,not_applicable,yes,,type 2 diabetes|insulin resistance|gut microbiome|animal study,,,,,,,,
10.3390/nu17121989,converted,no,no,not_applicable,not_applicable,yes,review,fermented foods | metabolic syndrome | natto | nattokinase | review,,,,,,,,
10.3390/nu15194239,converted,yes,yes,rct,phase_3,no,,nattokinase|dyslipidemia|cardiovascular biomarkers|RCT|lipid management,"The Effect of Nattokinase-Monascus Supplements on Dyslipidemia: A Four-Month Randomized, Double-Blind, Placebo-Controlled Clinical Trial",Nutrients,2023,Xiaoming Liu; Xuejiao Zeng; Jinli Mahe; Kai Guo; Panpan He; Qianwen Yang; Zhiwei Zhang; Zhongxia Li; Di Wang; Zheqing Zhang; Lei Wang; Lipeng Jing,15,19,4239,https://doi.org/10.3390/nu15194239
10.3390/nu13062031,converted,yes,yes,non_randomized_trial,phase_2,no,,nattokinase|vascular disease|anticoagulant therapy|fibrinolytic|safety,Data Recorded in Real Life Support the Safety of Nattokinase in Patients with Vascular Diseases,Nutrients,2021,Giuseppe Gallelli; Giulio Di Mizio; Caterina Palleria; Antonio Siniscalchi; Paolo Rubino; Lucia Muraca; Erika Cione; Monica Salerno; Giovambattista De Sarro; Luca Gallelli,13,6,2031,https://doi.org/10.3390/nu13062031
10.3390/pathogens13040286,converted,no,no,other,not_applicable,yes,,dental caries | Streptococcus mutans | nattokinase mechanism | oral microbiology,,,,,,,,
