doi,study_design,confidence
10.1182/blood.v120.21.2283.2283,observational,high
10.1185/03007995.2012.746217,rct,high
10.1186/1471-2369-14-194,rct,high
10.1185/03007995.2015.1103216,rct,high
10.1185/03007995.2013.841666,crossover,high
10.1186/1471-2377-10-86,non_randomized_trial,high
10.1186/1471-2377-12-106,case_series,high
10.1186/1472-6882-12-s1-o55,rct,high
10.1186/1472-6882-12-s1-p212,non_randomized_trial,high
10.1186/1752-1947-4-286,case_series,high
10.1186/1752-1947-4-306,case_series,high
10.1186/s10194-025-01976-7,case_series,high
10.1186/s12879-021-06683-7,case_series,high
10.1186/s12877-025-05724-z,case_series,high
10.1186/s12883-020-01875-1,case_series,high
10.1186/s12882-021-02455-2,case_series,high
10.1186/s12906-022-03814-8,rct,high
10.1186/s12883-023-03462-6,non_randomized_trial,high
10.1186/s12905-024-03159-z,rct,high
10.1186/s12888-024-05763-7,case_series,high
10.1186/s40734-015-0018-3,rct,high
10.1212/01.wnl.0000113752.14744.15,case_series,high
10.1212/01.wnl.0000120672.94060.f1,crossover,high
10.1212/01.wnl.0000124465.20878.84,rct,high
10.1212/01.wnl.0000147297.51023.c8,rct,high
10.1212/01.wnl.0000237742.08297.22,rct,high
10.1212/01.wnl.0000310984.45538.89,crossover,high
10.1212/01.wnl.0000325994.93782.a1,rct,high
10.1212/01.wnl.0000252368.25106.b6,case_series,high
10.1212/01.wnl.0000243244.07887.01,case_series,high
10.1212/01.wnl.0000341770.91926.cc,rct,high
10.1212/cpj.0000000000000276,case_series,high
10.1212/wnl.0000000000002327,case_series,high
10.1212/wnl.0000000000002649,rct,high
10.1212/wnl.0000000000200595,case_series,high
10.1212/wnl.0000000000006175,non_randomized_trial,medium
10.1212/wnl.0000000000201772,non_randomized_trial,medium
10.1212/wnl.0000000000206855,observational,high
10.1212/wnl.0b013e3182242d91,non_randomized_trial,high
10.1212/wnl.0b013e3181e1ce73,rct,high
10.1212/wnl.0b013e31826b96e4,rct,high
10.1212/wnl.0b013e318230207a,case_series,high
10.1212/wnl.0b013e318278b5e7,case_series,high
10.1212/wnl.35.1.130,case_series,high
10.1212/wnl.36.10.1363,case_series,high
10.1212/wnl.38.12.1845,non_randomized_trial,high
10.1212/wnl.47.6.1435,case_series,high
10.1212/wnl.51.1.311-b,unclear,low
10.1212/wnl.51.3.912,unclear,low
10.1212/wnl.51.6.1599,rct,high
10.1212/wnl.51.4.1221,non_randomized_trial,high
10.1212/wnl.0000000000000454,,
10.1212/wnl.52.2.285,crossover,high
10.1212/wnl.52.5.938,crossover,high
10.1212/wnl.52.5.944,crossover,high
10.1212/wnl.56.10.1399,non_randomized_trial,high
10.1212/wnl.55.10.1589,observational,high
10.1212/wnl.57.9.1717,case_series,high
10.1212/wnl.80.7_supplement.p02.059,non_randomized_trial,medium
10.1212/wnl.63.12.e21,unclear,low
10.1212/wnl.80.7_supplement.p02.067,case_series,high
10.1212/wnl.82.10_supplement.i3-1.009,rct,high
10.1212/wnl.82.10_supplement.p5.266,case_series,high
10.1212/wnl.80.7_supplement.p02.060,non_randomized_trial,medium
10.1212/wnl.82.10_supplement.p5.268,rct,high
10.1212/wnl.82.10_supplement.p5.288,crossover,high
10.1212/wnl.82.10_supplement.p5.289,rct,high
10.1212/wnl.82.10_supplement.p5.290,rct,high
10.1212/wnl.84.14_supplement.p7.295,crossover,high
10.1212/wnl.84.14_supplement.p7.298,rct,high
10.1212/wnl.84.14_supplement.p7.296,non_randomized_trial,high
10.1212/wnl.84.14_supplement.p7.300,rct,high
10.1212/wnl.84.14_supplement.p7.299,rct,high
10.1212/wnl.84.14_supplement.p7.304,non_randomized_trial,high
10.1212/wnl.88.16_supplement.p3.029,crossover,high
10.1213/01.ane.0000159376.47974.71,case_series,high
10.1213/xaa.0000000000001007,case_series,high
10.1227/01.neu.0000311089.04014.91,case_series,high
10.1227/01.neu.0000325674.02282.cc,case_series,high
10.1249/00005768-200505001-00665,rct,high
10.1249/01.mss.0000402524.14521.c7,case_series,high
10.1258/phleb.2007.007051,non_randomized_trial,high
10.1249/01.mss.0000535256.72075.f3,case_series,high
10.12669/pjms.40.5.8400,rct,high
10.12681/eadd/23198,non_randomized_trial,high
10.12890/2022_003398,case_series,high
10.12890/2025_005698,case_series,high
10.13078/jksrs.14004,non_randomized_trial,high
10.13078/jsm.17006,case_series,high
10.12998/wjcc.v13.i25.108244,case_series,high
10.12659/msm.900520,rct,high
10.13078/jsm.18005,non_randomized_trial,high
10.1345/aph.18024,other,high
10.13078/jsm.240003,case_series,high
10.12968/ijtr.2017.0132,non_randomized_trial,high
10.1345/aph.1l035,case_series,high
10.1345/aph.1m183,case_series,high
10.13703/j.0255-2930.2016.06.011,rct,high
10.1371/journal.pone.0173535,observational,high
10.1371/journal.pone.0155835,non_randomized_trial,high
10.1371/journal.pone.0174793,observational,high
10.1358/dot.2006.42.1.932510,other,high
10.1371/journal.pone.0230951,rct,high
10.14260/jemds/2019/399,observational,medium
10.1378/chest.08-1665,rct,high
10.14309/00000434-200809001-00268,observational,high
10.14309/00000434-200809001-00277,non_randomized_trial,high
10.14442/general.15.52,case_series,high
10.14401/kasmed.2013.20.1.035,observational,high
10.13703/j.0255-2930.20190323-k0001,rct,high
10.14710/nmjn.v12i3.46307,rct,high
10.1515/jcim-2014-0069,case_series,high
10.1515/jcim-2020-0121,rct,high
10.1517/14656566.2013.758251,non_randomized_trial,high
10.1515/med-2024-1125,non_randomized_trial,high
10.1517/14656566.3.10.1481,other,high
10.15171/jrip.2017.22,non_randomized_trial,high
10.15171/jrip.2019.20,crossover,high
10.15171/npj.2018.22,crossover,high
10.15171/npj.2018.27,rct,high
10.15406/ogij.2020.11.00495,non_randomized_trial,high
10.15406/ppij.2016.04.00079,case_series,high
10.1590/1806-9282.20240145,rct,high
10.1542/pir.27.6.231,case_series,high
10.1590/s0004-282x2002000600027,case_series,high
10.1590/s1807-59322011001100017,observational,high
10.16965/ijpr.2017.176,unclear,low
10.17241/smr.2018.00171,observational,high
10.17049/jnursology.1457904,observational,high
10.17241/smr.2025.02838,observational,high
10.17340/jkna.2018.2.11,case_series,high
10.17795/nmsjournal29617,rct,high
10.17942/sted.884979,other,high
10.17816/nb65268,rct,high
10.18071/isz.78.0037,non_randomized_trial,high
10.18203/2320-6012.ijrms20161779,non_randomized_trial,high
10.18773/austprescr.2008.011,case_series,high
10.19161/etd.1382369,case_series,high
10.19044/esj.2018.v14n30p371,non_randomized_trial,high
10.20515/otd.1233819,observational,high
10.19540/j.cnki.cjcmm.20180115.001,case_series,high
10.20944/preprints202404.0825.v1,case_series,high
10.20969/vskm.2025.18(2).24-28,observational,high
10.21203/rs.3.rs-2129070/v1,case_series,high
10.21203/rs.3.rs-1789947/v1,case_series,high
10.21203/rs.3.rs-4155296/v1,case_series,high
10.21203/rs.3.rs-4192475/v1,case_series,high
10.21203/rs.3.rs-8815425/v1,case_series,high
10.2147/jprls.s40354,rct,high
10.2147/dhps.s67328,other,high
10.2147/jprls.s40358,rct,high
10.2147/jprls.s40804,rct,high
10.2147/jprls.s47648,case_series,high
10.2147/jprls.s53015,non_randomized_trial,high
10.2147/jprls.s58556,non_randomized_trial,high
10.2147/nss.s528340,case_series,high
10.2147/jprls.s77560,case_series,medium
10.2147/nss.s421189,case_series,high
10.2147/nss.s448579,observational,high
10.21608/asnj.2025.336528.1951,non_randomized_trial,high
10.21608/ejhc.2022.249361,non_randomized_trial,high
10.21608/ejhm.2025.422606,rct,high
10.2165/00023210-200721050-00008,rct,high
10.2165/00023210-200822100-00001,rct,high
10.2165/11634870-000000000-00000,rct,high
10.2169/internalmedicine.45.1555,case_series,high
10.2169/internalmedicine.55.6815,case_series,high
10.2169/internalmedicine.51.6853,case_series,high
10.2169/internalmedicine.52.9013,case_series,high
10.2169/naika.78.1462,case_series,high
10.2147/nss.s532626,observational,high
10.2174/0118746136268741240328062217,non_randomized_trial,medium
10.2174/1874205x01509010004,case_series,high
10.22038/ebcj.2020.51306.2366,rct,high
10.22038/ijogi.2020.16880,rct,high
10.2215/cjn.10451110,observational,high
10.22246/jikm.2016.37.5.717,case_series,high
10.22246/jikm.2018.39.2.116,case_series,high
10.22246/jikm.2023.44.2.146,case_series,high
10.22246/jikm.2019.40.2.270,case_series,high
10.22365/jpsych.2016.273.222,case_series,high
10.22399/ijcesen.1243,non_randomized_trial,high
10.22541/au.162935801.10999591/v1,rct,high
10.2344/anpr-67-02-10,case_series,high
10.23736/s0031-0808.20.04046-x,non_randomized_trial,high
10.23937/2572-3243.1510078,case_series,high
10.24198/jkp.v5i1.349,non_randomized_trial,high
10.24252/join.v3i2.3673,non_randomized_trial,high
10.22541/au.167368683.36924943/v1,rct,high
10.24966/crts-310x/100020,case_series,high
10.24966/csmc-8801/1000179,unclear,medium
10.2512/jspm.6.344,case_series,high
10.25236/bemes.2018.021,non_randomized_trial,high
10.25259/jnrp_226_2025,non_randomized_trial,high
10.25419/rcsi.12764993.v2,observational,high
10.26180/5d13f3e1a5784,rct,high
10.29252/ijn.27.90.91.94,rct,high
10.29271/jcpsp.2019.04.309,case_series,high
10.29252/qums.12.8.48,non_randomized_trial,high
10.29407/judika.v9i2.27428,case_series,high
10.29399/npa.27827,case_series,high
10.30621/jbachs.1277737,case_series,high
10.30773/pi.2017.08.21,observational,high
10.30978/unj2018-3-46,non_randomized_trial,high
10.3109/00207458708987132,case_series,high
10.3109/07853890.2015.1025825,rct,high
10.3109/00207458809000489,case_series,high
10.31004/prepotif.v9i2.41376,non_randomized_trial,high
10.3109/09593985.2010.502210,rct,high
10.3109/09593985.2010.511440,rct,high
10.3109/09593985.2015.1087613,non_randomized_trial,high
10.3109/00207454.2011.602774,non_randomized_trial,high
10.3109/08039489709109095,case_series,high
10.3122/jabfm.19.5.487,rct,high
10.3121/cmr.2018.1389,rct,high
10.3122/jabfm.2018.05.180065,rct,high
10.3122/jabfm.2011.04.100173,rct,high
10.31450/ukrjnd.4(84).2024.10,non_randomized_trial,high
10.31579/2690-8794/105,case_series,high
10.31579/2835-785x/095,case_series,high
10.32598/cmja.12.2.1162.1,non_randomized_trial,high
10.32598/jccnc.4.2.96,non_randomized_trial,medium
10.3345/kjp.2008.51.11.1222,case_series,high
10.3321/j.issn:1006-7876.2008.06.014,case_series,high
10.3346/jkms.2008.23.3.533,case_series,high
10.33653/jkp.v6i2.283,non_randomized_trial,high
10.33755/jkk.v12i1.955,rct,high
10.3389/fmed.2025.1607307,rct,high
10.3389/fmed.2025.1571045,rct,high
10.3389/fmed.2025.1725747,case_series,high
10.3389/fneur.2017.00287,case_series,high
10.3389/fneur.2019.00457,case_series,high
10.3389/fneur.2021.786408,non_randomized_trial,high
10.3389/fneur.2023.1219881,case_series,high
10.3389/fnhum.2026.1723992,case_series,high
10.3389/fnins.2017.00722,other,medium
10.3389/fnins.2020.00873,non_randomized_trial,high
10.3389/fpsyt.2023.1254936,non_randomized_trial,high
10.3389/fnins.2024.1333188,case_series,high
10.3390/geriatrics6040099,rct,high
10.3390/healthcare12161570,case_series,high
10.3390/jcm15082845,non_randomized_trial,high
10.3390/jcm11061673,case_series,high
10.3390/jcm8091403,non_randomized_trial,high
10.3390/jcm8122212,observational,high
10.3390/nu12051313,rct,high
10.3390/life15081289,case_series,high
10.3390/jcm9124115,non_randomized_trial,high
10.3390/toxins10100401,crossover,high
10.34172/jnp.2020.25,rct,high
10.35248/2167-0277.20.9.318,non_randomized_trial,high
10.36590/kepo.v6i1.1184,case_series,high
10.36948/ijfmr.2024.v06i04.24569,case_series,high
10.3727/036012921x16164310686833,case_series,high
10.37063/jurnalantarakeperawatan.v3i3.396,non_randomized_trial,high
10.3760/cma.j.issn.1006-7876.2012.09.002,rct,high
10.3760/cma.j.issn.1001-7097.2017.10.004,rct,high
10.37551/s2254-28842021037,non_randomized_trial,high
10.3760/cma.j.issn.1008-6315.2001.11.017,non_randomized_trial,medium
10.3760/cma.j.issn.1672-7088.2010.10.011,case_series,high
10.3760/cma.j.issn.1673-4351.2014.07.018,non_randomized_trial,high
10.3760/cma.j.issn.1671-8925.2010.04.019,case_series,high
10.3760/cma.j.issn.1673-4238.2013.01.010,rct,high
10.3777/jjsam.69.210,case_series,high
10.37848/jurnal.v5i1.19,non_randomized_trial,high
10.3822/ijtmb.v15i2.705,rct,high
10.3844/amjsp.2011.104.110,non_randomized_trial,high
10.3923/ijp.2025.131.137,rct,high
10.3937/kampomed.66.307,case_series,high
10.3937/kampomed.71.362,case_series,high
10.3988/jcn.2013.9.1.51,non_randomized_trial,high
10.3988/jcn.2025.0092,rct,high
10.3988/jcn.2017.13.4.340,non_randomized_trial,high
10.4009/jsdt.36.207,non_randomized_trial,high
10.4009/jsdt.47.145,case_series,high
10.4009/jsdt.44.1155,non_randomized_trial,high
10.4021/jmc901w,case_series,high
10.4065/73.6.497,non_randomized_trial,high
10.4065/mcp.2009.0700,rct,high
10.4065/78.1.52,case_series,high
10.4067/s0034-98872016001200007,case_series,high
10.4065/81.1.17,rct,high
10.4067/s0034-98872019001201569,case_series,high
10.4081/reumatismo.2023.1557,case_series,high
10.4103/0253-7176.127262,case_series,high
10.4088/jcp.v60n0407,non_randomized_trial,high
10.4103/0256-4947.51779,case_series,high
10.4088/jcp.v68n0423c,case_series,high
10.4103/0366-6999.159344,non_randomized_trial,high
10.4103/0972-2327.194424,rct,high
10.4103/1319-2442.152417,rct,high
10.4103/1735-9066.180381,rct,high
10.4103/0976-3147.105625,case_series,high
10.4103/ijcm.ijcm_914_22,non_randomized_trial,high
10.4103/ijnmr.ijnmr_133_18,rct,high
10.4103/jmedsci.jmedsci_201_24,case_series,high
10.4103/jfmpc.jfmpc_640_20,case_series,high
10.4103/jmh.jmh_25_18,rct,high
10.4103/jmh.jmh_26_18,rct,high
10.4103/jpbs.jpbs_937_24,non_randomized_trial,high
10.4103/neurol-india.neurol-india-d-25-00070,case_series,high
10.4149/bll_2015_077,observational,high
10.4172/2161-0959.1000128,non_randomized_trial,high
10.4103/nsn.nsn_221_20,non_randomized_trial,high
10.4254/wjh.v10.i3.379,observational,high
10.4274/jmsr.galenos.2024.2024-2-1,case_series,high
10.4274/jtsm.018,case_series,high
10.4274/tftr.27122,case_series,high
10.4306/pi.2009.6.4.313,case_series,high
10.4306/pi.2014.11.2.204,case_series,high
10.4324/9781315754093.ch21,case_series,high
10.47671/tvg.79.23.012,case_series,high
10.46570/utjms-2025-1369,case_series,high
10.46393/27132129_2024_2_78,non_randomized_trial,high
10.4414/smw.2011.13274,crossover,high
10.5114/areh.2025.154337,rct,high
10.51321/jskmcp.2020.20.1.53,case_series,high
10.52783/jchr.v15.i6.10944,rct,high
10.51642/ppmj.v34i04.590,rct,high
10.5281/zenodo.6892050,non_randomized_trial,medium
10.52768/3067-3852/1032,case_series,high
10.5281/zenodo.7826121,case_series,medium
10.5336/medsci.2021-84596,case_series,high
10.53846/goediss-10081,non_randomized_trial,high
10.53730/ijhs.v6ns6.13109,non_randomized_trial,high
10.54029/2022exz,case_series,high
10.54393/pbmj.v5i3.339,rct,high
10.5414/cpp49109,non_randomized_trial,high
10.54393/pjhs.v4i06.888,non_randomized_trial,high
10.5455/bcp.20131105021804,case_series,high
10.54393/pbmj.v9i1.1328,non_randomized_trial,high
10.5468/kjog.2010.53.10.940,case_series,high
10.5472/marumj.1479815,case_series,high
10.5580/1b1f,case_series,high
10.5505/epilepsi.2013.39205,observational,high
10.5505/amj.2020.02703,non_randomized_trial,medium
10.5662/wjm.v15.i1.97171,case_series,high
10.5664/jcsm.10152,case_series,high
10.5664/jcsm.10536,crossover,high
10.5664/jcsm.11846,observational,high
10.5664/jcsm.1074,rct,high
10.5664/jcsm.2036,case_series,high
10.5664/jcsm.11206,non_randomized_trial,high
10.5664/jcsm.2168,case_series,high
10.5664/jcsm.3964,crossover,high
10.5664/jcsm.3092,case_series,high
10.5664/jcsm.5920,crossover,high
10.5664/jcsm.4290,non_randomized_trial,high
10.5664/jcsm.7400,case_series,high
10.5664/jcsm.7766,non_randomized_trial,high
10.5664/jcsm.7810,non_randomized_trial,high
10.5664/jcsm.7908,observational,high
10.5664/jcsm.8060,case_series,high
10.5664/jcsm.8134,rct,high
10.5664/jcsm.8696,case_series,high
10.5664/jcsm.8756,case_series,high
10.5664/jcsm.9404,crossover,high
10.5664/jcsm.9690,case_series,high
10.5664/jcsm.9874,case_series,high
10.5665/sleep.3558,crossover,high
10.5692/clinicalneurol.50.385,observational,high
10.5692/clinicalneurol.cn-001176,case_series,high
10.5812/asjsm.31001,non_randomized_trial,high
10.5812/jjnpp.62178,rct,high
10.5812/numonthly.119463,non_randomized_trial,high
10.5692/clinicalneurol.cn-001048,case_series,high
10.58355/dirosat.v1i4.42,non_randomized_trial,high
10.5937/engrami1402091s,case_series,high
10.59736/ijp.23.02.952,non_randomized_trial,high
10.6018/sportk.512761,non_randomized_trial,high
10.6061/clinics/2013(04)06,non_randomized_trial,high
10.61186/sjku.29.4.49,non_randomized_trial,high
10.60147/f62a1452,case_series,high
10.61919/jhrr.v3i2.248,rct,high
10.64898/2025.12.26.696558,rct,high
10.64252/tkx42w69,rct,high
10.61919/jhrr.v4i2.807,non_randomized_trial,high
10.70332/jkp.v1i1.6,non_randomized_trial,high
10.7243/2052-6946-5-1,case_series,high
10.7176/jhmn/68-10,non_randomized_trial,high
10.7231/jon.2015.26.4.357,non_randomized_trial,high
10.7326/acpjc-2000-132-1-024,rct,high
10.7556/jaoa.2016.088,non_randomized_trial,high
10.7730/jscm.2015.27.4.419,case_series,high
10.7759/cureus.105315,case_series,high
10.69980/ajpr.v28i1.77,non_randomized_trial,high
10.7759/cureus.12034,non_randomized_trial,high
10.7759/cureus.32805,case_series,high
10.7759/cureus.4368,case_series,high
10.7759/cureus.20775,case_series,high
10.7759/cureus.57354,case_series,high
10.7759/cureus.78159,case_series,high
10.7916/d8348j3b,case_series,high
10.7759/cureus.91241,case_series,high
10.7916/d8m61j0p,case_series,high
10.7916/d8xd10d9,case_series,high
10.9758/cpn.22.1021,case_series,high
10.9758/cpn.25.1316,case_series,high
pmid_10416230,case_series,high
pmid_10697985,case_series,high
pmid_10811379,non_randomized_trial,high
pmid_10696651,non_randomized_trial,high
pmid_10947026,case_series,high
pmid_11808358,case_series,high
pmid_12166546,other,medium
pmid_12841721,crossover,high
pmid_12462942,case_series,medium
pmid_14651138,case_series,high
pmid_14707315,rct,high
pmid_15168262,case_series,high
pmid_15283013,case_series,high
pmid_15467992,case_series,high
pmid_15565533,case_series,high
pmid_16318146,non_randomized_trial,high
pmid_15662897,observational,high
pmid_17128523,non_randomized_trial,medium
pmid_17432089,case_series,high
pmid_17557456,case_series,high
pmid_17511286,case_series,high
pmid_17561538,case_series,high
pmid_18189076,case_series,high
pmid_17948213,case_series,high
pmid_18257184,non_randomized_trial,high
pmid_17557494,case_series,high
pmid_18516284,case_series,high
pmid_18788648,non_randomized_trial,high
pmid_19039990,case_series,high
pmid_19603292,case_series,high
pmid_19284179,rct,high
pmid_20957852,case_series,high
pmid_21089214,non_randomized_trial,high
pmid_2046771,crossover,high
pmid_20120624,observational,high
pmid_2194708,case_series,high
pmid_21948008,case_series,high
pmid_23094294,case_series,high
pmid_22737548,crossover,high
pmid_23852842,non_randomized_trial,high
pmid_23156076,observational,high
pmid_24247058,other,medium
pmid_25532586,non_randomized_trial,high
pmid_2507405,non_randomized_trial,high
pmid_27280102,case_series,high
pmid_2928741,rct,high
pmid_2929037,case_series,medium
pmid_31249480,case_series,high
pmid_3344406,case_series,high
pmid_3557297,case_series,high
pmid_38518173,rct,high
pmid_3946115,case_series,high
pmid_7063822,case_series,high
pmid_8259469,case_series,high
pmid_8588396,crossover,high
pmid_8723378,crossover,high
pmid_9340624,case_series,high
pmid_953882,case_series,high
pmid_30090683,case_series,high
pmid_9538563,non_randomized_trial,high
