doi,drug_class,drug_name,confidence
10.1093/sleep/zsad077.0713,non_pharmacological,tonic motor activation (tomac),high
10.1093/sleep/zsad190,non_pharmacological,tonic motor activation (tomac),high
10.1093/sleep/zsae067.01153,dopamine_agonist,pramipexole,high
10.1093/sleep/zsae067.01161,opioid,methadone,high
10.1093/sleep/zsae067.01180,opioid,methadone,high
10.1093/sleep/zsae067.01210,opioid,methadone,high
10.1093/sleep/zsae067.01224,alpha2delta_ligand,gabapentin,high
10.1093/sleep/zsae067.0390,other_pharmacological,suvorexant,high
10.1093/sleep/zsae067.0684,opioid,methadone and oxycodone,high
10.1093/sleep/zsae067.0687,alpha2delta_ligand,gabapentin enacarbil,high
10.1093/sleep/zsae067.0685,opioid,opioids (unspecified),high
10.1093/sleep/zsae067.0701,non_pharmacological,exercise,high
10.1093/sleep/zsae067.0708,non_pharmacological,tonic motor activation (tomac),high
10.1093/sleep/zsae067.0706,other_pharmacological,dextromethorphan,high
10.1093/sleep/zsae067.0704,non_pharmacological,tonic motor activation (tomac),high
10.1093/sleep/zsae067.0712,non_pharmacological,tonic motor activation (tomac),high
10.1093/sleep/zsae067.0714,opioid,methadone,high
10.1093/sleep/zsae095,iron,ferric carboxymaltose,high
10.1093/sleep/zsae217,iron,intravenous iron,high
10.1093/sleep/zsae310,dopamine_agonist,pramipexole or ropinirole,high
10.1093/sleep/zsaf090.0902,dopamine_agonist,dopamine agonists,high
10.1093/sleep/zsaf090.0903,dopamine_agonist,pramipexole and ropinirole,high
10.1093/sleep/zsaf090.0906,opioid,low-dose opioid,medium
10.1093/sleep/zsaf090.0904,opioid,methadone and oxycodone,high
10.1093/sleep/zsaf090.0907,non_pharmacological,tonic motor activation (tomac),high
10.1093/sleep/zsaf090.0910,non_pharmacological,tonic motor activation (tomac) system,high
10.1093/sleep/zsaf090.0911,non_pharmacological,tonic motor activation (tomac),high
10.1093/sleep/zsaf090.1420,opioid,buprenorphine-naloxone,high
10.1093/sleep/zsaf090.1421,dopamine_agonist,pramipexole,high
10.1093/sleep/zsaf090.1443,opioid,buprenorphine,high
10.1093/sleep/zsaf090.1457,alpha2delta_ligand,gabapentin,high
10.1093/sleep/zsaf090.1468,dopamine_agonist,ropinirole,high
10.1093/sleep/zsaf090.1485,alpha2delta_ligand,gabapentin,high
10.1093/sleep/zsaf090.1496,other_pharmacological,iron and gabapentin,high
10.1093/sleep/zsag008,opioid,"opioids (methadone, oxycodone)",high
10.1093/sleep/zsy061.663,alpha2delta_ligand,gabapentin enacarbil,high
10.1093/sleep/zsy061.665,iron,ferric carboxymaltose,high
10.1093/sleep/zsy061.661,non_pharmacological,positive airway pressure,high
10.1093/sleep/zsy061.667,other,unspecified,high
10.1093/sleep/zsy063.1105,non_pharmacological,jellyfish sting (cannonball jellyfish toxin),high
10.1093/sleep/zsz067.663,dopamine_agonist,dopamine agonist,high
10.1093/sleep/zsz067.664,other,unspecified,high
10.1093/sleep/zsz067.655,dopamine_agonist,unspecified,medium
10.1093/sleep/zsz067.666,opioid,methadone and oxycodone,high
10.1093/sleep/zsz067.670,other,unspecified,medium
10.1093/sleep/zsz234,iron,oral iron,high
10.1093/sleep/zsz223,other_pharmacological,thioperamide,high
10.1093/sleepj/zsx050.720,dopamine_agonist,"dopamine agonists (pramipexole, ropinirole, rotigotine)",high
10.1093/sleepj/zsx050.746,non_pharmacological,cranial electrical stimulation,high
10.1093/sleepj/zsx052.015,alpha2delta_ligand,pregabalin,high
10.1097/00002826-198610000-00006,levodopa,l-dopa,high
10.1097/00002826-198702000-00007,levodopa,levodopa/benserazide,high
10.1096/fasebj.20.4.a191-a,iron,oral iron supplement (65 mg elemental fe/day),high
10.1097/00002826-200403000-00008,dopamine_agonist,unspecified,medium
10.1097/00002826-199704000-00006,alpha2delta_ligand,gabapentin,high
10.1097/00004714-198812000-00017,other_pharmacological,baclofen,high
10.1097/00004850-199801000-00011,dopamine_agonist,talipexole,high
10.1097/00005768-200505001-00665,non_pharmacological,aerobic and resistance exercise,high
10.1097/01.jcp.0000246205.88281.d8,other_pharmacological,serotonin 1a receptor agonist,medium
10.1097/00007611-199808000-00007,alpha2delta_ligand,gabapentin,high
10.1097/01.wnf.0000135480.78529.06,dopamine_agonist,ropinirole,high
10.1097/01720610-200903000-00007,iron,iv iron,high
10.1097/01.wnf.0000194706.61224.29,other_pharmacological,bupropion,high
10.1097/aln.0b013e31826e7038,other_pharmacological,physostigmine,high
10.1097/j.pain.0000000000003311,opioid,intrathecal morphine,high
10.1097/mat.0000000000000622,non_pharmacological,cold dialysis,high
10.1097/jcp.0b013e31818b2764,dopamine_agonist,ropinirole,high
10.1097/mat.0000000000000271,dopamine_agonist,unspecified,medium
10.1097/jcp.0000000000000225,dopamine_agonist,pramipexole,high
10.1097/md.0000000000026800,other_pharmacological,dangguijakyak-san and shihogyeji-tang,high
10.1097/mat.0b013e3181f1cc04,non_pharmacological,exercise (cycling),high
10.1097/mat.0b013e3181641b07,non_pharmacological,aerobic exercise training,high
10.1097/md.0000000000032317,non_pharmacological,acupoint injection,high
10.1097/md.0000000000034046,non_pharmacological,hydrotherapy and acupressure,high
10.1097/md.0000000000039926,non_pharmacological,acupuncture (he tiao du ren an shen),high
10.1097/md.0b013e31815b1319,non_pharmacological,pneumatic sequential compression devices,high
10.1097/nrl.0000000000000552,other_pharmacological,lamotrigine,high
10.1097/nen.0b013e3180517b5f,dopamine_agonist,ropinirole,high
10.1097/wnf.0000000000000070,other_pharmacological,tadalafil,high
10.1097/wnf.0000000000000203,other_pharmacological,atomoxetine,high
10.1097/wnf.0b013e31805930c2,levodopa,levodopa/carbidopa/entacapone,high
10.1097/wnf.0b013e31804c780e,dopamine_agonist,"dopaminergic medications (pramipexole, ropinirole, levodopa)",high
10.1097/wnf.0000000000000072,other_pharmacological,sildenafil,high
10.1097/wnf.0b013e31815a3eec,dopamine_agonist,ropinirole,high
10.1097/wnf.0b013e31818f1125,other_pharmacological,oxcarbazepine,high
10.1097/wnf.0b013e3182087d48,alpha2delta_ligand,gabapentin enacarbil,high
10.1097/wnf.0b013e3181b3ab16,alpha2delta_ligand,gabapentin enacarbil,high
10.1097/wnf.0b013e3181fd82a1,dopamine_agonist,pramipexole,high
10.1097/wnf.0b013e31824c1c3f,other_pharmacological,rasagiline,high
10.1097/wnf.0b013e318259eac8,alpha2delta_ligand,gabapentin enacarbil,high
10.1097/wnf.0b013e3182746a5b,other_pharmacological,yi-gan san,high
10.1097/wnp.0b013e31815a0038,dopamine_agonist,cabergoline,high
10.1111/1744-9987.13802,non_pharmacological,aromatherapy massage with lavender oil,high
10.1097/yct.0000000000000695,non_pharmacological,transcranial magnetic stimulation,high
10.1111/1744-9987.13987,alpha2delta_ligand,gabapentin,high
10.1111/ane.12890,dopamine_agonist,dopamine agonists,high
10.1111/ane.13075,alpha2delta_ligand,gabapentin,high
10.1111/ane.13213,opioid,intrathecal morphine,high
10.1111/apa.12173,iron,oral iron,high
10.1111/aphw.12183,non_pharmacological,whole-body cryostimulation,high
10.1111/ene.12286,dopamine_agonist,pramipexole,high
10.1111/ene.12001,other,"levodopa, pramipexole, ropinirole, rotigotine",high
10.1111/hdi.12978,dopamine_agonist,unspecified,medium
10.1111/hdi.70031,non_pharmacological,aerobic combined resistance exercise,high
10.1111/iju.70036,dopamine_agonist,pramipexole,high
10.1111/j.0954-6820.1985.tb08851.x,other_pharmacological,carbamazepine,high
10.1111/j.1365-2710.2009.01051.x,other_pharmacological,aripiprazole,high
10.1111/j.1365-2044.2007.05246.x,non_pharmacological,graded elastic compression stockings,high
10.1111/j.1423-0410.2010.01368.x,iron,iron sucrose,high
10.1111/j.1440-1819.1992.tb00548.x,benzodiazepine,clonazepam,high
10.1111/j.1440-1819.2008.01879.x,dopamine_agonist,cabergoline,high
10.1111/j.1440-1819.2011.02212.x,benzodiazepine,clonazepam,high
10.1111/j.1440-1819.2009.02053.x,benzodiazepine,clonazepam,high
10.1111/j.1468-1331.2004.00960.x,dopamine_agonist,pramipexole,high
10.1111/j.1468-1331.2006.01459.x,dopamine_agonist,pramipexole,high
10.1111/j.1468-1331.2008.02526.x,dopamine_agonist,dopaminergic drugs,medium
10.1111/j.1469-8749.2010.03619.x,levodopa,l-dopa,high
10.1111/j.1468-1331.2012.03719.x,dopamine_agonist,rotigotine,high
10.1111/j.1524-4725.1995.tb00183.x,non_pharmacological,sclerotherapy,high
10.1111/j.1532-5415.1971.tb01557.x,other_pharmacological,orphenadrine citrate,high
10.1111/j.1600-0404.1984.tb07826.x,benzodiazepine,clonazepam,high
10.1111/j.1600-0404.1999.tb00732.x,dopamine_agonist,apomorphine,high
10.1111/j.1600-0404.2012.01707.x,opioid,intrathecal morphine,high
10.1111/j.1600-0404.2007.00796.x,alpha2delta_ligand,pregabalin,high
10.1111/j.1600-0404.2006.00669.x,dopamine_agonist,cabergoline,high
10.1111/j.1600-0447.1991.tb05581.x,levodopa,levodopa,high
10.1111/jgh.15803,alpha2delta_ligand,pregabalin,high
10.1111/jnu.12738,non_pharmacological,massage therapy with lavender oil,high
10.1111/jsr.13216,dopamine_agonist,pramipexole,high
10.1111/jsr.12053,dopamine_agonist,dopamine agonists,high
10.1111/jsr.14066,non_pharmacological,transauricular vagus nerve stimulation,high
10.1111/jsr.13794,non_pharmacological,cognitive task,high
10.1111/jsr.14303,other,pramipexole or pregabalin,medium
10.1111/jsr.14167,dopamine_agonist,pramipexole,high
10.1111/jsr.14311,dopamine_agonist,pramipexole and ropinirole,high
10.1111/jsr.14389,non_pharmacological,physical activity,high
10.1111/liv.12035,other,unspecified,low
10.1111/ner.13462,non_pharmacological,subthalamic deep brain stimulation,high
10.1111/ncn3.12594,alpha2delta_ligand,gabapentin,high
10.1111/pcn.13184,dopamine_agonist,pramipexole,high
10.1111/pcn.12095,dopamine_agonist,pramipexole,high
10.1111/ner.13532,non_pharmacological,thalamic deep brain stimulation,high
10.1111/papr.13349,non_pharmacological,dorsal root ganglion stimulation,high
10.1111/psyg.12043,alpha2delta_ligand,gabapentin enacarbil,high
10.1136/archdischild-2015-308599.308,iron,iron supplements,high
10.1111/trf.12061,iron,ferrous sulfate,high
10.1111/sdi.70014,non_pharmacological,high-volume hemodiafiltration with hemoadsorption,high
10.1136/bcr-2014-206679,dopamine_agonist,pramipexole,high
10.1136/bcr-2020-240686,levodopa,levodopa,high
10.1136/bcr-2023-255700,other,levodopa or dopamine agonists,medium
10.1111/psyg.70049,iron,iron sucrose,high
10.1136/bmj.330.7487.330,opioid,apomorphine,high
10.1136/bmj.288.6415.444,other_pharmacological,carbamazepine,high
10.1136/bmj.d8347,other,unspecified,low
10.1136/bmjresp-2023-bssconf.13,iron,ferric carboxymaltose,high
10.1136/bmjspcare-2014-000691,dopamine_agonist,pramipexole,high
10.1136/jnnp.2005.075671,other_pharmacological,levetiracetam,high
10.1136/jnnp.2003.034843,dopamine_agonist,apomorphine,high
10.1136/jnnp.2007.138867,non_pharmacological,cognitive behavioural therapy,high
10.1136/jnnp.2008.147397,dopamine_agonist,ropinirole,high
10.1136/jnnp.2008.152652,dopamine_agonist,dopamine agonists,high
10.1136/jnnp.53.6.522,benzodiazepine,clonazepam,high
10.1136/pgmj.69.815.701,iron,iron repletion,high
10.1155/2012/294058,non_pharmacological,gentle yoga,high
10.1155/2013/628142,non_pharmacological,aerobic exercise,high
10.1155/2012/893681,dopamine_agonist,pramipexole,high
10.1155/crnm/1198600,alpha2delta_ligand,gabapentin,high
10.1155/2022/7330308,non_pharmacological,warm compression,high
10.1155/2015/343201,non_pharmacological,acupuncture,high
10.1159/000008138,iron,ferrous sulfate,high
10.1159/000026658,dopamine_agonist,ropinirole,high
10.1159/000026659,dopamine_agonist,ropinirole,high
10.1159/000058050,dopamine_agonist,cabergoline,high
10.1159/000077943,dopamine_agonist,pramipexole,high
10.1159/000099947,dopamine_agonist,pramipexole,high
10.1159/000114904,other_pharmacological,folic acid,high
10.1159/000116643,opioid,codeine sulfate,high
10.1159/000228261,dopamine_agonist,dopaminergic agents,medium
10.1159/000322289,dopamine_agonist,pramipexole,high
10.1159/000494737,non_pharmacological,spinal cord stimulation,high
10.1159/000354408,other,calcium carbonate / quercus e cortice 6x,high
10.1159/000518911,iron,ferric carboxymaltose,high
10.1159/000508803,non_pharmacological,medium cut-off hemodialysis membranes,high
10.11604/pamj.2021.38.318.28836,iron,oral iron,high
10.1161/atvb.36.suppl_1.331,non_pharmacological,angioplasty and stenting,high
10.1161/jaha.120.018674,other,mixed rls treatments,low
10.1161/res.119.suppl_1.232,non_pharmacological,angioplasty and stenting,high
10.1176/ajp.141.8.993,opioid,opioids (unspecified low-dose),medium
10.1176/appi.neuropsych.12120394,other,unspecified,high
10.1176/pn.47.10.psychnews_47_10_18-a,dopamine_agonist,rotigotine,high
10.1177/001857870003500604,opioid,tramadol,high
10.1177/0091270009338481,dopamine_agonist,rotigotine,high
10.1177/0091270012439209,alpha2delta_ligand,gabapentin enacarbil,high
10.1177/1054773810388557,iron,iron supplementation,high
10.1177/1756286418759973,non_pharmacological,repetitive transcranial magnetic stimulation (rtms),high
10.1177/106002809402800711,other_pharmacological,clonidine,high
10.1159/000072882,other,gabapentin versus ropinirole,high
10.1177/2045125316672133,alpha2delta_ligand,gabapentin,high
10.1177/2333794x19884816,iron,oral iron,high
10.1177/21501327211019590,other,multiple interventions,medium
10.1179/1753615412y.0000000011,non_pharmacological,counterstrain manipulation,high
10.1185/03007995.2012.746217,alpha2delta_ligand,gabapentin enacarbil,high
10.1182/blood.v120.21.2283.2283,iron,ferrous sulfate,high
10.1185/030079906x132442,dopamine_agonist,ropinirole,high
10.1185/03007995.2015.1103216,dopamine_agonist,rotigotine,high
10.1185/03007995.2013.841666,dopamine_agonist,rotigotine,high
10.1186/1471-2369-14-194,dopamine_agonist,ropinirole,high
10.1186/1471-2377-12-106,dopamine_agonist,rotigotine,high
10.1186/1471-2377-10-86,dopamine_agonist,rotigotine,high
10.1186/1472-6882-12-s1-p212,non_pharmacological,gentle yoga,high
10.1186/1472-6882-12-s1-o55,non_pharmacological,yoga,high
10.1186/1752-1947-4-286,non_pharmacological,near-infrared light,high
10.1186/1752-1947-4-306,non_pharmacological,bilateral foot neuroma excision,high
10.1186/s10194-025-01976-7,other_pharmacological,calcitonin gene-related peptide monoclonal antibody (cgrp mab),high
10.1186/s12879-021-06683-7,benzodiazepine,clonazepam,high
10.1186/s12877-025-05724-z,dopamine_agonist,pramipexole,high
10.1186/s12882-021-02455-2,dopamine_agonist,dopamine agonists,medium
10.1186/s12883-020-01875-1,dopamine_agonist,dopaminergic therapy,low
10.1186/s12888-024-05763-7,dopamine_agonist,pramipexole,high
10.1186/s12905-024-03159-z,other_pharmacological,vitamin d3,high
10.1186/s12883-023-03462-6,non_pharmacological,tonic motor activation (tomac),high
10.1186/s12906-022-03814-8,other_pharmacological,magnesium and vitamin b6,high
10.1186/s40734-015-0018-3,alpha2delta_ligand,gabapentin enacarbil,high
10.1212/01.wnl.0000113752.14744.15,dopamine_agonist,pramipexole,high
10.1212/01.wnl.0000120672.94060.f1,dopamine_agonist,ropinirole,high
10.1212/01.wnl.0000124465.20878.84,dopamine_agonist,pergolide,high
10.1212/01.wnl.0000147297.51023.c8,dopamine_agonist,cabergoline,high
10.1212/01.wnl.0000237742.08297.22,dopamine_agonist,cabergoline,high
10.1212/01.wnl.0000252368.25106.b6,dopamine_agonist,unspecified,medium
10.1212/01.wnl.0000243244.07887.01,dopamine_agonist,unspecified,medium
10.1212/01.wnl.0000310984.45538.89,other_pharmacological,hydrocortisone,high
10.1212/01.wnl.0000325994.93782.a1,other_pharmacological,botulinum toxin a,high
10.1212/01.wnl.0000341770.91926.cc,alpha2delta_ligand,xp13512 (gabapentin enacarbil),high
10.1212/cpj.0000000000000276,iron,iv iron,high
10.1212/wnl.0000000000000454,dopamine_agonist,pramipexole,high
10.1212/wnl.0000000000002649,dopamine_agonist,rotigotine,high
10.1212/wnl.0000000000002327,dopamine_agonist,rotigotine,high
10.1212/wnl.0000000000006175,non_pharmacological,subthalamic nucleus deep brain stimulation,high
10.1212/wnl.0000000000200595,dopamine_agonist,pramipexole,high
10.1212/wnl.0000000000201772,non_pharmacological,tonic motor activation (tomac),high
10.1212/wnl.0b013e3181e1ce73,alpha2delta_ligand,pregabalin,high
10.1212/wnl.0000000000206855,opioid,opioids (low-dose),high
10.1212/wnl.0b013e3182242d91,dopamine_agonist,pramipexole,high
10.1212/wnl.0b013e31826b96e4,alpha2delta_ligand,pregabalin,high
10.1212/wnl.0b013e318230207a,dopamine_agonist,pramipexole,high
10.1212/wnl.0b013e318278b5e7,opioid,intrathecal morphine,high
10.1212/wnl.35.1.130,benzodiazepine,clonazepam,high
10.1212/wnl.36.10.1363,opioid,unspecified,medium
10.1212/wnl.38.12.1845,levodopa,l-dopa,high
10.1212/wnl.47.6.1435,other,unspecified,low
10.1212/wnl.51.3.912,iron,iron,high
10.1212/wnl.51.1.311-b,dopamine_agonist,pramipexole,high
10.1212/wnl.51.4.1221,dopamine_agonist,pramipexole,high
10.1212/wnl.51.6.1599,dopamine_agonist,pergolide,high
10.1212/wnl.52.2.285,levodopa,levodopa (rr-l-dopa and sr-l-dopa combination),high
10.1212/wnl.52.5.938,dopamine_agonist,pramipexole,high
10.1212/wnl.55.10.1589,dopamine_agonist,pramipexole,high
10.1212/wnl.52.5.944,dopamine_agonist,pergolide,high
10.1212/wnl.56.10.1399,dopamine_agonist,pergolide,high
10.1212/wnl.57.9.1717,alpha2delta_ligand,gabapentin,high
10.1212/wnl.63.12.e21,dopamine_agonist,cabergoline,high
10.1212/wnl.80.7_supplement.p02.059,dopamine_agonist,rotigotine,high
10.1212/wnl.80.7_supplement.p02.060,non_pharmacological,transcutaneous spinal direct current stimulation,high
10.1212/wnl.80.7_supplement.p02.067,other_pharmacological,rasagiline,high
10.1212/wnl.82.10_supplement.i3-1.009,alpha2delta_ligand,gabapentin enacarbil,high
10.1212/wnl.82.10_supplement.p5.266,dopamine_agonist,dopamine agonists (unspecified),high
10.1212/wnl.82.10_supplement.p5.268,dopamine_agonist,rotigotine,high
10.1212/wnl.82.10_supplement.p5.288,dopamine_agonist,rotigotine,high
10.1212/wnl.82.10_supplement.p5.289,alpha2delta_ligand,gabapentin enacarbil,high
10.1212/wnl.82.10_supplement.p5.290,alpha2delta_ligand,gabapentin enacarbil,high
10.1212/wnl.84.14_supplement.p7.298,dopamine_agonist,rotigotine,high
10.1212/wnl.84.14_supplement.p7.296,non_pharmacological,restiffic (pressure foot wrap),high
10.1212/wnl.84.14_supplement.p7.299,alpha2delta_ligand,gabapentin enacarbil,high
10.1212/wnl.84.14_supplement.p7.295,other_pharmacological,incobotulinum toxin-a,high
10.1212/wnl.84.14_supplement.p7.304,dopamine_agonist,rotigotine,high
10.1212/wnl.84.14_supplement.p7.300,alpha2delta_ligand,gabapentin enacarbil,high
10.1212/wnl.88.16_supplement.p3.029,other_pharmacological,incobotulinumtoxina,high
10.1213/01.ane.0000159376.47974.71,other_pharmacological,physostigmine,high
10.1227/01.neu.0000311089.04014.91,opioid,intrathecal morphine,high
10.1213/xaa.0000000000001007,non_pharmacological,spinal cord stimulation,high
10.1227/01.neu.0000325674.02282.cc,opioid,intrathecal morphine,high
10.1249/00005768-200505001-00665,non_pharmacological,aerobic and resistance training exercise,high
10.1249/01.mss.0000402524.14521.c7,non_pharmacological,traction straight leg raise,high
10.1249/01.mss.0000535256.72075.f3,non_pharmacological,blood flow restriction training,high
10.1258/phleb.2007.007051,non_pharmacological,endovenous laser ablation,high
10.12669/pjms.40.5.8400,opioid,tramadol,high
10.12659/msm.900520,iron,iron sucrose,high
10.12681/eadd/23198,other,aerobic exercise combined with dopamine agonists,high
10.12890/2022_003398,dopamine_agonist,pramipexole,high
10.12890/2025_005698,alpha2delta_ligand,gabapentin enacarbil,high
10.12968/ijtr.2017.0132,non_pharmacological,neuromuscular electric stimulation,high
10.12998/wjcc.v13.i25.108244,other_pharmacological,herbal medicines containing paeoniae radix,high
10.13078/jsm.18005,iron,ferric carboxymaltose,high
10.13078/jksrs.14004,dopamine_agonist,pramipexole,high
10.13078/jsm.17006,dopamine_agonist,pramipexole,high
10.13078/jsm.240003,other_pharmacological,vitamin b12 supplementation,high
10.1345/aph.18024,levodopa,levodopa/carbidopa,high
10.1345/aph.1l035,other_pharmacological,bupropion,high
10.1358/dot.2006.42.1.932510,dopamine_agonist,rotigotine,high
10.1345/aph.1m183,dopamine_agonist,ropinirole,high
10.13703/j.0255-2930.2016.06.011,non_pharmacological,governor moxibustion,high
10.13703/j.0255-2930.20190323-k0001,non_pharmacological,tiaoshen acupuncture,high
10.1371/journal.pone.0155835,non_pharmacological,parathyroidectomy,high
10.1371/journal.pone.0173535,dopamine_agonist,pramipexole,high
10.1371/journal.pone.0174793,dopamine_agonist,dopaminergic agents,high
10.1371/journal.pone.0230951,non_pharmacological,foot massage and heat therapy,high
10.1378/chest.08-1665,non_pharmacological,pneumatic compression devices,high
10.14309/00000434-200809001-00268,non_pharmacological,gluten-free diet,high
10.14260/jemds/2019/399,levodopa,levodopa/carbidopa,high
10.14309/00000434-200809001-00277,other_pharmacological,rifaximin,high
10.14401/kasmed.2013.20.1.035,dopamine_agonist,ropinirole,high
10.1515/jcim-2014-0069,other_pharmacological,sucrose (nabat),high
10.14442/general.15.52,other,unspecified,high
10.14710/nmjn.v12i3.46307,non_pharmacological,mindfulness-based stress reduction,high
10.1515/jcim-2020-0121,non_pharmacological,foot massage with lavender and sweet orange essential oils,high
10.1515/med-2024-1125,other_pharmacological,vitamin d,high
10.15171/jrip.2017.22,non_pharmacological,vibration therapy,high
10.1517/14656566.3.10.1481,dopamine_agonist,cabergoline,high
10.1517/14656566.2013.758251,dopamine_agonist,rotigotine (neupro),high
10.15171/jrip.2019.20,non_pharmacological,vibration and massage,high
10.15171/npj.2018.22,alpha2delta_ligand,gabapentin,high
10.15171/npj.2018.27,other_pharmacological,intravenous vitamin c,high
10.15406/ogij.2020.11.00495,non_pharmacological,transcutaneous electrical nerve stimulation with stretching,high
10.15406/ppij.2016.04.00079,other_pharmacological,potassium citrate,high
10.1590/1806-9282.20240145,non_pharmacological,compression stockings,high
10.1542/pir.27.6.231,iron,ferrous sulfate,high
10.1590/s0004-282x2002000600027,dopamine_agonist,pramipexole,high
10.1590/s1807-59322011001100017,dopamine_agonist,pramipexole,high
10.16965/ijpr.2017.176,non_pharmacological,aerobic exercise and yogasana,high
10.17049/jnursology.1457904,non_pharmacological,vitamins and minerals,high
10.17241/smr.2025.02838,other,unspecified,high
10.17241/smr.2018.00171,iron,iron,high
10.17340/jkna.2018.2.11,iron,ferric carboxymaltose,high
10.17795/nmsjournal29617,non_pharmacological,massage with lavender oil,high
10.17816/nb65268,dopamine_agonist,pramipexole,high
10.18071/isz.78.0037,dopamine_agonist,pramipexole,high
10.17942/sted.884979,non_pharmacological,progressive relaxation exercise,high
10.18203/2320-6012.ijrms20161779,non_pharmacological,muscle stretching exercise,high
10.18773/austprescr.2008.011,dopamine_agonist,cabergoline,high
10.19161/etd.1382369,dopamine_agonist,pramipexole,high
10.19540/j.cnki.cjcmm.20180115.001,other,classical chinese medicine prescriptions,low
10.20515/otd.1233819,non_pharmacological,positive airway pressure (pap),high
10.19044/esj.2018.v14n30p371,non_pharmacological,aromatherapy,high
10.20944/preprints202404.0825.v1,iron,iron supplementation,high
10.21203/rs.3.rs-1789947/v1,other,unspecified,low
10.20969/vskm.2025.18(2).24-28,other_pharmacological,"iron, vitamin d, vitamin b12, folic acid, magnesium, calcium supplementation",medium
10.21203/rs.3.rs-2129070/v1,other_pharmacological,naproxen,medium
10.21203/rs.3.rs-4155296/v1,alpha2delta_ligand,gabapentin,high
10.21203/rs.3.rs-4192475/v1,dopamine_agonist,pramipexole,high
10.2147/jprls.s40354,non_pharmacological,vibrating pads,high
10.2147/dhps.s67328,levodopa,l-dopa,high
10.21203/rs.3.rs-8815425/v1,other,"pramipexole, pregabalin, clonazepam combination",high
10.2147/jprls.s40358,non_pharmacological,vibratory stimulation,high
10.2147/jprls.s40804,alpha2delta_ligand,gabapentin enacarbil,high
10.2147/jprls.s53015,non_pharmacological,unspecified non-pharmaceutical treatment,high
10.2147/jprls.s47648,other,dopaminergic therapy withdrawal,high
10.2147/jprls.s58556,non_pharmacological,whole body vibration,high
10.2147/jprls.s77560,opioid,oxycodone/naloxone,high
10.2147/nss.s421189,other_pharmacological,aripiprazole,high
10.2147/nss.s448579,other,pramipexole and gabapentin,high
10.2147/nss.s532626,dopamine_agonist,pramipexole,high
10.21608/asnj.2025.336528.1951,non_pharmacological,cool dialysate,high
10.2147/nss.s528340,dopamine_agonist,dopaminergic agents,medium
10.21608/ejhc.2022.249361,non_pharmacological,progressive muscle relaxation,high
10.21608/ejhm.2025.422606,non_pharmacological,acupuncture-like tens,high
10.2165/00023210-200721050-00008,dopamine_agonist,pramipexole,high
10.2165/00023210-200822100-00001,dopamine_agonist,rotigotine,high
10.2165/11634870-000000000-00000,alpha2delta_ligand,gabapentin enacarbil (horizant),high
10.2169/internalmedicine.45.1555,dopamine_agonist,cabergoline,high
10.2169/internalmedicine.51.6853,levodopa,levodopa,high
10.2169/internalmedicine.52.9013,dopamine_agonist,dopamine receptor agonist,medium
10.2169/internalmedicine.55.6815,dopamine_agonist,rotigotine,high
10.2169/naika.78.1462,other_pharmacological,penicillin g,high
10.2174/0118746136268741240328062217,non_pharmacological,neurofeedback,high
10.2174/1874205x01509010004,other,unspecified,medium
10.22038/ebcj.2020.51306.2366,non_pharmacological,cold dialysate and stretching exercises,high
10.22038/ijogi.2020.16880,non_pharmacological,warm and cold water footbath,high
10.2215/cjn.10451110,non_pharmacological,short daily hemodialysis,high
10.22246/jikm.2018.39.2.116,non_pharmacological,electroacupuncture,high
10.22246/jikm.2016.37.5.717,non_pharmacological,oriental medicine,medium
10.22246/jikm.2019.40.2.270,other_pharmacological,gyejibokryeong-hwan,medium
10.22246/jikm.2023.44.2.146,other_pharmacological,jakyakgamcho-tang,high
10.22365/jpsych.2016.273.222,dopamine_agonist,pramipexole,high
10.22399/ijcesen.1243,non_pharmacological,massage,high
10.22541/au.162935801.10999591/v1,non_pharmacological,hot water immersion,high
10.22541/au.167368683.36924943/v1,non_pharmacological,progressive muscle relaxation exercises,high
10.2344/anpr-67-02-10,other_pharmacological,dexmedetomidine,high
10.23937/2572-3243.1510078,non_pharmacological,active supination dorsiflexion test guided therapeutic intervention,high
10.23736/s0031-0808.20.04046-x,other_pharmacological,pycnogenol,high
10.24966/crts-310x/100020,non_pharmacological,low-sugar diet,high
10.24198/jkp.v5i1.349,non_pharmacological,strength training (latihan kekuatan),high
10.24966/csmc-8801/1000179,other_pharmacological,ganoderma lucidum extract,high
10.24252/join.v3i2.3673,non_pharmacological,stretching exercise,high
10.2512/jspm.6.344,iron,red blood cell transfusion,high
10.25236/bemes.2018.021,other_pharmacological,rouxiujiang decoction,medium
10.25259/jnrp_226_2025,iron,ferric carboxymaltose,high
10.25419/rcsi.12764993.v2,other,unspecified,high
10.29252/ijn.27.90.91.94,non_pharmacological,stretching exercises,high
10.29252/qums.12.8.48,non_pharmacological,core stability exercises,high
10.29271/jcpsp.2019.04.309,other,unspecified,high
10.26180/5d13f3e1a5784,non_pharmacological,exercise intervention,high
10.29399/npa.27827,other_pharmacological,vortioxetine,high
10.29407/judika.v9i2.27428,non_pharmacological,intradialytic stretching exercise,high
10.30621/jbachs.1277737,non_pharmacological,aerobic exercise,high
10.30773/pi.2017.08.21,iron,oral iron,high
10.30978/unj2018-3-46,dopamine_agonist,pramipexole,high
10.31004/prepotif.v9i2.41376,non_pharmacological,strength training,high
