doi,source_folder,is_relevant,studies_treatment,trial_type,phase,is_excluded,exclusion_reason,topics,paper_title,paper_journal,paper_year,paper_authors,paper_volume,paper_issue,paper_pages,paper_url
10.1016/j.sleep.2023.08.012,abstract_only,no,no,other,not_applicable,yes,,animal_model|preclinical|RLS_pathophysiology,,,,,,,,
10.2147/jprls.s40354,abstract_only,yes,yes,rct,phase_2,no,,vibration therapy | sleep improvement | RLS treatment | device-based intervention | sham-controlled trial,"Sleep improvement for restless legs syndrome patients. Part I: pooled analysis of two prospective, double-blind, sham-controlled, multi-center, randomized clinical studies of the effects of vibrating pads on RLS symptoms",Journal of Parkinsonism and Restless Legs Syndrome,2013,Fred Burbank; Mark Buchfuhrer; Branko Kopjar; Cheryl Segawa,,,1,https://doi.org/10.2147/jprls.s40354
10.1007/s10047-020-01164-1,abstract_only,yes,yes,case_series,not_applicable,no,,dialysis|hemodiafiltration|alpha1-microglobulin|symptom resolution,Therapeutic effect of high-efficiency online hemodiafiltration for recurrent restless legs syndrome in dialysis patients,Journal of Artificial Organs,2020,Kenji Sakurai; Takeshi Saito; Hiromi Hosoya; Yoshitaka Kurihara; Fumi Yamauchi,23,3,296-301,https://doi.org/10.1007/s10047-020-01164-1
10.19540/j.cnki.cjcmm.20180115.001,abstract_only,yes,yes,case_series,not_applicable,no,,RLS treatment | Chinese medicine | hemodialysis complications | case series,[Strategies of interventing complications in hemodialysis with classical prescriptions from clinical cases].,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,2018,Bi LM; Chen YL; Chen YF; Zhu DY; Lu S.; Feng DX,43,12,2470-2473,https://doi.org/10.19540/j.cnki.cjcmm.20180115.001
10.1016/j.sleep.2019.12.024,abstract_only,yes,no,cross_sectional,not_applicable,no,,iron deposition | neuroimaging | hemodialysis | pathophysiology | quantitative susceptibility mapping,Different iron deposition patterns in hemodialysis patients with and without restless legs syndrome: a quantitative susceptibility mapping study,Sleep Medicine,2020,Hao Wang; Xue Han; Mei Jin; Liyan Wang; Zong-li Diao; Wang Guo; Peng Zhang; Zheng Wang; Zheng Wang; Heyu Ding; Han Lv; Zhengyu Zhang; Pengfei Zhao; Jing Li; Zhenghan Yang; Wenhu Liu; Zhen-chang Wang; Zhen-chang Wang,69,,34-40,https://doi.org/10.1016/j.sleep.2019.12.024
10.1517/17425255.2012.708023,abstract_only,yes,no,other,not_applicable,yes,review,RLS pharmacology | ADMET | dopamine agonists | anticonvulsants | iron,ADMET considerations for restless leg syndrome drug treatments,Expert Opinion on Drug Metabolism &amp; Toxicology,2012,Stefano de Biase; Giovanni Merlino; Simone Lorenzut; Mariarosaria Valente; Gian Luigi Gigli,8,10,1247-1261,https://doi.org/10.1517/17425255.2012.708023
10.1590/s0004-282x2011000200007,abstract_only,no,no,case_control,not_applicable,yes,review,RLS comorbidity | MS | epidemiology | meta-analysis,,,,,,,,
10.4009/jsdt.44.1155,abstract_only,yes,yes,case_series,not_applicable,no,,pramipexole | hemodialysis | RLS prevalence | symptom improvement | IRLS score,Examination of clinical effectiveness of Pramipexole for restless legs syndrome in hemodialysis patients,Nihon Toseki Igakkai Zasshi,2011,Takeshi Wakikawa; Junya Fujita; Ayako Nishihira,44,12,1155-1161,https://doi.org/10.4009/jsdt.44.1155
10.1016/j.clineuro.2010.12.006,abstract_only,no,no,case_control,not_applicable,no,,cluster headache | RLS prevalence | comorbidity,,,,,,,,
10.1371/journal.pone.0259681,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS pathophysiology | inflammation biomarker | neutrophil-to-lymphocyte ratio | observational cohort,Investigating the inflammation marker neutrophil-to-lymphocyte ratio in Danish blood donors with restless legs syndrome,PLOS ONE,2021,Joseph Dowsett; Maria Didriksen; Margit Hørup Larsen; Khoa Manh Dinh; Kathrine Agergård Kaspersen; Susan Mikkelsen; Lise Wegner Thørner; Erik Sørensen; Christian Erikstrup; Ole Birger Pedersen; Jesper Eugen-Olsen; Karina Banasik; Sisse Rye Ostrowski,16,11,e0259681,https://doi.org/10.1371/journal.pone.0259681
10.1159/000008138,abstract_only,yes,yes,rct,phase_2,no,,iron supplementation|RLS treatment|sleep quality|ferrous sulfate,"A Randomized, Double-Blind Placebo-Controlled Trial of Iron in Restless Legs Syndrome",European Neurology,2000,Bradley J. Davis; Alex Rajput; Michele L. Rajput; Edward A. Aul; Gerald R. Eichhorn,43,2,70-75,https://doi.org/10.1159/000008138
10.1016/j.sleep.2008.09.013,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS risk factors | iron depletion | blood donation | epidemiology,RLS and blood donation,Sleep Medicine,2009,Brendan J. Burchell; Richard P. Allen; Jessica K. Miller; Wayne A. Hening; Christopher J. Earley,10,8,844-849,https://doi.org/10.1016/j.sleep.2008.09.013
10.3389/fneur.2023.1257781,abstract_only,no,no,other,not_applicable,yes,review,Parkinson's disease | deep brain stimulation | gender differences | review,,,,,,,,
10.1111/ene.12244,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS epidemiology | cardiovascular risk factors | hypertension association,,,,,,,,
10.1093/sleep/zsad230,abstract_only,no,no,other,not_applicable,yes,editorial,RLS|opinion|motor activation,,,,,,,,
10.7861/clinmedicine.18-3-259,abstract_only,yes,no,case_series,not_applicable,yes,editorial,pramipexole | adverse effects | photosensitivity | case report,Lesson of the month 2: An unusual adverse reaction associated with pramipexole,Clinical Medicine,2018,Yasmina Tashkent; Vinod Aiyappan,18,3,259-260,https://doi.org/10.7861/clinmedicine.18-3-259
10.1055/s-2007-991838,abstract_only,yes,no,cross_sectional,not_applicable,no,,cognitive function|neuropsychology|attention|RLS pathophysiology,Cognitive functions in patients with restless legs syndrome,Pharmacopsychiatry,2007,Stephany Fulda; Juliane Winkelmann; T. C. Wetter,40,05,,https://doi.org/10.1055/s-2007-991838
10.1001/archneur.1983.04210070066020,abstract_only,yes,no,other,not_applicable,yes,editorial,levodopa|benzodiazepines|clonazepam|treatment_comparison|letter_to_editor,Treatment of Restless Legs Syndrome,Archives of Neurology,1983,Menon MK; Kling AS,40,8,526-526,https://doi.org/10.1001/archneur.1983.04210070066020
10.1177/1359105319871632,abstract_only,yes,no,other,not_applicable,yes,review,qualitative research | patient experience | healthcare services | symptom management,The experience of living with restless legs syndrome: A qualitative study,Journal of Health Psychology,2021,Eloise G. Harrison; Jennifer L. Keating; Prue E. Morgan,26,8,1154-1167,https://doi.org/10.1177/1359105319871632
10.1111/j.1365-2362.2010.02461.x,abstract_only,yes,no,cross_sectional,not_applicable,no,,oxidative stress | autonomic nervous system | biomarkers | HRV | pathophysiology,Oxidative stress and autonomic nervous system functions in restless legs syndrome,European Journal of Clinical Investigation,2011,Mehmet Ali Cikrikcioglu; Mehmet Hursitoglu; Hafize Erkal; Burcin Erdem Kınas; Juan Sztajzel; Mustafa Cakirca; Aysun Guneri Arslan; Aybala Erek; Gulistan Halac; Tufan Tukek,41,7,734-742,https://doi.org/10.1111/j.1365-2362.2010.02461.x
pmid_9302725,abstract_only,no,no,other,not_applicable,yes,guideline,diagnostic guidelines | polysomnography | sleep disorders,,,,,,,,
10.5664/jcsm.8718,abstract_only,no,no,cross_sectional,not_applicable,yes,,autonomic nervous system | heart rate variability | polysomnography | restless sleep disorder,,,,,,,,
10.4103/aomd.aomd_16_25,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | post-stroke | observational | inflammatory markers,Prevalence and associations of post-stroke restless legs syndrome: a cross-sectional study,Annals of Movement Disorders,2025,Arpit Singh; Kaustav Kundu; Kuljeet S. Gahla; Garima Kaur; Niraj Kumar; Ravi Gupta,8,3,177-182,https://doi.org/10.4103/aomd.aomd_16_25
10.36283/pjmd11-4/013,abstract_only,no,no,cross_sectional,not_applicable,no,,RLS prevalence | diabetes | neuropathy | sleep quality | observational,,,,,,,,
10.12998/wjcc.v13.i25.108244,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,herbal medicine | Paeoniae Radix | Korean medicine | symptom improvement | safety,Effects of herbal medicines containing Paeoniae Radix on patients with restless legs syndrome: A retrospective chart review study,World Journal of Clinical Cases,2025,Young Seon Lee; Han-Gyul Lee; Seungwon Kwon; Seung-Yeon Cho; Woo-Sang Jung; Seong-Uk Park; Sang-Kwan Moon; Jung-Mi Park; Chang-Nam Ko,13,25,108244,https://doi.org/10.12998/wjcc.v13.i25.108244
10.1097/mat.0b013e3181f1cc04,abstract_only,yes,yes,cross_sectional,not_applicable,no,,exercise intervention | intradialytic therapy | periodic limb movements | hemodialysis patients | non-pharmacological treatment,Non-Pharmacological Management of Periodic Limb Movements During Hemodialysis Session in Patients With Uremic Restless Legs Syndrome,ASAIO Journal,2010,Christoforos D. Giannaki; Giorgos K. Sakkas; Georgios M. Hadjigeorgiou; Christina Karatzaferi; Gianna Patramani; Eleftherios Lavdas; Vassilios Liakopoulos; Yiannis Koutedakis; Ioannis Stefanidis,56,6,538-542,https://doi.org/10.1097/mat.0b013e3181f1cc04
10.1038/s41598-025-28159-3,abstract_only,no,no,cross_sectional,not_applicable,yes,,sleep disorders | renal disease | RLS comorbidity,,,,,,,,
10.32734/jetromi.v2i3.4293,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS risk factors | hemodialysis | FGF-23 | bone mineral metabolism | observational study,Fibroblast Growth Factor-23 (FGF-23) in Patients with Regular Hemodialysis: A Risk Factor for Restless Legs Syndrome,"Journal of Endocrinology, Tropical Medicine, and Infectiouse Disease (JETROMI)",2020,Rasyidah Hasan Harahap; Riri Andri Muzasti; Alwi Thamrin Nasution,2,3,133-143,https://doi.org/10.32734/jetromi.v2i3.4293
10.1007/bf03217709,abstract_only,yes,no,cross_sectional,not_applicable,yes,survey,RLS diagnosis | treatment patterns | physician survey | healthcare delivery,Diagnostik und Therapie des Restless-Legs-Syndroms in der Arztpraxis,Wiener Klinische Wochenschrift,2004,Michael Saletu; Martina Esberger-Chowdhury; Josef Zeitlhofer; Lüder Deecke,116,15-16,552-560,https://doi.org/10.1007/bf03217709
10.1038/s41531-024-00642-0,abstract_only,no,no,cross_sectional,not_applicable,no,,sleep disorders|Parkinson's disease|RLS comorbidity,,,,,,,,
10.1212/wnl.86.16_supplement.p4.348,abstract_only,no,no,other,not_applicable,yes,,stroke|case report|pontine infarction,,,,,,,,
10.1093/sleep/zsz067.671,abstract_only,yes,no,other,not_applicable,yes,,neuroimaging|MRI|brain structure|pathophysiology|biomarkers,0673 Multimodal MRI Reveals Alterations Of Sensorimotor Circuits In Restless Legs Syndrome,Sleep,2019,Ambra Stefani; Thomas Mitterling; Anna Heidbreder; Ruth Steiger; Christian Kremser; Birgit Frauscher; Elke Gizewski; Werner Poewe; Birgit Högl; Christoph Scherfler,42,Supplement_1,A268-A270,https://doi.org/10.1093/sleep/zsz067.671
10.3390/ijms27083385,abstract_only,yes,no,not_applicable,not_applicable,yes,review,biomarkers | serum markers | iron | immune activation | oxidative stress,Serum Biomarkers in Restless Legs Syndrome: Beyond the Classical Iron Paradigm—A Scoping Review,International Journal of Molecular Sciences,2026,Krasimir Avramov; Todor Georgiev; Aneliya Draganova; Kiril Terziyski,27,8,3385,https://doi.org/10.3390/ijms27083385
10.1007/s10072-014-2026-8,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | hemodialysis patients | cross-sectional survey | renal failure | comorbidity,Restless legs syndrome in hemodialysis patients in Iran,Neurological Sciences,2015,Mohammad Rohani; Mahbubeh Aghaei; Arya Jenabi; Sharare Yazdanfar; Delaram Mousavi; Shahnaz Miri,36,5,723-727,https://doi.org/10.1007/s10072-014-2026-8
10.3390/psychiatryint2030019,abstract_only,yes,no,retrospective_cohort,not_applicable,yes,secondary_analysis,RLS|PLMS|psychiatric comorbidity|polysomnography|sleep characterization,A Polysomnographic and Cluster Analysis of Periodic Limb Movements in Sleep of Restless Legs Syndrome Patients with Psychiatric Conditions,Psychiatry International,2021,Arthur S. Walters; Jérôme Brunelin; Sébastien Catoire; Marie-Françoise Suaud-Chagny; Karen Spruyt,2,3,250-264,https://doi.org/10.3390/psychiatryint2030019
10.1358/dot.2006.42.1.932510,abstract_only,yes,yes,other,unclear,no,,rotigotine|dopamine agonist|transdermal patch|RLS treatment|clinical trials,"Rotigotine: A novel dopamine agonist for the transdermal treatment
of Parkinson's disease",Drugs of Today,2006,Zareba G.,42,1,21,https://doi.org/10.1358/dot.2006.42.1.932510
10.1002/1531-8257(200101)16:1<144::aid-mds1009>3.0.co;2-f,abstract_only,yes,no,case_control,not_applicable,no,,CSF biomarkers | dopamine | serotonin | biopterin | pathophysiology,"CSF dopamine, serotonin, and biopterin metabolites in patients with restless legs syndrome",Movement Disorders,2001,Christopher J. Earley; Keith Hyland; Richard P. Allen,16,1,144-149,https://doi.org/10.1002/1531-8257(200101)16:1<144::aid-mds1009>3.0.co;2-f
10.1212/wnl.0000000000004002,abstract_only,no,no,other,not_applicable,yes,editorial,editorial|neurology|intracerebral hemorrhage|epilepsy,,,,,,,,
10.2165/00003495-200666050-00003,abstract_only,yes,no,other,not_applicable,yes,review,RLS|dialysis|dopaminergic therapy|treatment overview,Management of Restless Legs Syndrome in Patients on Dialysis,Drugs,2006,Miklos Z. Molnar; Marta Novak; Istvan Mucsi,66,5,607-624,https://doi.org/10.2165/00003495-200666050-00003
10.3390/nu16142315,abstract_only,yes,no,other,not_applicable,yes,review,dietary supplements | magnesium | vitamin D | iron | systematic review,Effects of Dietary Supplementation in Patients with Restless Legs Syndrome: A Systematic Review,Nutrients,2024,Pedro González-Parejo; Javier Martín-Núñez; Irene Cabrera-Martos; Marie Carmen Valenza,16,14,2315,https://doi.org/10.3390/nu16142315
10.5664/jcsm.11392,abstract_only,yes,no,other,not_applicable,yes,review,systematic review|meta-analysis|RLS treatment|PLMD|clinical guideline,"Treatment of restless legs syndrome and periodic limb movement disorder: an American Academy of Sleep Medicine systematic review, meta-analysis, and GRADE assessment",Journal of Clinical Sleep Medicine,2025,Winkelman JW; Berkowski JA; DelRosso LM; Koo BB; Scharf MT; Sharon D.; Zak RS; Kazmi U.; Carandang G.; Falck-Ytter Y.; Shelgikar AV; Trotti LM; Walters AS,21,1,153-199,https://doi.org/10.5664/jcsm.11392
10.1016/j.sleep.2019.01.053,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS clinical features | Chinese population | disease subtypes | iron deficiency | seasonal variation,Clinical features and subtypes of restless legs syndrome in Chinese population: a study of 359 patients,Sleep Medicine,2019,Xiao-Ying Zhu; Ting-Ting Wu; Hong-Ming Wang; Ling-Yan Ni; Xuan Li; Ye Liu; Xiao-Jin Zhang; Ya-Jing Chen; Xin-Xin Cui; William G. Ondo; Yun-Cheng Wu,59,,15-23,https://doi.org/10.1016/j.sleep.2019.01.053
10.1097/00004850-199701000-00008,abstract_only,no,no,case_series,not_applicable,yes,editorial,drug-induced RLS | mianserin | akathisia | case reports,,,,,,,,
10.3390/jcm8101619,abstract_only,yes,no,observational_cohort,not_applicable,yes,,cardiovascular variability | heart rate arousal | sympathetic activation | periodic limb movements | observational study,Determinants of Nocturnal Cardiovascular Variability and Heart Rate Arousal Response in Restless Legs Syndrome (RLS)/Periodic Limb Movements (PLMS),Journal of Clinical Medicine,2019,Emilia Sforza; Frédéric Roche; Vincent Pichot,8,10,1619,https://doi.org/10.3390/jcm8101619
10.1111/j.1365-2869.2004.00403.x,abstract_only,yes,no,case_control,not_applicable,no,,iron metabolism | CSF biomarkers | pathophysiology | case-control study,"CSF iron, ferritin and transferrin levels in restless legs syndrome",Journal of Sleep Research,2005,Mizuno S.; Mihara T.; Miyaoka T.; Inagaki T.; Horiguchi J.,14,1,43-47,https://doi.org/10.1111/j.1365-2869.2004.00403.x
10.1212/wnl.0b013e318230207a,abstract_only,yes,yes,case_series,not_applicable,no,,RLS phenotypic variant | abdominal symptoms | dopaminergic agonist | pramipexole | BTBD9 gene,Restless abdomen,Neurology,2011,Hernando Pérez-Díaz; Alex Iranzo; David B. Rye; Joan Santamaría,77,13,1283-1286,https://doi.org/10.1212/wnl.0b013e318230207a
10.1016/j.jns.2010.04.003,abstract_only,yes,yes,case_series,phase_3,no,,pramipexole|dopamine agonist|RLS treatment|long-term efficacy|safety,Long-term open-label study of pramipexole in patients with primary restless legs syndrome,Journal of the Neurological Sciences,2010,Yuichi Inoue; Kenji Kuroda; Koichi Hirata; Naohisa Uchimura; Tatsuo Kagimura; Tetsuo Shimizu,294,1-2,62-66,https://doi.org/10.1016/j.jns.2010.04.003
10.1016/j.sleep.2012.06.008,abstract_only,yes,no,cross_sectional,not_applicable,yes,,RLS prevalence | pregnancy | risk factors | observational study,Risk factors and prevalence rate of restless legs syndrome among pregnant women in Taiwan,Sleep Medicine,2012,Pei-Hao Chen; Kuang-Chung Liou; Chie-Pein Chen; Shih-Jung Cheng,13,9,1153-1157,https://doi.org/10.1016/j.sleep.2012.06.008
10.2147/nss.s340949,abstract_only,yes,no,other,not_applicable,yes,review,cannabis | sleep disorders | restless legs syndrome | narrative review,Is There a Place for Medicinal Cannabis in Treating Patients with Sleep Disorders? What We Know so Far,Nature and Science of Sleep,2022,Kathleen J. Maddison; Christopher Kosky; Jennifer H. Walsh,Volume 14,,957-968,https://doi.org/10.2147/nss.s340949
10.1016/j.jocn.2025.111369,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,vascular surgery | vertebrobasilar insufficiency | RLS treatment | microneurosurgery | cerebral perfusion,Collateral gains from vascular microsurgical intervention on the V1 segment dolicoarteriopathy of the vertebral artery: alleviating restless leg syndrome and urgency urinary incontinence symptoms in refractory vertebrobasilar insufficiency cases,Journal of Clinical Neuroscience,2025,Efecan Cekic; Baylar Baylarov; Mehmet Besir Surme; Hakki Perk; Mehmet Erkan Ustun,138,,111369,https://doi.org/10.1016/j.jocn.2025.111369
10.1016/j.neuroscience.2005.03.002,abstract_only,no,no,other,not_applicable,yes,,dopamine|circadian rhythms|preclinical|knockout mice|spinal cord,,,,,,,,
10.4172/2161-0959.1000298,abstract_only,no,no,cross_sectional,not_applicable,no,,hemodialysis | sleep disorders | RLS prevalence | observational,,,,,,,,
10.1016/j.parkreldis.2012.12.005,abstract_only,no,no,case_control,not_applicable,no,,RLS prevalence|Parkinson's disease|comorbidity|case-control study,,,,,,,,
10.1186/1471-2377-10-86,abstract_only,yes,yes,non_randomized_trial,phase_3,no,,rotigotine|dopamine agonist|transdermal patch|long-term safety|efficacy,Treatment of moderate to severe restless legs syndrome: 2-year safety and efficacy of rotigotine transdermal patch,BMC Neurology,2010,Birgit Högl; Wolfgang H. Oertel; Karin Stiasny-Kolster; Peter Geisler; Heike Beneš; Diego García-Borreguero; Claudia Trenkwalder; Werner Poewe; Erwin Schollmayer; Ralf Kohnen,10,1,86,https://doi.org/10.1186/1471-2377-10-86
10.17511/ijmrr.2018.i02.07,abstract_only,yes,no,cross_sectional,not_applicable,no,,diagnostic test | cutaneous silent period | neurophysiology | RLS biomarkers,Use of cutaneous silent period parameters as a diagnostic indicator in patients with restless legs syndrome-a study in south Indian population,International Journal of Medical Research and Review,2018,Dr Reena Alexander; Dr Saraswathy L.; Dr Siby Gopinath,6,2,110-115,https://doi.org/10.17511/ijmrr.2018.i02.07
10.1055/s-0043-1770253,abstract_only,yes,yes,unclear,unclear,no,,pramipexole | exercise | dopaminergic agonist | periodic leg movement | polysomnography,Evaluation of the Effect of Pramipexole and Exercise on Restless Legs Syndrome,Sleep Science,2023,Marcos Antônio de Morais; Beatriz Franco; Alessandro Spencer de Souza Holanda; Laís Angélica de Paula Simino; Alana Carolina Costa Verás; Márcio Alberto Torsoni; Adriana Souza Torsoni; Ana M. Esteves,16,S 01,001-070,https://doi.org/10.1055/s-0043-1770253
10.7759/cureus.91241,abstract_only,yes,yes,case_series,not_applicable,no,,augmentation|dopamine agonist|ropinirole|vitamin D|treatment adjustment,Diagnosis and Treatment of Augmentation Syndrome Secondary to Ropinirole: A Case Report,Cureus,2025,Rey D. Nuez Lopez; Casilda Balmaceda,17,8,e91241,https://doi.org/10.7759/cureus.91241
10.1007/s00702-003-0814-z,abstract_only,yes,yes,rct,phase_2,no,,L-dopa | pharmacological treatment | sleep quality | periodic limb movements | acute efficacy,"Acute double-blind, placebo-controlled sleep laboratory and clinical follow-up studies with a combination treatment of rr-L-dopa and sr-L-dopa in restless legs syndrome",Journal of Neural Transmission,2003,Saletu M.; Anderer P.; Högl B.; Saletu-Zyhlarz G.; Kunz A.; Poewe W.; Saletu B.,110,6,611-626,https://doi.org/10.1007/s00702-003-0814-z
10.1016/j.jmpt.2020.05.004,abstract_only,yes,no,other,not_applicable,yes,review,RLS|nonpharmacologic therapy|scoping review|diagnostic criteria|outcome measures,"Current Evidence on Diagnostic Criteria, Relevant Outcome Measures, and Efficacy of Nonpharmacologic Therapy in the Management of Restless Legs Syndrome (RLS): A Scoping Review",Journal of Manipulative and Physiological Therapeutics,2020,Alexe Guay; Mariève Houle; Julie O'Shaughnessy; Martin Descarreaux,43,9,930-941,https://doi.org/10.1016/j.jmpt.2020.05.004
10.1002/1531-8257(200003)15:2<289::aid-mds1012>3.0.co;2-e,abstract_only,yes,no,cross_sectional,not_applicable,no,,arm restlessness | symptom prevalence | polysomnography | RLS phenotype,Arm restlessness in patients with restless legs syndrome,Movement Disorders,2000,Martin Michaud; Allal Chabli; Gilles Lavigne; Jacques Montplaisir,15,2,289-293,https://doi.org/10.1002/1531-8257(200003)15:2<289::aid-mds1012>3.0.co;2-e
10.1111/ene.14840,abstract_only,no,no,other,not_applicable,yes,review,RLS|peripheral neuropathy|comorbidity|meta-analysis,,,,,,,,
10.4103/jmh.jmh_25_18,abstract_only,yes,yes,rct,phase_2_3,no,,RLS treatment | clonazepam | nortriptyline | quality of life | women,"A prospective, randomized, open-label study comparing the efficacy and safety of clonazepam versus nortriptyline on quality of life in 40+ years old women presenting with restless leg syndrome",Journal of Mid-life Health,2018,Annil Mahajan; Roshi; VishalR Tandon; Sudhaa Sharma; Vijay Khajuria,9,3,135,https://doi.org/10.4103/jmh.jmh_25_18
10.1093/ajhp/62.5.537,abstract_only,yes,no,other,not_applicable,yes,editorial,dopamine-receptor agonists | adverse effects | sleep attacks | pramipexole | ropinirole | pergolide,Sleep attacks in patients receiving dopamine-receptor agonists,American Journal of Health-System Pharmacy,2005,Brian K. Plowman; Daniel T. Boggie; Anthony P. Morreale; Monica G. Schaefer; Melissa L. DeLattre; Henry Chan,62,5,537-540,https://doi.org/10.1093/ajhp/62.5.537
pmid_25927885,abstract_only,yes,no,other,not_applicable,yes,review,RLS pathophysiology | diagnostic criteria | management overview | quality of life impact,[Restless Legs Syndrome : A Threat to the quality of life].,"Revista de la Facultad de Ciencias Medicas (Cordoba, Argentina)",2014,Castaño-Cárcamo M.; Escobar-Cordoba F.; Rey de Castro J.,71,4,183-91,https://pubmed.ncbi.nlm.nih.gov/25927885/
10.13078/jksrs.08005,abstract_only,yes,no,other,not_applicable,yes,review,RLS pathophysiology | genetics | neuroimaging | review article,Recent Update of Restless Legs Syndrome,Journal of Korean Sleep Research Society,2008,Kwang Ki Kim,5,1,33-38,https://doi.org/10.13078/jksrs.08005
10.1002/mds.1141,abstract_only,yes,yes,case_series,phase_1,no,,dopamine agonist | alpha-dihydroergocryptine | pilot study | RLS symptoms | open trial,Treatment of restless legs syndrome with the dopamine agonist alpha‐dihydroergocryptine,Movement Disorders,2001,Frithjof Tergau; Stephan Wischer; Christian Wolf; Walter Paulus,16,4,731-735,https://doi.org/10.1002/mds.1141
10.4103/jfmpc.jfmpc_640_20,abstract_only,yes,yes,case_series,not_applicable,no,,RLS variant | levodopa treatment | cephalic RLS | headache comorbidity,Dopa responsive headache: Restless head syndrome or a cephalic variant of restless legs syndrome?,Journal of Family Medicine and Primary Care,2020,Sanjay Prakash; Anurag Prakash,9,8,4431-4433,https://doi.org/10.4103/jfmpc.jfmpc_640_20
10.1212/01.wnl.0000147288.26029.b8,abstract_only,no,no,case_series,not_applicable,yes,,RLS emergence | STN DBS | Parkinson disease | adverse effect | unmasking,,,,,,,,
10.1517/14656566.8.9.1329,abstract_only,yes,no,other,not_applicable,yes,review,rotigotine | dopamine agonist | restless legs syndrome | transdermal patch | review,Rotigotine transdermal patch in the treatment of Parkinson’s disease and restless legs syndrome,Expert Opinion on Pharmacotherapy,2007,Christopher Kenney; Joseph Jankovic,8,9,1329-1335,https://doi.org/10.1517/14656566.8.9.1329
10.17352/jcnr.000005,abstract_only,no,no,other,not_applicable,yes,review,sleep disorders | bedding surfaces | narrative review,,,,,,,,
10.1212/wnl.57.9.1717,abstract_only,yes,yes,case_series,not_applicable,no,,gabapentin|idiopathic RLS|periodic leg movements|symptom improvement|polysomnography,Treatment of idiopathic restless legs syndrome (RLS) with gabapentin,Neurology,2001,Svenja Happe; Gerhard Klösch; Bernd Saletu; Josef Zeitlhofer,57,9,1717-1719,https://doi.org/10.1212/wnl.57.9.1717
10.7860/jcdr/2020/45715.14368,abstract_only,yes,no,cross_sectional,not_applicable,no,,anaemia | iron deficiency | RLS severity | correlation study | elderly population,Correlation of Anaemia and Restless Legs Syndrome in Elderly: A Cross-sectional Study,JOURNAL OF CLINICAL AND DIAGNOSTIC RESEARCH,2020,Abhijit Agrawal; Jahnabi Bhagawati; Sunil Kumar,,,,https://doi.org/10.7860/jcdr/2020/45715.14368
10.1016/j.sleep.2024.07.015,abstract_only,no,no,other,not_applicable,yes,review,RLS prevalence | Parkinson's disease comorbidity | meta-analysis,,,,,,,,
10.1007/s11325-020-02085-2,abstract_only,no,no,cross_sectional,not_applicable,yes,,RLS prevalence | coronary artery disease | observational,,,,,,,,
10.1016/j.jsmc.2022.06.009,abstract_only,no,no,other,not_applicable,yes,review,sleep disorders | pregnancy | pharmacologic treatment,,,,,,,,
10.1212/01.wnl.0000336341.72621.db,abstract_only,no,no,case_control,not_applicable,no,,peripheral neuropathy | RLS prevalence | case-control study,,,,,,,,
10.17816/nb100115,abstract_only,yes,no,other,not_applicable,yes,editorial,RLS pathogenesis | myofascial trigger points | nervous system dysfunction | motor control,A restless legs syndrome — a systemic pathology of a motion formation and performance,Neurology Bulletin,2003,G. A. Ivanichev; V. G. Ivanichev; S. P. Boiko,XXXV,3-4,45-51,https://doi.org/10.17816/nb100115
10.1093/sleep/zsaf090.1038,abstract_only,yes,no,cross_sectional,not_applicable,no,,RLS prevalence | children | cystic fibrosis | iron deficiency | screening,1038 Prevalence of Restless Leg Syndrome in Children with Cystic Fibrosis,SLEEP,2025,Swati Jayaram; Michelle Gillespie; Katelyn Krivchenia; Mariah Eisner; Amanda Jacobson-Kelly; Karen McCoy; Maninder Kalra,48,Supplement_1,A449-A449,https://doi.org/10.1093/sleep/zsaf090.1038
10.3390/antiox11020272,abstract_only,yes,no,cross_sectional,not_applicable,yes,,trace elements | biomarkers | pathophysiology | cross-sectional study | observational,Serum Trace Elements Concentrations in Patients with Restless Legs Syndrome,Antioxidants,2022,Félix Javier Jiménez-Jiménez; Pedro Ayuso; Hortensia Alonso-Navarro; Marisol Calleja; Mónica Díez-Fairén; Ignacio Álvarez; Pau Pastor; José Francisco Plaza-Nieto; Santiago Navarro-Muñoz; Laura Turpín-Fenoll; Jorge Millán-Pascual; Marta Recio-Bermejo; Rafael García-Ruiz; Esteban García-Albea; José A. G. Agúndez; Elena García-Martín,11,2,272,https://doi.org/10.3390/antiox11020272
10.1007/s11325-021-02353-9,abstract_only,yes,yes,retrospective_cohort,not_applicable,no,,augmentation|pramipexole|dopaminergic therapy|treatment complications|real-world outcomes,Augmentation in patients with restless legs syndrome receiving pramipexole therapy: a retrospective study in a single center from China,Sleep and Breathing,2022,Tiantian Wang; Miaofa Ying; Rui Zhao; Danyan Zhu; Lisan Zhang,26,1,373-380,https://doi.org/10.1007/s11325-021-02353-9
